Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Lord said: ""O son of Pritha, listen attentively, for I will tell you how you will know Me completely, without doubt, by engaging your mind in Yoga, being devoted to Me."" 







",0,0,0,0,0,0,0,0,0,0
"""I will impart to you this knowledge, with wisdom in its entirety, which, having known, there is nothing else left to be known here."" 







",1,0,0,0,0,0,0,0,0,0
"""Out of thousands of human beings, only a few strive for perfection. And even among those who strive, very few know Me truly."" 






",0,0,0,1,0,1,0,0,0,0
"""Earth, water, fire, air, ether, mind, intellect, and ego - these are My eightfold separated material nature."" 







",1,0,0,0,0,0,0,0,0,1
"""Know that besides this, O mighty-armed one, there is another, superior nature of Mine, the living one, by which this entire universe is sustained."" 




",1,0,0,0,0,0,0,0,0,0
"""Know that all beings have these as origins. I am the origin and dissolution of the entire universe."" 








",1,0,0,0,0,0,0,0,0,0
"""There is nothing superior to Me, O Dhananjaya. Everything in this universe is strung together in Me, like gems strung on a thread."" 





",0,0,0,1,0,0,1,0,0,1
"""I am the taste in water, O Kunti's son, the radiance in the sun and moon, the syllable Om in all the Vedas, the sound in space, manliness in men."" 






",1,0,0,0,0,0,0,0,0,1
"""I am the pleasant fragrance in the earth, the brilliance in fire, life in all beings, and austerity in the ascetics."" 








",1,0,0,0,0,0,0,0,0,0
"“Know Me, O Partha, as the eternal seed of all beings. I am the intellect of the intelligent, the brilliance of the brilliant."" 



",1,0,0,0,0,0,0,0,0,0
"""I am strength in the strong, free from desire and attachment. Among beings, I am desire free from conflict with Dharma, O best of the Bharatas."" 







",1,0,1,0,0,0,0,0,0,0
"""Know that the sattvic, rajasic, and tamasic qualities are all from Me, but I am not in them, they are in Me.”






",0,0,0,1,0,1,1,0,0,0
"""This entire universe is deluded by these three modes of material nature, and therefore does not know Me, the imperishable, beyond them."" 




",0,0,0,1,0,1,1,0,0,0
"""This divine, material nature of Mine, consisting of the three modes, is very difficult to overcome. Those who surrender to Me alone cross over this illusion.” 








",0,0,0,1,0,1,0,0,0,0
"“The wicked, the deluded, and the lowest of mankind do not surrender to Me. Their knowledge is stolen away by illusion, and they embrace the demonic nature."" 






",0,0,0,1,0,0,1,0,0,0
"""O best of the Bharatas, four kinds of people worship me: the distressed, the inquisitive, the seeker of wealth, and the wise."" 





",1,0,1,0,0,0,0,0,0,0
"""Among them, the wise man who is always united with Me, devoted to Me with single-minded devotion, is most dear to Me, and I am also most dear to him."" 







",1,0,0,0,0,0,0,0,0,0
"""All these are noble, but the wise one is My own self. Having attained Me, he who is united with Me attains the highest goal."" 








",1,0,0,0,0,0,0,0,0,0
"“After many births, the wise man comes to Me, realizing, “Vasudeva is everything,” This great soul is very difficult to find.” 









",0,0,0,0,0,1,0,0,0,0
"“Those whose knowledge is stolen away by various desires, worship other deities, following specific rules, under the influence of their own nature."" 








",1,0,1,0,0,0,0,0,0,0
"""Whatever form a devotee desires to worship Me with faith, I make his faith in that form unshakable."" 









",0,0,0,1,0,0,1,0,0,0
"""United with that faith, he engages in that worship and obtains the desires granted by Me, for it is I who ordain those desires."" 






",1,0,0,0,0,0,0,0,0,0
"“The fruits of their actions are limited, for they are of limited intelligence. Those who worship the gods go to the gods, but My devotees come to Me.” 










",0,0,0,1,0,1,1,0,0,0
"""The ignorant think of Me as unmanifest, having become manifest. Not knowing My supreme, eternal, and unsurpassed nature."" 








",0,0,0,1,0,1,1,0,0,0
"""I am not the illumination of all beings, being covered by My Yogamaya. This deluded world does not know Me, the unborn, the imperishable."" 









",0,0,0,1,0,1,1,0,0,0
"""Arjuna, I know all past, present, and future beings, but no one knows Me."" 












",0,0,0,0,0,0,0,0,0,1
"“O descendant of Bharata, all beings are deluded by the illusion of duality, which arises from desire and aversion, and they enter into material existence."" 











",0,0,0,1,0,1,0,0,0,0
"""But those whose sins are gone, who are pure in heart, who are freed from the delusion of duality, and who are steadfast in their devotion, they worship Me."" 








",0,0,1,0,0,0,0,0,0,0
"""Those who seek liberation from old age and death, who strive for Me as their refuge, they know Brahman completely, both the inner Self and all actions."" 










",1,0,1,0,0,0,0,0,0,0
"""Those who know Me as the Supreme Lord, the inner controller, the presiding deity, and the object of sacrifice, they know Me at the time of departure with a controlled mind."" 








",1,0,0,0,0,0,1,0,0,0
