Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: ""O Supreme Lord, what is that Brahman? What is the inner Self? What is action? And what, O Supreme Person, is spoken of as the presiding deity?"" 






",0,0,0,0,0,0,1,0,0,0
"“How is the object of sacrifice to be known in this body, O Madhusudana? And how, at the time of departure, are You to be known by those with controlled minds?"" 







",0,0,1,0,0,0,1,0,0,0
"The Lord said: ""The imperishable syllable (Om) is called Brahman, the Supreme, the essential nature, the inner Self. The creation and dissolution of beings is called action, the cause of action."" 








",0,0,1,0,0,0,0,0,0,0
"""The perishable, material nature is called the presiding deity of the physical body. The individual soul is the presiding deity of the individual body. And I am the object of sacrifice in this body of all beings, O best of the embodied beings."" 









",0,0,1,0,0,0,1,0,0,0
"""He who at the time of death, remembering Me, gives up this mortal body, comes to My nature. Of this there is no doubt."" 







",1,0,0,1,0,0,0,0,0,0
"“Whatever form a person thinks of at the time of death, giving up this body, to that very form he goes, O Kunti’s son, constantly imbued with that thought.” 








",0,0,0,1,0,1,1,0,0,0
"""Therefore, remember me in all situations and fight. With your mind and intellect fixed on Me, you will surely come to Me.” 









",1,0,0,0,0,0,0,0,0,0
"""One whose mind is fixed on the Supreme Person, divine and beyond material nature, through the practice of Yoga, and who has no other aim, will surely attain Him, O Partha."" 










",1,0,1,0,0,0,0,0,0,0
"“One should meditate on Him who is the ancient sage, the teacher, the smallest of the small, the greatest of the great, the creator of all, incomprehensible, radiant like the sun, beyond darkness.” 






",0,0,0,0,0,0,1,0,0,0
"“With a steady mind, united with devotion, and with the power of Yoga, at the time of departure, one should place the breath between the eyebrows and then attain that supreme, divine Person.” 











",1,0,1,0,0,0,0,0,0,0
"“The wordless, which knowers of the Vedas declare, which unattached ascetics enter, which those who desire liberation practice, that state I will briefly describe.” 




",0,0,0,1,0,1,1,0,0,0
"“Closing all the doors of the senses, restraining the mind in the heart, and fixing the breath at the crown of the head, one should establish oneself in Yoga.” 







",1,0,0,0,0,0,0,0,0,0
"""He who, while uttering the single syllable Om, remembering Me, departs from this body, attains the supreme state."" 









",0,0,0,0,0,0,0,0,0,0
"""He who always remembers Me, with a mind free from other thoughts, is easily attainable by Me, O Partha, for he who continually practices Yoga is united with Me."" 









",1,0,0,0,0,0,0,0,0,1
"""Having attained Me, great souls do not return to this perishable, sorrowful world of repeated births, but they achieve the highest perfection.” 











",1,0,1,0,0,0,0,0,0,0
"""O Arjuna, beings from the heavenly worlds up to Brahmaloka return to this world again. But those who attain Me, O Kunti’s son, do not return to this world."" 









",0,0,0,1,0,0,1,0,0,0
"""Know that a thousand yugas constitute a day of Brahma, and a thousand yugas constitute a night of Brahma. Those who know this day and night are knowers of time."" 




",1,0,1,0,0,0,0,0,0,0
"""At the beginning of Brahma’s day, all manifest forms emerge from the unmanifest; at the end of the day, they are dissolved in that same unmanifest, which is known as the unmanifest.” 


",0,0,0,1,0,0,0,0,0,0
"""This entire aggregate of beings, having come into existence and having dissolved, again comes into existence at the beginning of Brahma's day, O Partha, and dissolves again at the end of his day."" 









",0,0,0,1,0,1,0,0,0,0
"“But beyond that unmanifest, there is another, unmanifest, eternal reality, which is the same in all beings and does not perish even when these beings perish."" 










",0,0,0,1,0,0,0,0,0,0
"""That unmanifest is called the imperishable. They say it is the supreme destination. Having attained it, no one returns. That is My supreme abode.""  








",0,0,0,1,0,1,0,0,0,1
"“O Partha, that Supreme Person can be attained by unalloyed devotion. Within Him are all beings, and by Him is everything pervaded."" 





",0,0,1,0,0,0,0,0,0,0
"“O best of the Bharatas, I will now tell you about that time when the Yogi does not return to this world, and also when he does return."" 







",0,0,0,0,0,0,0,0,0,0
"""The fire, light, the sun, the bright fortnight, and the six months of the northward journey of the sun (Uttarayana) - those who depart during this period, the knowers of Brahman, go to Brahman.” 








",1,0,1,0,0,0,0,0,0,0
"""Smoke, night, darkness, the six months of the southward journey of the sun (Dakshinayana), and the lunar light - these are the characteristics of the time when the Yogi, having attained the lunar world, returns.”  









",0,0,0,1,0,1,0,0,0,0
"“These two paths, the bright and the dark, are considered eternal in this world. By one, one goes without returning, and by the other, one returns again.” 







",0,0,0,1,0,0,0,0,0,0
"""No wise Yogi is ever deluded by these two paths, O Partha. Therefore, O Arjuna, always be united with Yoga in all situations.” 







",1,0,1,0,0,0,1,0,0,0
"“The fruits of merit that are prescribed for the Vedas, sacrifices, austerities, and charity, all those are surpassed by the Yogi who knows this. He attains the supreme destination, even in this life."" 











",0,0,1,0,0,0,0,0,0,0
