Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: ""O Keshava, I wish to know about Prakriti, Purusha, the field (kshetra), and the knower of the field (kshetrajna). I wish to know the knowledge and the object of knowledge."" 







",0,0,0,0,0,0,1,0,0,0
"The Lord said: ""O Kunti's son, this body is called the field (kshetra). The wise who know this call the one who knows it as the knower of the field (kshetrajna)."" 











",0,0,1,0,0,0,1,0,0,0
"“Know Me, O descendant of Bharata, to be the knower of the field in all fields. This knowledge of the field and the knower of the field, that is the knowledge considered by Me to be true knowledge.” 











",1,0,0,0,0,0,0,0,0,0
"“Now, hear in brief from Me about the nature of the field, its qualities, its modifications, its cause, its knower, and also about the nature and the activities of the knower of the field.” 






",1,0,0,0,0,0,0,0,1,0
"""This has been sung by many sages in various verses, in different meters, and also in the Brahma-Sutras, with conclusive reasoning.” 
",1,0,0,0,0,0,0,1,0,0
"""The great elements (earth, water, fire, air, ether), ego, intellect, the unmanifest, the ten senses, and the five objects of the senses."" 








",1,0,0,0,0,0,0,0,0,0
"“Desire, aversion, pleasure, pain, the aggregate of the elements, consciousness, and determination - this is the field, briefly described with its modifications.” 








",0,0,0,1,0,1,0,0,0,0
"""Humility, freedom from pride, nonviolence, forbearance, uprightness, service to the spiritual master, purity, steadiness, and self-control.""  











",1,0,0,0,0,0,0,0,0,0
"""Detachment from the objects of the senses, freedom from ego, and the realization of the defects of birth, death, old age, and disease.""  












",1,0,0,0,0,0,0,0,0,0
"""Non-attachment, freedom from identification,  in relation to sons, wives, homes, and so on.  And always remaining equanimous in pleasant and unpleasant circumstances."" 








",1,0,0,0,0,0,0,0,0,0
"""Unwavering devotion to Me, with no deviation, dwelling in solitude,  and indifference to worldly gatherings."" 









",0,0,0,1,0,1,0,0,0,0
"""The eternal nature of the Self, the realization of the truth, the understanding of the purpose of life, this is knowledge.  That which is different from this is ignorance."" 







",0,0,0,1,0,1,1,0,0,0
"“Now, I will describe that which is to be known, by knowing which one enjoys immortality. It is Brahman, the eternal, which is neither being nor non-being.” 









",0,0,0,1,0,0,0,0,0,0
"""Its hands and feet are everywhere, its head and face are everywhere, its ears are everywhere. It pervades the entire universe."" 











",0,0,0,0,0,0,1,0,0,1
"“It is the radiance of all sense faculties, yet devoid of all sense faculties.  It is unattached, the supporter of all, without qualities, yet the enjoyer of all qualities."" 











",0,0,0,1,0,1,1,0,0,0
"""It is both outside and inside all beings, both unmoving and moving.  Because of its subtlety, it is unknowable. It is both far away and near.” 













",0,0,0,1,0,1,0,0,0,0
"“It is undivided in all beings, yet appearing as if divided. It is the support of all beings. It is to be known as the consumer and the creator.” 











",1,0,0,0,0,0,1,0,0,0
"“It is the light of lights, beyond darkness. It is knowledge, the object of knowledge, and that by which knowledge is attained.  It is situated in the heart of all."" 













",1,0,0,0,0,0,0,0,0,0
"“Thus, in brief, the field, knowledge, and the object of knowledge have been explained.  He who is devoted to Me, by knowing this, attains to My being.” 













",0,0,0,0,0,0,0,0,0,0
"""Know that both Prakriti and Purusha are without beginning. Know also that modifications and qualities are born from Prakriti."" 













",1,0,0,1,0,1,1,0,0,0
"""Prakriti is called the cause of the cause and the doer.  Purusha is called the cause of the experience of pleasure and pain."" 











",0,0,0,0,0,0,1,0,0,0
"""Purusha, situated in Prakriti, enjoys the qualities born from Prakriti.  Attachment to those qualities is the cause of his birth in both the material and spiritual realms."" 










",1,0,0,0,0,0,0,0,0,0
"“The Supreme Person in this body is called the observer, the approver, the supporter, the enjoyer, the supreme lord, and the supreme Self.” 









",1,0,0,0,0,0,1,0,0,0
"“He who knows Purusha, Prakriti, and the qualities, even while engaged in all activities, is never reborn.” 










",0,0,0,1,0,1,1,0,0,0
"""Some see the Self by meditating on the Self with the Self. Others see the Self by Samkhya Yoga, and others by Karma Yoga.” 








",0,0,0,0,0,0,1,0,0,0
"""Others, who do not know, but who have heard from others, worship. Even they, by being devoted to the scriptures, transcend death."" 







",0,0,1,0,0,0,0,0,0,0
"""O best of the Bharatas, know that whatever being is born - either stationary or movable - it is due to the union of the field and the knower of the field."" 












",1,0,1,0,0,0,0,0,0,0
"""He who sees the Supreme Lord dwelling equally in all beings, perishing when they perish and remaining when they remain, he truly sees."" 









",0,0,1,0,0,0,1,0,0,0
"""He who sees the Lord equally present everywhere, who does not harm himself with himself, he attains the supreme state."" 




 


",0,0,1,0,0,0,1,0,0,0
"""He who sees that all actions are performed by Prakriti alone, and that the Self is not the doer, he truly sees."" 




 




",0,0,0,1,0,0,1,0,0,0
"""When one sees the diverse forms of beings as one and situated in the Self, then, from that point, he becomes Brahman."" 








",0,0,0,1,0,1,0,0,0,0
"“Because he is without beginning and without qualities, the Supreme Self is imperishable. Although dwelling in the body, O Kunti’s son, he does not act, and he does not become attached."" 










",0,0,0,1,0,1,1,0,0,0
"“As the space, by its subtlety, pervades the universe and is not stained, even so the Self, dwelling within the body, is not stained.” 


",1,0,0,0,0,0,0,0,0,0
"“Just as the sun illuminates the entire universe, so the Knower of the field illuminates the entire field, O descendant of Bharata."" 









",0,0,0,0,0,0,1,0,0,0
"“Those who, with the eye of knowledge, know the difference between the field and the Knower of the field, and the liberation of the nature of beings, they attain the supreme state.” 











",1,0,0,0,0,0,0,0,0,0
