Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: I shall now declare to you, who are free from envy, this most secret knowledge, which is combined with wisdom and by knowing which you will be liberated from evil. 




",1,0,1,0,0,0,0,0,0,0
"This is the royal science, the royal secret, most pure, the best, directly perceived, righteous, very easy to practice, and imperishable. 






",1,0,0,0,0,0,0,0,0,0
"O chastiser of foes, those men who are faithless in this Dharma, without attaining Me, return again to the path of death and rebirth.  
",0,0,1,1,0,1,1,0,0,0
"This entire universe is pervaded by Me, in My unmanifest form. All beings are in Me, but I am not in them. 


",0,0,0,1,0,1,0,0,0,0
"Nor are beings in Me, behold My divine Yoga.  Though the support of beings, and though dwelling in beings, My Self is the sustainer of beings.
",1,0,0,0,0,0,0,0,0,0
"Just as the great wind, dwelling in the sky, pervades everywhere, so know that all beings are in Me. 




",1,0,1,0,0,0,0,0,0,0
"O son of Kunti, all beings enter My nature at the end of a kalpa, and at the beginning of a kalpa I send them forth again. 




",1,0,1,0,0,0,0,0,0,0
"Holding on to My own nature, I send forth this entire group of beings again and again. This entire group of beings is controlled by My nature. 






",1,0,0,0,0,0,0,0,0,0
"Those actions do not bind Me, O Dhananjaya, for I remain indifferent, detached from those actions. 




",0,0,0,1,0,1,1,0,0,0
"By Me, as the Supreme Lord, nature is activated, both the moving and unmoving. O son of Kunti, this world revolves by this cause. 










",0,0,1,1,0,0,1,0,0,0
"Fools, deluded by My human form, despise Me, not knowing My supreme divine nature and My lordship over all beings. 






",0,0,0,1,0,1,1,0,0,0
"Those with vain hopes, vain actions, and vain knowledge, deluded by their minds, are attached to the demonic and Asuric nature, which deludes. 




",0,0,0,1,0,1,0,0,0,0
"But those great souls, O Partha, who have taken refuge in My divine nature, worship Me with unwavering minds, knowing that I am the origin and the imperishable of all beings. 






",1,0,1,0,0,0,0,0,0,0
"Constantly chanting My name, striving with firm resolve, bowing down to Me with devotion, and always united with Me, they worship Me. 


",1,0,1,0,0,0,0,0,0,0
"Others worship Me by offering knowledge as sacrifice, with a single-minded devotion, with diverse forms, and from all sides. 






",1,0,1,0,0,0,0,0,0,0
"I am the sacrifice, I am the offering, I am the ritual, I am the medicine, I am the mantra, I am the ghee, I am the fire, I am the oblation. 




",1,0,0,0,0,0,0,0,0,1
"I am the father of this universe, the mother, the support, and the grandsire. I am what must be known, the purifier, the syllable Om, the Rig, the Sama, and the Yajur Veda. 








",1,0,0,0,0,0,1,0,0,0
"I am the goal, the sustainer, the lord, the witness, the abode, the refuge, the friend, the origin, the dissolution, the resting place, the treasure, the imperishable seed. 












",1,0,1,0,0,0,0,0,0,0
"I heat, I rain, I grasp, I release.  I am immortality, death, being, and non-being, O Arjuna. 








",0,0,0,1,0,1,0,0,0,1
"Those who perform sacrifices with the three Vedas, who drink Soma juice, and who are purified by sacrifices, pray for heaven.  Obtaining merit, they enjoy divine pleasures in the worlds of the gods. 






",0,0,1,0,0,0,0,0,0,0
"Having enjoyed that vast heavenly world, when their merit is exhausted, they return to this mortal world. Thus, those who have taken refuge in the three-fold Dharma, seeking desire after desire, go forth and return again and again.   









",1,0,0,0,0,0,0,0,0,0
"Those who think of Me alone, who worship Me with devotion, I carry the burdens of those ever-joined ones, for their well-being and protection. 








",0,0,1,0,0,1,0,0,0,0
"Those who are devoted to other deities and worship them with faith, they too worship Me, O son of Kunti, though not according to the proper method. 








",0,0,1,1,0,1,1,0,0,0
"For I am the enjoyer of all sacrifices and the lord of all.  But they do not know Me in truth; therefore, they fall. 




",0,0,1,1,0,1,0,0,0,0
"Those who worship the gods go to the gods, those who worship the ancestors go to the ancestors, those who worship the elements go to the elements, and those who worship Me go to Me. 



",0,0,0,1,0,0,1,0,0,0
"Whoever offers Me with devotion a leaf, a flower, a fruit, or water, I accept that offering made with a pure mind. 






",1,0,1,0,0,0,0,0,0,0
"Whatever you do, whatever you eat, whatever you offer, whatever you give, whatever austerity you perform, O son of Kunti, do it as an offering to Me.   












",1,0,0,0,0,0,1,0,0,0
"Thus, free from the bondage of actions by the fruits of good and bad deeds, with your soul united in the yoga of renunciation, you will be liberated and attain Me.  








",1,0,1,0,0,0,0,0,0,0
"I am the same to all beings, I have no aversion to anyone, nor am I dear to anyone. But those who worship Me with devotion, they are in Me, and I am in them.







",1,0,0,0,0,0,0,0,0,0
"Even if a man of evil conduct worships Me exclusively, he must be considered good, for his resolve is right. 






",1,0,1,0,0,0,0,0,0,0
"He quickly becomes righteous and attains everlasting peace.  O son of Kunti, know for certain that My devotee never perishes. 







",1,0,1,0,0,0,0,0,0,0
"O Partha, even those who are born in low families, women, Vaishyas, and Shudras—even they reach the supreme goal if they take refuge in Me. 








",0,0,0,1,0,1,1,0,0,0
"What to speak of righteous Brahmanas, devoted kings, and royal sages?  Having come to this impermanent and unhappy world, worship Me! 











",1,0,1,0,0,0,0,0,0,0
"Be devoted to Me with your mind, be My devotee, offer sacrifice to Me, and bow down to Me.  Thus, uniting your self with Me, you will come to Me—you are My devotee. 








",1,0,1,0,0,0,0,0,0,0
