Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: ""Those devotees who are constantly united with You, who worship You, and those who meditate on the imperishable and the unmanifest - who among them are greater in knowledge of Yoga?"" 





",0,0,0,0,0,0,1,0,0,0
"The Lord said: ""Those who, with their minds devoted to Me, worship Me constantly united with Me, with supreme faith, they are considered by Me to be the most united."" 







",0,0,1,0,0,0,0,0,0,0
"""Those who meditate on the imperishable, which cannot be designated, which is unmanifest, all-pervading, inconceivable, unchanging, immovable, and eternal."" 









",0,0,0,1,0,1,1,0,0,0
"“Having controlled their senses, with equal vision to all, those who are devoted to the welfare of all beings, they attain Me."" 







",1,0,1,0,0,0,0,0,0,0
"""Those whose minds are attached to the unmanifest endure greater suffering, for the unmanifest path, even when attained by those who have bodies, brings difficulty."" 











",0,0,0,1,0,1,0,0,0,0
"""But those who, abandoning all actions, are devoted to Me alone, who meditate on Me with single-minded devotion and worship Me."" 









",0,0,1,0,0,0,1,0,0,0
"""I am the deliverer of those whose minds are fixed on Me, from the ocean of birth and death. They come to Me soon, O Partha."" 






",0,0,1,1,0,1,0,0,0,0
"""Fix your mind on Me, place your intelligence in Me. You will live in Me, without a doubt, from this moment onwards."" 









",1,0,0,0,0,0,0,0,0,0
"""But if you are unable to fix your mind steadily on Me, then try to attain Me through the practice of Yoga, O Dhananjaya.""   




 


",1,0,0,1,0,0,0,0,0,0
"“And if you are unable to practice Yoga, do all actions for My sake, for by doing actions for My sake, you will attain perfection."" 




 


",1,0,0,0,0,0,0,0,0,0
"""But if you are unable to do even this, then, with a controlled mind, renounce the fruits of all actions and become a Yogi."" 







",1,0,0,0,0,0,0,0,0,0
"""Knowledge is better than practice, meditation is better than knowledge, the renunciation of the fruits of action is better than meditation, and peace of mind is achieved immediately after renunciation."" 









",1,0,0,0,0,0,0,0,0,0
"""He who is free from hatred towards all beings, who is friendly, compassionate, selfless, free from ego, equal in pleasure and pain, and forgiving.""  




 




",1,0,1,0,0,0,0,0,0,0
"""The Yogi who is always content, who is self-controlled, whose determination is firm, whose mind and intellect are dedicated to Me, and who is devoted to Me, he is dear to Me."" 











",1,1,0,0,0,0,0,0,0,0
"“He who is not agitated by the world, and by whom the world is not agitated, who is free from joy, sorrow, fear, and anxiety, he is dear to Me."" 










",1,0,1,0,0,0,0,0,0,0
"“He who is without expectation, pure, skillful, indifferent, free from distress, who has renounced all undertakings, and who is devoted to Me, he is dear to Me.” 











",1,0,1,0,0,0,0,0,0,0
"""He who neither rejoices nor grieves, neither laments nor desires, who has renounced the good and bad, who is full of devotion, he is dear to Me."" 









",0,0,1,0,0,1,0,0,0,0
"""He who is the same towards an enemy as towards a friend, who is indifferent to honor and dishonor, who is the same in heat and cold, pleasure and pain, and who is free from attachment."" 











",1,0,0,0,0,1,0,0,0,0
"“He who is equal to blame and praise, silent, content with whatever comes, homeless, steadfast in mind, and devoted to Me, that person is dear to Me.” 







",0,0,1,0,0,1,0,0,0,0
"""Those who, with faith and devotion, worship this Dharma, the nectar of immortality, as it has been explained, they are especially dear to Me."" 







",1,0,1,0,0,0,0,0,0,0
