Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Lord said: ""Fearlessness, purity of heart, steadiness in the practice of knowledge and yoga, charity, self-control, sacrifice, study of the scriptures, austerity, and straightforwardness."" 







",1,0,1,0,0,0,0,0,0,0
"""Nonviolence, truthfulness, freedom from anger, renunciation, peacefulness, freedom from backbiting, compassion for all beings, freedom from greed, gentleness, modesty, and steadiness."" 





 




",1,0,0,0,0,0,0,0,0,0
"""O descendant of Bharata, these qualities constitute the divine wealth of one who is born into the divine nature: radiance, forgiveness, fortitude, purity, freedom from enmity, and freedom from pride."" 









",1,0,0,0,0,0,0,0,0,0
"""O Partha, pride, arrogance, conceit, anger, harshness, and ignorance constitute the demoniac wealth of those who are born into the demoniac nature."" 











",0,0,0,1,0,1,1,0,0,0
"“The divine qualities lead to liberation, and the demoniac qualities lead to bondage. Don’t grieve, O Pandava, for you are born into the divine nature."" 




 






",1,0,1,0,0,0,0,0,0,0
"""O Partha, in this world there are two kinds of creations: the divine and the demoniac. The divine creation has been described in detail. Now listen to the description of the demoniac."" 









",0,0,0,0,0,0,0,0,0,1
"“The demoniac people do not know the principles of activity and renunciation. They have no understanding of purity, good conduct, or truthfulness.”  




 






",0,0,0,0,0,1,1,0,0,0
"""They say that this world is without truth, without foundation, without a controller, without a purpose, arising from mutual contact, and without a cause other than desire."" 











",0,0,0,1,0,1,1,0,0,0
"“Holding fast to this view, with their souls destroyed and their intelligence limited, they perform wicked deeds, which cause destruction to the world.” 





 


",0,0,0,1,0,0,1,0,0,0
"“Driven by insatiable desire, filled with pride and arrogance, bewildered by delusion, they accept as real that which is false.  Their conduct is impure.” 





 




",0,0,0,1,0,1,1,0,0,0
"“They take refuge in endless anxiety, which ends in destruction.  Their aim is enjoyment of the senses, and this is their conviction.” 




 


",0,0,0,1,0,0,0,0,0,0
"“Bound by hundreds of ropes of desire, engrossed in lust and anger, they seek wealth and enjoyments by means of injustice.” 




 




",0,0,0,1,0,1,1,0,0,0
""" ‘This I have acquired today, this I will obtain.  This is mine, and I will gain even more wealth.’"" 




 






",1,0,0,0,0,0,0,0,0,0
"“This enemy has been slain by me, and I will also kill others.  I am the Lord, I am the enjoyer, I am perfect, I am powerful, I am happy.” 





 






",1,0,0,0,0,0,0,0,0,0
"“I am wealthy, I am of high birth.  Who is equal to me? I will sacrifice, I will give, I will enjoy.’ Thus deluded by ignorance.” 




 




",0,0,0,1,0,0,1,0,0,0
"""Bewildered by many thoughts, covered by the net of illusion, attached to the enjoyment of the senses, they fall into a foul hell."" 








",0,0,0,1,0,1,1,0,0,0
"“Self-conceited, arrogant, and puffed up with wealth and pride, they perform sacrifices in name only, out of hypocrisy, without following the rules.”  





 


",0,0,0,0,0,0,1,0,0,0
"""They are attached to ego, strength, pride, lust, and anger. They hate Me, who dwells in the bodies of all beings, and they are envious."" 




 






",0,0,0,0,0,1,1,0,0,0
"“Those cruel, wicked low-born men, I continually throw into the wombs of demoniac beings, birth after birth."" 











",0,0,0,0,0,0,1,0,0,0
"“Born again and again in demonic wombs, those fools, O Kunti’s son, never attain to Me, but go to the lowest state.” 











",0,0,0,1,0,1,1,0,0,0
"""Lust, anger, and greed are the three gates to hell, which destroy the self. Therefore, one should abandon these three."" 







",0,0,0,1,0,0,1,0,0,0
"""O Kunti's son, the man who is liberated from these three gates of darkness, who performs actions for his own benefit, attains the supreme state."" 



",1,0,1,0,0,0,0,0,0,0
"""He who, abandoning the injunctions of the scriptures, acts according to his own desires, does not attain perfection, nor happiness, nor the supreme state."" 










",0,0,0,1,0,1,1,0,0,0
"""Therefore, the scriptures are your authority in determining what should be done and what should not be done. Knowing what is said in the scriptures, you should act accordingly."" 








",1,0,1,0,0,0,1,0,0,0
