Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: ""O Lord, by Your grace, You have revealed to me the supreme secret, known as the inner Self. By Your words, my delusion has been dispelled."" 













",0,0,0,0,0,0,0,0,0,1
"""I had heard from You in detail about the creation and dissolution of beings, and also about Your imperishable greatness, O lotus-eyed one."" 













",1,0,0,0,0,0,0,0,0,0
"""Thus, O Lord of the universe, I have understood You as You are. Now I wish to see Your divine form, O Supreme Person."" 











",0,0,1,0,0,0,0,0,0,0
"""If You think it is possible for me to see Your form, O Lord, O master of Yoga, then please show me Your imperishable Self."" 











",1,0,1,0,0,0,0,0,0,1
"The Lord said: ""O Partha, behold My forms, hundreds and thousands, of diverse kinds, divine, and of many colors and shapes."" 











",0,0,1,0,0,0,0,0,0,0
"""See the Adityas, the Vasus, the Rudras, the Ashwins, and the Maruts. And, O descendant of Bharata, see many other wondrous things that you have never seen before."" 









",1,0,0,0,0,0,0,0,0,0
"""Behold this universe, O Gudakesha, all that moves and is immovable, existing in one place, in My body. And whatever else you wish to see, see it here."" 









",1,0,0,0,0,0,0,0,0,0
"""You cannot see Me with these eyes of yours. I give you divine vision. Now see My divine Yoga."" 











",1,0,0,0,0,0,0,0,0,1
"Sanjaya said: ""After speaking thus, O King, the great Lord of Yoga, Hari, showed Arjuna His supreme, divine form."" 









",0,0,0,0,0,0,0,0,0,1
"“With countless mouths and eyes, with countless wondrous sights, adorned with countless divine ornaments, with countless raised weapons.” 











",1,0,0,0,0,0,0,0,0,0
"""Wearing divine garlands and garments, anointed with divine perfumes, a divine being, wondrous in every way, infinite and with faces everywhere.  "" 









",1,1,0,0,0,0,0,0,0,0
"""If the radiance of a thousand suns were to rise all at once, it might resemble the glory of the great-souled One."" 











",1,0,0,0,0,0,0,0,0,0
"""Then, in the body of that Lord of gods, the Pandava saw the entire universe divided into many parts, as if it were all in one place.""  






",0,0,0,1,0,0,1,0,0,0
"""Seeing this, Arjuna was filled with wonder, his hair stood on end, and, bowing his head in reverence, with folded hands, he spoke to the Lord."" 









",0,0,0,0,0,0,0,0,0,1
"Arjuna said: ""O Lord, I see all the gods in Your body, and all the assemblies of different beings. I see Brahma, Shiva, and the sages seated on lotus thrones, and all the divine snakes."" 













",0,0,0,0,0,0,1,0,0,1
"""O Lord of the universe, I see you with many arms, bellies, mouths, and eyes, Your form is infinite, without beginning, middle, or end. I see you everywhere, O universal form!"" 











",1,0,1,0,0,0,0,0,0,0
"“I see you adorned with a crown, wielding a mace and disk, dazzling with brilliance everywhere. I see you, inconceivable, blazing with the brilliance of a million suns, impossible to behold."" 















",1,0,0,0,0,0,0,0,0,1
"""You are the imperishable, the ultimate truth to be known. You are the supreme refuge of this universe. You are the imperishable, the eternal guardian of Dharma. You are the Supreme Person, as I understand You."" 







",1,0,1,0,0,0,0,0,0,0
"“I see you, without beginning, middle, or end, with infinite energy, with infinite arms, with eyes like the sun and moon, your face blazing like a thousand suns, burning this universe with your own brilliance.” 


",1,0,0,0,0,0,0,0,0,0
"“You fill this space between heaven and earth, and every direction. O great soul, seeing your wondrous, terrible form, these three worlds are trembling.” 






",1,0,1,0,0,0,0,0,0,0
"“Some of these gods, terrified, are entering your body, bowing and praising you. The great sages and Siddhas, saying, ‘Peace! Peace!’, are praising you with abundant hymns.” 




",0,0,1,0,0,0,0,0,0,0
