Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Lord said: “I will now explain the supreme knowledge among all kinds of knowledge, by knowing which the sages have all attained the supreme perfection.” 












",0,0,0,0,0,0,0,0,0,0
"""By taking refuge in this knowledge, they become like Me. They are not born again at the time of creation, nor do they suffer at the time of dissolution.” 











",0,0,0,1,0,1,0,0,0,0
"“My origin is the great Brahman. Within it, I place My seed, and from it arises the birth of all beings, O descendant of Bharata” 












",1,0,0,0,0,0,0,0,0,0
"“O Kunti’s son, whatever forms of beings are born in all wombs, the great Brahman is their womb, and I am the seed-giving father.” 




 




",1,0,1,0,0,0,0,0,0,0
"""The qualities of sattva, rajas, and tamas, which are born from Prakriti, bind the eternal soul to the body, O mighty-armed one."" 











",1,0,1,0,0,0,0,0,0,0
"""Sattva, because of its purity, is illuminating and free from disease. It binds the soul through attachment to happiness and knowledge, O sinless one.""  




 






",1,0,1,0,0,0,0,0,0,0
"""Know that rajas is born from attachment and desire. It binds the soul through attachment to action, O Kunti’s son."" 




 






",1,0,1,0,0,1,0,0,0,0
"""Know that tamas is born from ignorance, causing delusion to all embodied beings. It binds them through carelessness, laziness, and sleep, O descendant of Bharata."" 





",0,0,0,1,0,1,1,0,0,0
"""Sattva, O descendant of Bharata, keeps one attached to happiness, rajas to action, and tamas, covering up knowledge, keeps one attached to delusion."" 












",0,0,0,1,0,0,1,0,0,0
"""O descendant of Bharata, when rajas and tamas conquer sattva, rajas conquers sattva and tamas, tamas conquers sattva and rajas, or tamas conquers sattva and rajas, the result is delusion."" 









",0,0,0,1,0,0,1,0,0,0
"""When illumination arises in all the doors of the body, then know that sattva has increased.""  




 






",0,0,0,0,0,0,0,0,0,0
"“When rajas increases, O best of the Bharatas, greed, activity, undertaking, restlessness, and desire arise.”  





 
",0,0,0,1,0,0,0,0,0,0
"""When tamas increases, O son of Kuru, darkness, inactivity, delusion, and bewilderment arise."" 









",0,0,0,1,0,1,0,0,0,0
"""When sattva is predominant and the embodied being departs from this world, then he attains to the pure worlds of the virtuous."" 










",1,0,0,0,0,0,0,0,0,0
"“When rajas predominates, he is reborn among those who are attached to action. And when tamas predominates, he is reborn among the dull-witted.” 











",0,0,0,1,0,1,1,0,0,0
"“The fruits of virtuous action are said to be sattvic (pure).  The fruits of rajas are sorrow, and the fruits of tamas are ignorance.” 











",0,0,0,1,0,1,1,0,0,0
"""From sattva arises knowledge, from rajas greed, and from tamas delusion, bewilderment, and ignorance."" 











",0,0,0,1,0,0,1,0,0,0
"""Those who are attached to sattva rise upward, those who are attached to rajas remain in the middle, and those who are attached to tamas, the inferior quality, fall downward."" 











",0,0,0,1,0,0,1,0,0,0
"""When one sees no doer other than the qualities, and when one knows My being beyond the qualities, then he attains Me."" 








",0,0,0,1,0,0,0,0,0,0
"""By transcending these three qualities, born from the body, the embodied being becomes free from birth, death, old age, and sorrow, and he attains immortality."" 








",1,0,0,0,0,0,0,0,0,0
"Arjuna said: ""O Lord, by what signs does one transcend these three qualities? What is the conduct, and how does one transcend these three qualities?"" 









",0,0,0,0,0,0,0,0,0,0
"The Lord said: ""O Pandava, he does not hate the qualities of sattva (illumination) and rajas (activity), nor does he desire the quality of tamas (delusion). He is neither attached to things that are in motion nor to things that are at rest."" 





 


",0,0,0,1,0,0,1,0,0,0
"""Just as one sitting in a boat remains unmoved by the water, he remains unmoved by the qualities, thinking, ""The qualities are moving,"" and he is not agitated."" 







",1,0,0,0,0,0,0,0,0,0
"""He is the same in pleasure and pain, happy, indifferent to a lump of earth, a stone, and gold. He is the same to a friend and an enemy, a wise person who is the same in blame and praise."" 







",0,0,0,0,0,1,1,0,0,0
"""He who is the same in honor and dishonor, the same towards friend and foe, who has renounced all undertakings, is called one who has transcended the qualities."" 





 




",0,0,0,1,0,1,1,0,0,0
"“And he who with unwavering devotion, through the practice of bhakti-yoga, worships Me, he transcends these qualities and becomes fit for Brahmanhood.”  




 




",1,0,1,0,0,0,0,0,0,0
"“For I am the foundation of Brahman, the eternal, the imperishable, the everlasting Dharma, and the ultimate happiness.” 








",1,0,1,0,0,0,0,0,0,0
