slokas_no,slokas,slokas_translated
1,सन्न्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् ।त्यागस्य च हृषीकेश पृथक्केशिनिषूदन ॥ १ ॥,“Arjuna asked: O mighty One! I desire to know how relinquishment is distinguished from renunciation. 
2,काम्यानां कर्मणां न्यासं सन्न्यासं कवयो विदु: ।सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणा: ॥ २ ॥, Lord Shri Krishna replied: The sages say that renunciation means forgoing an action which springs from desire; and relinquishing means the surrender of its fruit. 
3,त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिण: ।यज्ञदानतप:कर्म न त्याज्यमिति चापरे ॥ ३ ॥," Some philosophers say that all action is evil and should be abandoned. Others that acts of sacrifice, benevolence and austerity should not be given up. "
4,निश्चयं श‍ृणु मे तत्र त्यागे भरतसत्तम ।त्यागो हि पुरुषव्याघ्र त्रिविध: सम्प्रकीर्तित: ॥ ४ ॥,O best of Indians! Listen to my judgment as regards this problem. It has a threefold aspect.
5,यज्ञदानतप:कर्म न त्याज्यं कार्यमेव तत् ।यज्ञो दानं तपश्चैव पावनानि मनीषिणाम् ॥ ५ ॥,"Acts of sacrifice, benevolence and austerity should not be given up but should be performed, for they purify the aspiring soul."
6,एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च ।कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम् ॥ ६ ॥, But they should be done with detachment and without thought of recompense. This is my final judgment. 
7,नियतस्य तु सन्न्यास: कर्मणो नोपपद्यते ।मोहात्तस्य परित्यागस्तामस: परिकीर्तित: ॥ ७ ॥," It is not right to give up actions which are obligatory; and if they are misunderstood, it is the result of sheer ignorance. "
8,दु:खमित्येव यत्कर्म कायक्ल‍ेशभयात्त्यजेत् ।स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत् ॥ ८ ॥," To avoid an action through fear of physical suffering, because it is likely to be painful, is to act from passion, and the benefit of renunciation will not follow. "
9,कार्यमित्येव यत्कर्म नियतं क्रियतेऽर्जुन ।सङ्गं त्यक्त्वा फलं चैव स त्याग: सात्त्विको मत: ॥ ९ ॥," He who performs an obligatory action, because he believes it to be a duty which ought to be done, without any personal desire to do the act or to receive any return – such renunciation is Pure. "
10,न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्ज‍ते ।त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशय: ॥ १० ॥," The wise man who has attained purity, whose doubts are solved, who is filled with the spirit of self-abnegation, does not shrink from action because it brings pain, nor does he desire it because it brings pleasure. "
11,न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषत: ।यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते ॥ ११ ॥," But since those still in the body cannot entirely avoid action, in their case abandonment of the fruit of action is considered as complete renunciation. "
