slokas_no,slokas,slokas_translated
1,अर्जुन उवाचसन्न्यासं कर्मणां कृष्ण पुनर्योगं च शंससि ।यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् ॥ १ ॥,"“Arjuna said: My Lord! At one moment You praise renunciation of action; at another, right action. Tell me truly, I pray, which of these is the more conducive to my highest welfare? "
2,श्रीभगवानुवाचसन्न्यास: कर्मयोगश्च नि:श्रेयसकरावुभौ ।तयोस्तु कर्मसन्न्यासात्कर्मयोगो विशिष्यते ॥ २ ॥," Lord Shri Krishna replied: Renunciation of action and the path of right action both lead to the highest; of the two, right action is the better. "
3,ज्ञेय: स नित्यसन्न्यासी यो न द्वेष्टि न काङ्‍क्षति ।निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते ॥ ३ ॥," He is a true ascetic who never desires or dislikes, who is uninfluenced by the opposites and is easily freed from bondage. "
4,सां‍ख्ययोगौ पृथग्बाला: प्रवदन्ति न पण्डिता: ।एकमप्यास्थित: सम्यगुभयोर्विन्दते फलम् ॥ ४ ॥," Only the unenlightened speak of wisdom and right action as separate, not the wise. If any man knows one, he enjoys the fruit of both. "
5,यत्सां‍ख्यै: प्राप्यते स्थानं तद्योगैरपि गम्यते ।एकं सां‍ख्यं च योगं च य: पश्यति स पश्यति ॥ ५ ॥," The level which is reached by wisdom is attained through right action as well. He who perceives that the two are one, knows the truth. "
6,सन्न्यासस्तु महाबाहो दु:खमाप्‍तुमयोगत: ।योगयुक्तो मुनिर्ब्रह्म न चिरेणाधिगच्छति ॥ ६ ॥," Without concentration, O Mighty Man, renunciation is difficult. But the sage who is always meditating on the Divine, before long shall attain the Absolute. "
7,योगयुक्तो विश‍ुद्धात्मा विजितात्मा जितेन्द्रिय: ।सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते ॥ ७ ॥," He who is spiritual, who is pure, who has overcome his senses and his personal self, who has realised his highest Self as the Self of all, such a one, even though he acts, is not bound by his acts. "
8,नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित् ।पश्यञ्श‍ृण्वन्स्पृशञ्जिघ्रन्नश्न‍न्गच्छन्स्वपन्श्वसन् ॥ ८ ॥," Though the saint sees, hears, touches, smells, eats, moves, sleeps and breathes, yet he knows the Truth, and he knows that it is not he who acts. "
9,प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि ।इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् ॥ ९ ॥," Though he talks, though he gives and receives, though he opens his eyes and shuts them, he still knows that his senses are merely disporting themselves among the objects of perception. "
10,ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति य: ।लिप्यते न स पापेन पद्मपत्रमिवाम्भसा ॥ १० ॥," He who dedicates his actions to the Spirit, without any personal attachment to them, he is no more tainted by sin than the water lily is wetted by water. "
11,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि ।योगिन: कर्म कुर्वन्ति सङ्गं त्यक्त्वात्म‍श‍ुद्धये ॥ ११ ॥," The sage performs his action dispassionately, using his body, mind and intellect, and even his senses, always as a means of purification. "
12,युक्त: कर्मफलं त्यक्त्वा शान्तिमाप्‍नोति नैष्ठिकीम् ।अयुक्त: कामकारेण फले सक्तो निबध्यते ॥ १२ ॥," Having abandoned the fruit of action, he wins eternal peace. Others unacquainted with spirituality, led by desire and clinging to the benefit which they think will follow their actions, become entangled in them. "
13,सर्वकर्माणि मनसा सन्न्यस्यास्ते सुखं वशी ।नवद्वारे पुरे देही नैव कुर्वन्न कारयन् ॥ १३ ॥," Mentally renouncing all actions, the self-controlled soul enjoys bliss in this body, the city of the nine gates, neither doing anything himself nor causing anything to be done. "
14,न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभु: ।न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते ॥ १४ ॥," The Lord of this universe has not ordained activity, or any incentive thereto, or any relation between an act and its consequences. All this is the work of Nature. "
15,नादत्ते कस्यचित्पापं न चैव सुकृतं विभु: ।अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तव: ॥ १५ ॥, The Lord does not accept responsibility for any man’s sin or merit. Men are deluded because in them wisdom is submerged in ignorance. 
16,ज्ञानेन तु तदज्ञानं येषां नाशितमात्मन: ।तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् ॥ १६ ॥," Surely wisdom is like the sun, revealing the supreme truth to those whose ignorance is dispelled by the wisdom of the Self. "
17,तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणा: ।गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषा: ॥ १७ ॥," Meditating on the Divine, having faith in the Divine, concentrating on the Divine and losing themselves in the Divine, their sins dissolved in wisdom, they go where there is no return. "
