slokas_no,slokas,slokas_translated
1.0,श्रीभगवानुवाचमय्यासक्तमना: पार्थ योगं युञ्जन्मदाश्रय: ।असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु ॥ १ ॥,"“Lord Shri Krishna said: Listen, O Arjuna! And I will tell you how you shall know Me in my Full perfection, practising meditation with your mind devoted to Me, and having Me for your refuge. "
2.0,ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषत: ।यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते ॥ २ ॥," I will reveal to this knowledge unto you, and how it may be realised; which, once accomplished, there remains nothing else worth having in this life. "
3.0,मनुष्याणां सहस्रेषु कश्चिद्यतति सिद्धये ।यततामपि सिद्धानां कश्चिन्मां वेत्ति तत्त्वत: ॥ ३ ॥," Among thousands of men scarcely one strives for perfection, and even amongst those who gain occult powers, perhaps but one knows me in truth. "
4.0,भूमिरापोऽनलो वायु: खं मनो बुद्धिरेव च ।अहङ्कार इतीयं मे भिन्ना प्रकृतिरष्टधा ॥ ४ ॥," Earth, water, fire, air, ether, mind, intellect and personality; this is the eightfold division of My Manifested Nature. "
5.0,अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम् ।जीवभूतां महाबाहो ययेदं धार्यते जगत् ॥ ५ ॥," This is My inferior Nature; but distinct from this, O Valiant One, know you that my Superior Nature is the very Life which sustains the universe. "
6.0,एतद्योनीनि भूतानि सर्वाणीत्युपधारय ।अहं कृत्स्नस्य जगत: प्रभव: प्रलयस्तथा ॥ ६ ॥, It is the womb of all being; for I am He by Whom the worlds were created and shall be dissolved. 
7.0,मत्त: परतरं नान्यत्किञ्चिदस्ति धनञ्जय ।मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव ॥ ७ ॥, O Arjuna! There is nothing higher than Me; all is strung upon Me as rows of pearls upon a thread. 
8.0,रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययो: ।प्रणव: सर्ववेदेषु शब्द: खे पौरुषं नृषु ॥ ८ ॥," O Arjuna! I am the Fluidity in water, the Light in the sun and in the moon. I am the mystic syllable Om in the Vedic scriptures, the Sound in ether, the Virility in man. "
9.0,पुण्यो गन्ध: पृथिव्यां च तेजश्चास्मि विभावसौ ।जीवनं सर्वभूतेषु तपश्चास्मि तपस्विषु ॥ ९ ॥," I am the Fragrance of earth, the Brilliance of fire. I am the Life Force in all beings, and I am the Austerity of the ascetics. "
10.0,बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम् ।बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम् ॥ १० ॥," Know, O Arjuna, that I am the eternal Seed of being; I am the Intelligence of the intelligent, the Splendour of the resplendent. "
11.0,बलं बलवतां चाहं कामरागविवर्जितम् ।धर्माविरुद्धो भूतेषु कामोऽस्मि भरतर्षभ ॥ ११ ॥," I am the Strength of the strong, of them who are free from attachment and desire; and, O Arjuna, I am the Desire for righteousness. "
12.0,ये चैव सात्त्विका भावा राजसास्तामसाश्च ये ।मत्त एवेति तान्विद्धि न त्वहं तेषु ते मयि ॥ १२ ॥," Whatever be the nature of their life, whether it be pure or passionate or ignorant, they are all derived from Me. They are in Me, but I am not in them. "
13.0,त्रिभिर्गुणमयैर्भावैरेभि: सर्वमिदं जगत् ।मोहितं नाभिजानाति मामेभ्य: परमव्ययम् ॥ १३ ॥," The inhabitants of the world, misled by those natures which the Qualities have engendered, know not that I am higher than them all, and that I do not change. "
14.0,दैवी ह्येषा गुणमयी मम माया दुरत्यया ।मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते ॥ १४ ॥," Verily, this Divine Illusion of Phenomenon manifesting itself in the Qualities is difficult to surmount. Only they who devote themselves to Me and to Me alone can accomplish it. "
15.0,न मां दुष्कृतिनो मूढा: प्रपद्यन्ते नराधमा: ।माययापहृतज्ञाना आसुरं भावमाश्रिता: ॥ १५ ॥," The sinner, the ignorant, the vile, deprived of spiritual perception by the glamour of Illusion, and he who pursues a godless life – none of them shall find Me. "
16.0,चतुर्विधा भजन्ते मां जना: सुकृतिनोऽर्जुन ।आर्तो जिज्ञासुरर्थार्थी ज्ञानी च भरतर्षभ ॥ १६ ॥," O Arjuna! The righteous who worship Me are grouped by stages: first, they who suffer, next they who desire knowledge, then they who thirst after truth, and lastly they who attain wisdom. "
17.0,तेषां ज्ञानी नित्ययुक्त एकभक्तिर्विशिष्यते ।प्रियो हि ज्ञानिनोऽत्यर्थमहं स च मम प्रिय: ॥ १७ ॥," Of all of these, he who has gained wisdom, who meditates on Me without ceasing, devoting himself only to Me, he is the best; for by the wise man I am exceedingly beloved and the wise man, too, is beloved by Me. "
18.0,उदारा: सर्व एवैते ज्ञानी त्वात्मैव मे मतम् ।आस्थित: स हि युक्तात्मा मामेवानुत्तमां गतिम् ॥ १८ ॥," Noble-minded are they all, but the wise man I hold as my own Self; for he, remaining always at peace with Me, makes me his final goal. "
19.0,बहूनां जन्मनामन्ते ज्ञानवान्मां प्रपद्यते ।वासुदेव: सर्वमिति स महात्मा सुदुर्लभ: ॥ १९ ॥," After many lives, at last the wise man realises Me as I am. A man so enlightened that he sees God everywhere is very difficult to find. "
20.0,कामैस्तैस्तैर्हृतज्ञाना: प्रपद्यन्तेऽन्यदेवता: ।तं तं नियममास्थाय प्रकृत्या नियता: स्वया ॥ २० ॥," They in whom wisdom is obscured by one desire or the other, worship the lesser Powers, practising many rites which vary according to their temperaments. "
21.0,यो यो यां यां तनुं भक्त: श्रद्धयार्चितुमिच्छति ।तस्य तस्याचलां श्रद्धां तामेव विदधाम्यहम् ॥ २१ ॥," But whatever the form of worship, if the devotee have faith, then upon his faith in that worship do I set My own seal. "
22.0,स तया श्रद्धया युक्तस्तस्याराधनमीहते ।लभते च तत: कामान्मयैव विहितान्हि तान् ॥ २२ ॥," If he worships one form alone with real faith, then shall his desires be fulfilled through that only; for thus have I ordained. "
23.0,अन्तवत्तु फलं तेषां तद्भ‍वत्यल्पमेधसाम् ।देवान्देवयजो यान्ति मद्भ‍क्ता यान्ति मामपि ॥ २३ ॥," The fruit that comes to men of limited insight is, after all, finite. They who worship the Lower Powers attain them; but those who worship Me come unto Me alone. "
24.0,अव्यक्तं व्यक्तिमापन्नं मन्यन्ते मामबुद्धय: ।परं भावमजानन्तो ममाव्ययमनुत्तमम् ॥ २४ ॥," The ignorant think of Me, who am the Unmanifested Spirit, as if I were really in human form. They do not understand that My Superior Nature is changeless and most excellent. "
25.0,नाहं प्रकाश: सर्वस्य योगमायासमावृत: ।मूढोऽयं नाभिजानाति लोको मामजमव्ययम् ॥ २५ ॥," I am not visible to all, for I am enveloped by the illusion of Phenomenon. This deluded world does not know Me as the Unborn and the Imperishable. "
26.0,वेदाहं समतीतानि वर्तमानानि चार्जुन ।भविष्याणि च भूतानि मां तु वेद न कश्चन ॥ २६ ॥," I know, O Arjuna, all beings in the past, the present and the future; but they do not know Me. "
27.0,इच्छाद्वेषसमुत्थेन द्वन्द्वमोहेन भारत ।सर्वभूतानि सम्मोहं सर्गे यान्ति परन्तप ॥ २७ ॥," O brave Arjuna! Man lives in a fairy world, deceived by the glamour of opposite sensations, infatuated by desire and aversion. "
28.0,येषां त्वन्तगतं पापं जनानां पुण्यकर्मणाम् ।ते द्वन्द्वमोहनिर्मुक्ता भजन्ते मां दृढव्रता: ॥ २८ ॥," But those who act righteously, in whom sin has been destroyed, who are free from the infatuation of the conflicting emotions, they worship Me with firm resolution. "
29.0,जरामरणमोक्षाय मामाश्रित्य यतन्ति ये ।ते ब्रह्म तद्विदु: कृत्स्नमध्यात्मं कर्म चाखिलम् ॥ २९ ॥," Those who make Me their refuge, who strive for liberation from decay and Death, they realise the Supreme Spirit, which is their own real Self, and in which all action finds its consummation. "
30.0,साधिभूताधिदैवं मां साधियज्ञं च ये विदु: ।प्रयाणकालेऽपि च मां ते विदुर्युक्तचेतस: ॥ ३० ॥," Those who see Me in the life of the world, in the universal sacrifice, and as pure Divinity, keeping their minds steady, they live in Me, even in the crucial hour of death.” "
