slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचइदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे ।ज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽश‍ुभात् ॥ १ ॥,"“Lord Shri Krishna said: I will now reveal to you, since you doubt not, that profound mysticism, which when followed by experience, shall liberate you from sin. "
2,राजविद्या राजगुह्यं पवित्रमिदमुत्तमम् ।प्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् ॥ २ ॥," This is the Premier Science, the Sovereign Secret, the Purest and Best; intuitional, righteous; and to him who practises it pleasant beyond measure. "
3,अश्रद्दधाना: पुरुषा धर्मस्यास्य परन्तप ।अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि ॥ ३ ॥," They who have no faith in this teaching cannot find Me, but remain lost in the purlieus of this perishable world. "
4,मया ततमिदं सर्वं जगदव्यक्तमूर्तिना ।मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थित: ॥ ४ ॥," The whole world is pervaded by Me, yet My form is not seen. All living things have their being in Me, yet I am not limited by them. "
5,न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् ।भूतभृन्न च भूतस्थो ममात्मा भूतभावन: ॥ ५ ॥," Nevertheless, they do not consciously abide in Me. Such is My Divine Sovereignty that though I, the Supreme Self, am the cause and upholder of all, yet I remain outside. "
6,यथाकाशस्थितो नित्यं वायु: सर्वत्रगो महान् ।तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय ॥ ६ ॥," As the mighty wind, though moving everywhere, has no resting place but space, so have all these beings no home but Me. "
7,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् ।कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् ॥ ७ ॥," All beings, O Arjuna, return at the close of every cosmic cycle into the realm of Nature, which is a part of Me, and at the beginning of the next I send them forth again. "
8,प्रकृतिं स्वामवष्टभ्य विसृजामि पुन: पुन: ।भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् ॥ ८ ॥," With the help of Nature, again and again I pour forth the whole multitude of beings, whether they will or no, for they are ruled by My Will. "
9,न च मां तानि कर्माणि निबध्‍नन्ति धनञ्जय ।उदासीनवदासीनमसक्तं तेषु कर्मसु ॥ ९ ॥, But these acts of mine do not bind Me. I remain outside and unattached. 
10,मयाध्यक्षेण प्रकृति: सूयते सचराचरम् ।हेतुनानेन कौन्तेय जगद्विपरिवर्तते ॥ १० ॥," Under my guidance, Nature produces all things movable and immovable. Thus it is, O Arjuna, that this universe revolves. "
11,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् ।परं भावमजानन्तो मम भूतमहेश्वरम् ॥ ११ ॥," Fools disregard Me, seeing Me clad in human form. They know not that in My higher nature I am the Lord-God of all. "
12,मोघाशा मोघकर्माणो मोघज्ञाना विचेतस: ।राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिता: ॥ १२ ॥," Their hopes are vain, their actions worthless, their knowledge futile; they are without sense, deceitful, barbarous and godless. "
13,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिता: ।भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् ॥ १३ ॥," But the Great Souls, O Arjuna! Filled with My Divine Spirit, they worship Me, they fix their minds on Me and on Me alone, for they know that I am the imperishable Source of being. "
