slokas_no,slokas,slokas_translated
1,अर्जुन उवाचये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विता: ।तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तम: ॥ १ ॥,"“Arjuna asked: My Lord! Those who do acts of sacrifice, not according to the scriptures but nevertheless with implicit faith, what is their condition? Is it one of Purity, of Passion or of Ignorance? "
2,श्रीभगवानुवाचत्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा ।सात्त्विकी राजसी चैव तामसी चेति तां श‍ृणु ॥ २ ॥," Lord Shri Krishna replied: Man has an inherent faith in one or another of the Qualities – Purity, Passion and Ignorance. Now listen. "
3,सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत ।श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्ध: स एव स: ॥ ३ ॥, The faith of every man conforms to his nature. By nature he is full of faith. He is in fact what his faith makes him. 
4,यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसा: ।प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जना: ॥ ४ ॥," The Pure worship the true God; the Passionate, the powers of wealth and magic; the Ignorant, the spirits of the dead and of the lower orders of nature. "
5,अशास्त्रविहितं घोरं तप्यन्ते ये तपो जना: ।दम्भाहङ्कारसंयुक्ता: कामरागबलान्विता: ॥ ५ ॥," Those who practise austerities not commanded by scripture, who are slaves to hypocrisy and egotism, who are carried away by the fury of desire and passion, "
6,कर्षयन्त: शरीरस्थं भूतग्राममचेतस: ।मां चैवान्त: शरीरस्थं तान्विद्ध्यासुरनिश्चयान् ॥ ६ ॥," They are ignorant. They torment the organs of the body; and they harass Me also, Who lives within. Know that they are devoted to evil. "
7,आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रिय: ।यज्ञस्तपस्तथा दानं तेषां भेदमिमं श‍ृणु ॥ ७ ॥," The food which men enjoy is also threefold, like the ways of sacrifice, austerity and almsgiving. Listen to the distinction. "
8,आयु:सत्त्वबलारोग्यसुखप्रीतिविवर्धना: ।रस्या: स्‍निग्धा: स्थिरा हृद्या आहारा: सात्त्विकप्रिया: ॥ ८ ॥," The foods that prolong life and increase purity, vigour, health, cheerfulness and happiness are those that are delicious, soothing, substantial and agreeable. These are loved by the Pure. "
9,कट्‌वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिन: ।आहारा राजसस्येष्टा दु:खशोकामयप्रदा: ॥ ९ ॥," Those in whom Passion is dominant like foods that are bitter, sour, salty, over-hot, pungent, dry and burning. These produce unhappiness, repentance and disease. "
10,यातयामं गतरसं पूति पर्युषितं च यत् ।उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् ॥ १० ॥," The Ignorant love food which is stale, not nourishing, putrid and corrupt, the leavings of others and unclean. "
11,अफलाकाङ्‌‍क्षिभिर्यज्ञो विधिदिष्टो य इज्यते ।यष्टव्यमेवेति मन: समाधाय स सात्त्विक: ॥ ११ ॥," Sacrifice is Pure when it is offered by one who does not covet the fruit thereof, when it is done according to the commands of scripture, and with implicit faith that the sacrifice is a duty. "
12,अभिसन्धाय तु फलं दम्भार्थमपि चैव यत् ।इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम् ॥ १२ ॥," Sacrifice which is performed for the sake of its results, or for self-glorification – that, O best of Aryans, is the product of Passion. "
13,विधिहीनमसृष्टान्नं मन्‍त्रहीनमदक्षिणम् ।श्रद्धाविरहितं यज्ञं तामसं परिचक्षते ॥ १३ ॥," Sacrifice that is contrary to scriptural command, that is unaccompanied by prayers or gifts of food or money, and is without faith – that is the product of Ignorance. "
