slokas_no,slokas,slokas_translated
1,अर्जुन उवाचप्रकृतिं पुरुषं चैव क्षेत्रं क्षेत्रज्ञमेव च ।एतद्वेदितुमिच्छामि ज्ञानं ज्ञेयं च केशव ॥ १ ॥,"“Arjuna asked: My Lord! Who is God and what is Nature; what is Matter and what is the Self; what is that they call Wisdom, and what is it that is worth knowing? I wish to have this explained. "
2,श्रीभगवानुवाचइदं शरीरं कौन्तेय क्षेत्रमित्यभिधीयते ।एतद्यो वेत्ति तं प्राहु: क्षेत्रज्ञ इति तद्विद: ॥ २ ॥," Lord Shri Krishna replied: O Arjuna! The body of man is the playground of the Self; and That which knows the activities of Matter, sages call the Self. "
3,क्षेत्रज्ञं चापि मां विद्धि सर्वक्षेत्रेषु भारत ।क्षेत्रक्षेत्रज्ञयोर्ज्ञानं यत्तज्ज्ञानं मतं मम ॥ ३ ॥, I am the Omniscient self that abides in the playground of Matter; knowledge of Matter and of the all-knowing Self is wisdom. 
4,तत्क्षेत्रं यच्च‍ यादृक्‍च यद्विकारि यतश्च यत् ।स च यो यत्प्रभावश्च तत्समासेन मे श‍ृणु ॥ ४ ॥," What is called Matter, of what it is composed, where it came, and why it changes, what the Self is, and what Its power – this I will now briefly set forth. "
5,ऋषिभिर्बहुधा गीतं छन्दोभिर्विविधै: पृथक् ।ब्रह्मसूत्रपदैश्चैव हेतुमद्भ‍िर्विनिश्चितै: ॥ ५ ॥," Seers have sung of It in various ways, in many hymns and sacred Vedic songs, weighty in thought and convincing in argument. "
6,महाभूतान्यहङ्कारो बुद्धिरव्यक्तमेव च ।इन्द्रियाणि दशैकं च पञ्च चेन्द्रियगोचरा: ॥ ६ ॥," The five great fundamentals (earth, fire, air, water and ether), personality, intellect, the mysterious life force, the ten organs of perception and action, the mind and the five domains of sensation; "
7,इच्छा द्वेष: सुखं दु:खं सङ्घातश्चेतना धृति: ।एतत्क्षेत्रं समासेन सविकारमुदाहृतम् ॥ ७ ॥," Desire, aversion, pleasure, pain, sympathy, vitality and the persistent clinging to life, these are in brief the constituents of changing Matter. "
8,अमानित्वमदम्भित्वमहिंसा क्षान्तिरार्जवम् ।आचार्योपासनं शौचं स्थैर्यमात्मविनिग्रह: ॥ ८ ॥," Humility, sincerity, harmlessness, forgiveness, rectitude, service of the Master, purity, steadfastness, self-control; "
9,इन्द्रियार्थेषु वैराग्यमनहङ्कार एव च ।जन्ममृत्युजराव्याधिदु:खदोषानुदर्शनम् ॥ ९ ॥," Renunciation of the delights of sense, absence of pride, right understanding of the painful problem of birth and death, of age and sickness; "
10,असक्तिरनभिष्वङ्ग: पुत्रदारगृहादिषु ।नित्यं च समचित्तत्वमिष्टानिष्टोपपत्तिषु ॥ १० ॥," Indifference, non-attachment to sex, progeny or home, equanimity in good fortune and in bad; "
11,मयि चानन्ययोगेन भक्तिरव्यभिचारिणी ।विविक्तदेशसेवित्वमरतिर्जनसंसदि ॥ ११ ॥," Unswerving devotion to Me, by concentration on Me and Me alone, a love for solitude, indifference to social life; "
12,अध्यात्मज्ञाननित्यत्वं तत्त्वज्ञानार्थदर्शनम् ।एतज्ज्ञानमिति प्रोक्तमज्ञानं यदतोऽन्यथा ॥ १२ ॥," Constant yearning for the knowledge of Self, and pondering over the lessons of the great Truth – this is Wisdom, all else ignorance. "
13,ज्ञेयं यत्तत्प्रवक्ष्यामि यज्ज्ञात्वामृतमश्न‍ुते ।अनादिमत्परं ब्रह्म न सत्तन्नासदुच्यते ॥ १३ ॥," I will speak to you now of that great Truth which man ought to know, since by its means he will win immortal bliss – that which is without beginning, the Eternal Spirit which dwells in Me, neither with form, nor yet without it. "
14,सर्वत: पाणिपादं तत्सर्वतोऽक्षिशिरोमुखम् ।सर्वत:श्रुतिमल्ल‍ोके सर्वमावृत्य तिष्ठति ॥ १४ ॥," Everywhere are Its hands and Its feet; everywhere It has eyes that see, heads that think and mouths that speak; everywhere It listens; It dwells in all the worlds; It envelops them all. "
15,सर्वेन्द्रियगुणाभासं सर्वेन्द्रियविवर्जितम् ।असक्तं सर्वभृच्च‍ैव निर्गुणं गुणभोक्तृ च ॥ १५ ॥," Beyond the senses, It yet shines through every sense perception. Bound to nothing, It yet sustains everything. Unaffected by the Qualities, It still enjoys them all. "
16,बहिरन्तश्च भूतानामचरं चरमेव च ।सूक्ष्मत्वात्तदविज्ञेयं दूरस्थं चान्तिके च तत् ॥ १६ ॥," It is within all beings, yet outside; motionless yet moving; too subtle to be perceived; far away yet always near. "
17,अविभक्तं च भूतेषु विभक्तमिव च स्थितम् ।भूतभर्तृ च तज्ज्ञेयं ग्रसिष्णु प्रभविष्णु च ॥ १७ ॥," In all beings undivided, yet living in division, It is the upholder of all, Creator and Destroyer alike; "
18,ज्योतिषामपि तज्ज्योतिस्तमस: परमुच्यते ।ज्ञानं ज्ञेयं ज्ञानगम्यं हृदि सर्वस्य विष्ठितम् ॥ १८ ॥," It is the Light of lights, beyond the reach of darkness; the Wisdom, the only thing that is worth knowing or that wisdom can teach; the Presence in the hearts of all. "
