slokas_no,slokas,slokas_translated
1.0,श्रीभगवानुवाचपरं भूय: प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम् । ‍‍ ॥यज्ज्ञात्वा मुनय: सर्वे परां सिद्धिमितो गता: ॥ १ ॥,"“Lord Shri Krishna continued: Now I will reveal unto the Wisdom which is beyond knowledge, by attaining which the sages have reached Perfection. "
2.0,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागता: ।सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च ॥ २ ॥," Dwelling in Wisdom and realising My Divinity, they are not born again when the universe is re-created at the beginning of every cycle, nor are they affected when it is dissolved. "
3.0,मम योनिर्महद्‍ब्रह्म तस्मिन्गर्भं दधाम्यहम् ।सम्भव: सर्वभूतानां ततो भवति भारत ॥ ३ ॥," The eternal Cosmos is My womb, in which I plant the seed, from which all beings are born, O Prince! "
4.0,सर्वयोनिषु कौन्तेय मूर्तय: सम्भवन्ति या: ।तासां ब्रह्म महद्योनिरहं बीजप्रद: पिता ॥ ४ ॥," O illustrious son of Kunti! Through whatever wombs men are born, it is the Spirit Itself that conceives, and I am their Father. "
5.0,सत्त्वं रजस्तम इति गुणा: प्रकृतिसम्भवा: ।निबध्‍नन्ति महाबाहो देहे देहिनमव्ययम् ॥ ५ ॥," Purity, Passion and Ignorance are the Qualities which the Law of nature brings forth. They fetter the free Spirit in all beings. "
6.0,तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम् ।सुखसङ्गेन बध्‍नाति ज्ञानसङ्गेन चानघ ॥ ६ ॥," O Sinless One! Of these, Purity, being luminous, strong and invulnerable, binds one by its yearning for happiness and illumination. "
7.0,रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भ‍वम् ।तन्निबध्‍नाति कौन्तेय कर्मसङ्गेन देहिनम् ॥ ७ ॥," Passion, engendered by thirst for pleasure and attachment, binds the soul through its fondness for activity. "
8.0,तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम् ।प्रमादालस्यनिद्राभिस्तन्निबध्‍नाति भारत ॥ ८ ॥," But Ignorance, the product of darkness, stupefies the senses in all embodied beings, binding them by chains of folly, indolence and lethargy. "
9.0,सत्त्वं सुखे सञ्जयति रज: कर्मणि भारत ।ज्ञानमावृत्य तु तम: प्रमादे सञ्जयत्युत ॥ ९ ॥," Purity brings happiness, Passion commotion, and Ignorance, which obscures wisdom, leads to a life of failure. "
10.0,रजस्तमश्चाभिभूय सत्त्वं भवति भारत ।रज: सत्त्वं तमश्चैव तम: सत्त्वं रजस्तथा ॥ १० ॥," O Prince! Purity prevails when Passion and Ignorance are overcome; Passion, when Purity and Ignorance are overcome; and Ignorance when it overcomes Purity and Passion. "
