slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचअनाश्रित: कर्मफलं कार्यं कर्म करोति य: ।स सन्न्यासी च योगी च न निरग्न‍िर्न चाक्रिय: ॥ १ ॥,"The Blessed Lord said: One who performs his duty without attachment to the results is a true renunciant and a yogi, not one who has merely renounced rituals."
2,यं सन्न्यासमिति प्राहुर्योगं तं विद्धि पाण्डव ।न ह्यसन्न्यस्तसङ्कल्पो योगी भवति कश्चन ॥ २ ॥,"They say that what is known as renunciation is the same as yoga, O Pandava. He who has not given up his sankalpa (desires and attachments), cannot be a yogi."
3,आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते ।योगारूढस्यतस्यैव शम: कारणमुच्यते ॥ ३ ॥,"For one who is aspiring to reach the stage of yoga, work is said to be the means. For one who is already established in yoga, serenity is said to be the means."
4,यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्ज‍ते ।सर्वसङ्कल्पसन्न्यासी योगारूढस्तदोच्यते ॥ ४ ॥,"When one is not attached to the fruits of one's actions, but all desires are extinguished within the mind, then one is said to have attained to the state of yoga."
5,उद्धरेदात्मनात्मानं नात्मानमवसादयेत् ।आत्मैव ह्यात्मनो बन्धुरात्मैव रिपुरात्मन: ॥ ५ ॥,"Lift yourself by yourself, do not let yourself down. For the self is the friend of oneself, and the self is the enemy of oneself."
6,बन्धुरात्मात्मनस्तस्य येनात्मैवात्मना जित: ।अनात्मनस्तु शत्रुत्वे वर्तेतात्मैव शत्रुवत् ॥ ६ ॥,"A man's own self is his friend, a man's own self is his foe."
7,जितात्मन: प्रशान्तस्य परमात्मा समाहित: ।शीतोष्णसुखदु:खेषु तथा मानापमानयो: ॥ ७ ॥,"For one whose self is conquered, whose mind is serene, and who is absorbed in the Supreme Self, there is happiness and distress, heat and cold, honor and dishonor."
8,ज्ञानविज्ञानतृप्‍तात्मा कूटस्थो विजितेन्द्रिय: ।युक्त इत्युच्यते योगी समलोष्ट्राश्मकाञ्चन: ॥ ८ ॥,"The yogi is said to be united when he is satisfied with knowledge and wisdom, has conquered the senses, and remains steadfast."
9,सुहृन्मित्रार्युदासीनमध्यस्थद्वेष्यबन्धुषु ।साधुष्वपि च पापेषु समबुद्धिर्विशिष्यते ॥ ९ ॥,"A person with an equal mind towards friends, companions, enemies, neutrals, the hateful, relatives, the righteous, and the unrighteous, excels."
10,योगी युञ्जीत सततमात्मानं रहसि स्थित: ।एकाकी यतचित्तात्मा निराशीरपरिग्रह: ॥ १० ॥,"The yogi should constantly try to keep the mind absorbed in the Self, remaining alone, with mind and body controlled, free from expectation and possessiveness."
11,श‍ुचौ देशे प्रतिष्ठाप्य स्थिरमासनमात्मन: ।नात्युच्छ्रितं नातिनीचं चैलाजिनकुशोत्तरम् ॥ ११ ॥,"Establishing oneself in a clean place, with a firm seat, not too high nor too low, covered with sacred grass, a deerskin, and a cloth."
12,तत्रैकाग्रं मन: कृत्वा यतचित्तेन्द्रियक्रिय ।उपविश्यासने युञ्‍ज्याद्योगमात्मविश‍ुद्धये ॥ १२ ॥,"Having made the mind one-pointed, with the activities of the senses and the mind controlled, one should sit on the seat to practice yoga for the purification of the self."
13,समं कायशिरोग्रीवं धारयन्नचलं स्थिर: ।सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन् ॥ १३ ॥,"Keeping the body, head, and neck straight and still, gazing at the tip of the nose without looking in any other direction."
14,प्रशान्तात्मा विगतभीर्ब्रह्मचारिव्रते स्थित: ।मन: संयम्य मच्च‍ित्तो युक्त आसीत मत्पर: ॥ १४ ॥,"With a calm mind, free from fear, established in the vow of celibacy, having controlled the mind and fixed it on Me, he should sit with Me as his supreme goal."
15,युञ्जन्नेवं सदात्मानं योगी नियतमानस: ।शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति ॥ १५ ॥,"Thus, always disciplining oneself, the yogi with subdued mind attains the supreme peace of nirvana, abiding in Me."
16,नात्यश्न‍तस्तु योगोऽस्ति न चैकान्तमनश्न‍त: ।न चातिस्वप्‍नशीलस्य जाग्रतो नैव चार्जुन ॥ १६ ॥,"There is no yoga for one who eats too much, nor for one who abstains from eating too much; there is no yoga for one who sleeps too much, nor for one who stays awake too much, O Arjuna."
17,युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु ।युक्तस्वप्‍नावबोधस्य योगो भवति दु:खहा ॥ १७ ॥,"Regulated diet and recreation, regulated effort in actions, and regulated sleep and wakefulness lead to the destruction of all suffering."
18,यदा विनियतं चित्तमात्मन्येवावतिष्ठते ।निस्पृह: सर्वकामेभ्यो युक्त इत्युच्यते तदा ॥ १८ ॥,"When the restrained mind dwells only in the self, free from desire for all objects, then one is said to be in yoga."
19,यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता ।योगिनो यतचित्तस्य युञ्जतो योगमात्मन: ॥ १९ ॥,"As a lamp in a windless place does not waver, so is the properly restrained mind of the yogi who practices union with the self."
20,यत्रोपरमते चित्तं निरुद्धं योगसेवया ।यत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति ॥ २० ॥,"When the mind ceases from its restless wanderings, and is subdued by the practice of yoga, the seer beholds the self within, and finds contentment in the self."
21,सुखमात्यन्तिकं यत्तद्‍बुद्धिग्राह्यमतीन्द्रियम् ।वेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वत: ॥ २१ ॥,"That which is perceived by the intellect as the supreme bliss, beyond the reach of the senses, wherein this person does not waver, is established in that truth."
22,यं लब्ध्वा चापरं लाभं मन्यते नाधिकं तत: ।यस्मिन्स्थितो न दु:खेन गुरुणापि विचाल्यते ॥ २२ ॥,"Having obtained which, no other gain is thought to be greater than that; in whom established, even by great pain is not disturbed by a teacher."
23,तं विद्याद्दु:खसंयोगवियोगं योगसंज्ञितम् ॥ २३ ॥,Know that to be Yoga which delivers from contact with pain.
24,स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा ।सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषत: ।मनसैवेन्द्रियग्रामं विनियम्य समन्तत: ॥ २४ ॥,"With determination, discipline the mind to be free from attachment; giving up all desires born of the will, completely restraining the senses through the mind alone."
25,शनै: शनैरुपरमेद्‍बुद्ध्या धृतिगृहीतया ।आत्मसंस्थं मन: कृत्वा न किञ्चिदपि चिन्तयेत् ॥ २५ ॥,"Gradually, with the intellect restrained by steadfastness, having established the mind in the self, one should not think of anything at all."
