slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचइदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे ।ज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽश‍ुभात् ॥ १ ॥,"The Supreme Personality of Godhead said: My dear Arjuna, because you are never envious of Me, I shall impart to you this most secret wisdom, knowing which you shall be relieved of the miseries of material existence."
2,राजविद्या राजगुह्यं पवित्रमिदमुत्तमम् ।प्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् ॥ २ ॥,"Royal knowledge is the royal secret, sacred and supreme. It is directly perceived, righteous, and brings eternal happiness."
3,अश्रद्दधाना: पुरुषा धर्मस्यास्य परन्तप ।अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि ॥ ३ ॥,"Men of little faith, who do not follow this law, O harasser of foes, return to the path of mortal existence."
4,मया ततमिदं सर्वं जगदव्यक्तमूर्तिना ।मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थित: ॥ ४ ॥,"By Me, in My unmanifested form, this entire universe is pervaded. All beings exist in Me, but I am not contained in them."
5,न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् ।भूतभृन्न च भूतस्थो ममात्मा भूतभावन: ॥ ५ ॥,"Behold, all beings rest in Me, but I do not rest in them. Nor am I in them, yet they are sustained by Me."
6,यथाकाशस्थितो नित्यं वायु: सर्वत्रगो महान् ।तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय ॥ ६ ॥,"Just as the mighty wind, moving everywhere, rests always in space, so too all beings rest in Me."
7,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् ।कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् ॥ ७ ॥,"O son of Kunti, all created beings enter into My nature at the end of a kalpa; and I create them again at the beginning of a kalpa."
8,प्रकृतिं स्वामवष्टभ्य विसृजामि पुन: पुन: ।भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् ॥ ८ ॥,"Taking control of my own nature, I create again and again this whole assemblage of beings, subject to nature's control."
9,न च मां तानि कर्माणि निबध्‍नन्ति धनञ्जय ।उदासीनवदासीनमसक्तं तेषु कर्मसु ॥ ९ ॥,"O Dhananjaya, actions do not bind Me, who remains detached like one indifferent."
10,मयाध्यक्षेण प्रकृति: सूयते सचराचरम् ।हेतुनानेन कौन्तेय जगद्विपरिवर्तते ॥ १० ॥,"Under My supervision, nature produces all moving and nonmoving beings. By this cause, O son of Kunti, the world revolves."
