slokas_no,slokas,slokas_translated
1,अर्जुन उवाचकिं तद्‌ब्रह्म किमध्यात्मं किं कर्म पुरुषोत्तम ।अधिभूतं च किं प्रोक्तमधिदैवं किमुच्यते ॥ १ ॥,"Arjuna said: What is Brahman? What is the self? What are actions, O Purushottama? What is the manifested, and what is the unmanifest?"
2,अधियज्ञ: कथं कोऽत्र देहेऽस्मिन्मधुसूदन ।प्रयाणकाले च कथं ज्ञेयोऽसि नियतात्मभि: ॥ २ ॥,"How can I know You, O Madhusudana, at the time of death? And how can I meditate on You, O Lord, in meditation?"
3,श्रीभगवानुवाचअक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते ।भूतभावोद्भ‍वकरो विसर्ग: कर्मसंज्ञित: ॥ ३ ॥,"The Supreme Personality of Godhead said: The indestructible, transcendental living entity is called Brahman, and his eternal nature is called the self. Action pertaining to the development of these material bodies is called karma, or fruitive activities."
4,अधिभूतं क्षरो भाव: पुरुषश्चाधिदैवतम् ।अधियज्ञोऽहमेवात्र देहे देहभृतां वर ॥ ४ ॥,"The perishable nature is the adhibhuta, the soul is the adhidaiva, and I am the adhiyajna in this body of embodied beings."
5,अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् ।य: प्रयाति स मद्भ‍ावं याति नास्त्यत्र संशय: ॥ ५ ॥,"And whoever, at the end of his life, quits his body, remembering Me alone, at once attains My nature. Of this there is no doubt."
6,यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् ।तं तमेवैति कौन्तेय सदा तद्भ‍ावभावित: ॥ ६ ॥,"Whatever state of being one remembers when he quits his body, that state he will attain without fail."
7,तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च ।मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशय: ॥ ७ ॥,"Therefore, at all times remember Me and fight. With mind and intellect absorbed in Me, you will come to Me without doubt."
8,अभ्यासयोगयुक्तेन चेतसा नान्यगामिना ।परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् ॥ ८ ॥,"With the mind engaged in the practice of yoga, not wavering, one reaches the divine supreme Person, O Arjuna, contemplating on Him."
9,कविं पुराणमनुशासितार-मणोरणीयांसमनुस्मरेद्य: ।सर्वस्य धातारमचिन्त्यरूप-मादित्यवर्णं तमस: परस्तात् ॥ ९ ॥,"One should meditate on the ancient poet, who is the ruler of the mind, and who is most pleasing to the mind. He is the creator of all and has an inconceivable form. He is of the color of the sun and is beyond the darkness."
10,प्रयाणकाले मनसाचलेनभक्त्य‍ा युक्तो योगबलेन चैव ।भ्रुवोर्मध्ये प्राणमावेश्य सम्य-क्स तं परं पुरुषमुपैति दिव्यम् ॥ १० ॥,"At the time of death, the yogi who is engaged in devotion with a steady mind and the power of yoga, and who enters the life breath between the eyebrows, attains the divine supreme person."
11,यदक्षरं वेदविदो वदन्तिविशन्ति यद्यतयो वीतरागा: ।यदिच्छन्तो ब्रह्मचर्यं चरन्तितत्ते पदं सङ्ग्रहेण प्रवक्ष्ये ॥ ११ ॥,"What the knowers of the Vedas call imperishable, that is what the ascetics, free from desire, enter. Those desiring Brahman live a life of celibacy. I will explain to you briefly their path."
12,सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च ।मूध्‍न्‍‍र्याधायात्मन: प्राणमास्थितो योगधारणाम् ॥ १२ ॥,"Restraining all the gates, the mind seated in the heart, the yogi of controlled mind, the prana in the head, established in yoga, steadfast."
13,ॐ इत्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन् ।य: प्रयाति त्यजन्देहं स याति परमां गतिम् ॥ १३ ॥,"One who departs by leaving the body while remembering Me alone as the syllable Om, he attains the supreme goal."
14,अनन्यचेता: सततं यो मां स्मरति नित्यश: ।तस्याहं सुलभ: पार्थ नित्ययुक्तस्य योगिन: ॥ १४ ॥,"For one who always remembers Me without deviation, I am easy to obtain, O son of Pritha, because of his constant engagement in devotional service."
