slokas_no,slokas,slokas_translated
1,अर्जुन उवाचमदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् ।यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम ॥ १ ॥,"Arjuna said: For the sake of those who wish to transcend this material world, please explain the process of self-realization."
2,भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया ।त्वत्त: कमलपत्राक्ष माहात्म्यमपि चाव्ययम् ॥ २ ॥,"The imperishable origin of all beings has also been fully explained by Me in detail. O lotus-eyed one, this knowledge is the most profound and imperishable."
3,एवमेतद्यथात्थ त्वमात्मानं परमेश्वर ।द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम ॥ ३ ॥,"Thus, as You are, O Supreme Lord, I desire to see You, the sovereign, supreme person."
4,मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो ।योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् ॥ ४ ॥,"O Lord, if You think it is possible for me to see it, then, O Lord of Yoga, please show me Your imperishable Self."
5,श्रीभगवानुवाचपश्य मे पार्थ रूपाणि शतशोऽथ सहस्रश: ।नानाविधानि दिव्यानि नानावर्णाकृतीनि च ॥ ५ ॥,"The Blessed Lord said: Behold, O Arjuna, My forms, by hundreds and thousands, various in kind, divine, of various colors and shapes."
6,पश्यादित्यान्वसून्‍रुद्रानश्विनौ मरुतस्तथा ।बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत ॥ ६ ॥,"Behold the Adityas, Vasus, Rudras, Ashvins, Maruts, and many wonders never seen before, O Bharata."
7,इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् ।मम देहे गुडाकेश यच्च‍ान्यद्‍द्रष्टुमिच्छसि ॥ ७ ॥,"""Behold now, Arjuna, the entire universe, with its moving and non-moving beings, all situated in one place in your body. And whatever else you wish to see."""
8,न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा ।दिव्यं ददामि ते चक्षु: पश्य मे योगमैश्वरम् ॥ ८ ॥,But you cannot see me with your own eyes; therefore I give you divine eyes to see my majestic power.
9,सञ्जय उवाचएवमुक्त्वा ततो राजन्महायोगेश्वरो हरि: ।दर्शयामास पार्थाय परमं रूपमैश्वरम् ॥ ९ ॥,"Sanjaya said: Having spoken thus, the great Lord of Yoga, Hari, then showed His supreme form to Arjuna."
10,अनेकवक्‍त्रनयनमनेकाद्भ‍ुतदर्शनम् ।अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् ॥ १० ॥,"Many-faced, many-eyed, possessing many wondrous sights; adorned with many divine ornaments, wielding many divine weapons."
11,दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् ।सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् ॥ ११ ॥,"Wearing divine garlands and clothes, anointed with divine fragrances, the infinite deity, with faces in all directions, full of wonders."
12,दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता ।यदि भा: सदृशी सा स्याद्भ‍ासस्तस्य महात्मन: ॥ १२ ॥,"If a thousand suns were to rise in the sky simultaneously, the splendor of that light would be like the splendor of the Supreme Being."
