slokas_no,slokas,slokas_translated
1,अर्जुन उवाचसन्न्यासं कर्मणां कृष्ण पुनर्योगं च शंससि ।यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् ॥ १ ॥,"Arjuna said: O Krishna, you praise renunciation of work, and again you recommend the performance of work. Now will you kindly tell me definitely which of the two is more beneficial?"
2,श्रीभगवानुवाचसन्न्यास: कर्मयोगश्च नि:श्रेयसकरावुभौ ।तयोस्तु कर्मसन्न्यासात्कर्मयोगो विशिष्यते ॥ २ ॥,"The Blessed Lord said: Renunciation and the path of selfless service are both good for liberation. But of the two, the path of selfless service is superior to the path of renunciation."
3,ज्ञेय: स नित्यसन्न्यासी यो न द्वेष्टि न काङ्‍क्षति ।निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते ॥ ३ ॥,"The one who is to be known is always a renunciant, who neither hates nor desires. O mighty-armed Arjuna, for one who is free from dualities, pleasure arises and ceases."
4,सां‍ख्ययोगौ पृथग्बाला: प्रवदन्ति न पण्डिता: ।एकमप्यास्थित: सम्यगुभयोर्विन्दते फलम् ॥ ४ ॥,Non-wise children speak of Sankhya and Yoga separately; not the learned. He who knows the truth about both attains the fruit.
5,यत्सां‍ख्यै: प्राप्यते स्थानं तद्योगैरपि गम्यते ।एकं सां‍ख्यं च योगं च य: पश्यति स पश्यति ॥ ५ ॥,The place reached by Sankhya is also attained by yoga; he sees who sees Sankhya and yoga as one.
6,सन्न्यासस्तु महाबाहो दु:खमाप्‍तुमयोगत: ।योगयुक्तो मुनिर्ब्रह्म न चिरेणाधिगच्छति ॥ ६ ॥,"Renunciation, O mighty-armed Arjuna, is hard to attain without yoga. The renunciant who is equipped with yoga quickly attains Brahman."
7,योगयुक्तो विश‍ुद्धात्मा विजितात्मा जितेन्द्रिय: ।सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते ॥ ७ ॥,"One who is united with yoga, whose self is purified, whose self is conquered, whose senses are conquered, who sees the self in all beings, though acting, is not tainted."
8,नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित् ।पश्यञ्श‍ृण्वन्स्पृशञ्जिघ्रन्नश्न‍न्गच्छन्स्वपन्श्वसन् ॥ ८ ॥,"A person who sees, hears, touches, smells, eats, walks, sleeps, breathes, talks, and performs other actions, realizing that he does nothing, is wise."
9,प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि ।इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् ॥ ९ ॥,"Talking, releasing, holding, opening, closing, and even blinking, thinking that the senses function among sense objects."
10,ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति य: ।लिप्यते न स पापेन पद्मपत्रमिवाम्भसा ॥ १० ॥,"One who performs his duty without attachment, surrendering the results unto the Supreme Lord, is unaffected by sinful action, as the lotus leaf is untouched by water."
