slokas_no,slokas,slokas_translated
1.0,श्रीभगवानुवाचपरं भूय: प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम् । ‍‍ ॥यज्ज्ञात्वा मुनय: सर्वे परां सिद्धिमितो गता: ॥ १ ॥,"The Supreme Personality of Godhead said: Again I shall declare to you this supreme wisdom, the best of all knowledge, knowing which all the sages have attained the supreme perfection."
2.0,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागता: ।सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च ॥ २ ॥,"Taking refuge in this knowledge, they attain my nature. They are not born at the time of creation, nor are they disturbed at the time of dissolution."
3.0,मम योनिर्महद्‍ब्रह्म तस्मिन्गर्भं दधाम्यहम् ।सम्भव: सर्वभूतानां ततो भवति भारत ॥ ३ ॥,"My womb is the great Brahman, in that I place the embryo. From that, O Bharata, is the birth of all beings."
4.0,सर्वयोनिषु कौन्तेय मूर्तय: सम्भवन्ति या: ।तासां ब्रह्म महद्योनिरहं बीजप्रद: पिता ॥ ४ ॥,"O son of Kunti, whatever forms are manifest in all the various species of life, know them to be created from the great womb of Brahman, and I am the seed-giving father."
5.0,सत्त्वं रजस्तम इति गुणा: प्रकृतिसम्भवा: ।निबध्‍नन्ति महाबाहो देहे देहिनमव्ययम् ॥ ५ ॥,"The qualities of goodness, passion, and ignorance arise from nature. They bind the imperishable soul to the perishable body."
6.0,तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम् ।सुखसङ्गेन बध्‍नाति ज्ञानसङ्गेन चानघ ॥ ६ ॥,"There, the purity of being is luminous, free from impurities. It binds through attachment to pleasure and attachment to knowledge, O sinless one."
7.0,रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भ‍वम् ।तन्निबध्‍नाति कौन्तेय कर्मसङ्गेन देहिनम् ॥ ७ ॥,"Know that desire is the root of attachment and arises from thirst for pleasure. It binds the embodied soul, O Arjuna, by attachment to action."
8.0,तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम् ।प्रमादालस्यनिद्राभिस्तन्निबध्‍नाति भारत ॥ ८ ॥,"Know that ignorance is the cause of all delusion in every living being. This delusion is born of darkness, laziness, and sleep."
9.0,सत्त्वं सुखे सञ्जयति रज: कर्मणि भारत ।ज्ञानमावृत्य तु तम: प्रमादे सञ्जयत्युत ॥ ९ ॥,"Sattva binds to happiness, O Bharata, while rajas binds to action; knowledge, however, binds to ignorance."
10.0,रजस्तमश्चाभिभूय सत्त्वं भवति भारत ।रज: सत्त्वं तमश्चैव तम: सत्त्वं रजस्तथा ॥ १० ॥,"O Arjuna, when Sattva increases and overcomes Rajas and Tamas, then it prevails. Similarly, when Rajas dominates over Sattva and Tamas, it prevails."
11.0,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते ।ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत ॥ ११ ॥,"In this body, the light of knowledge arises, illuminating all the gates; then one should know that sattva is increased."
12.0,लोभ: प्रवृत्तिरारम्भ: कर्मणामशम: स्पृहा ।रजस्येतानि जायन्ते विवृद्धे भरतर्षभ ॥ १२ ॥,"Greed is the root of all actions; it is born of Rajas when it is in full growth, O Bharata."
13.0,अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च ।तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन ॥ १३ ॥,"Ignorance, inactivity, and negligence - these arise when darkness increases, O Kurunandana."
14.0,यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् ।तदोत्तमविदां लोकानमलान्प्रतिपद्यते ॥ १४ ॥,"When the embodied being passes beyond the three modes of nature in this body, he attains to the pure, transcendental existence of the Supreme."
15.0,रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते ।तथा प्रलीनस्तमसि मूढयोनिषु जायते ॥ १५ ॥,"Having reached dissolution in passion, one is born among those attached to actions. Similarly, having reached dissolution in ignorance, one is born among the deluded."
16.0,कर्मण: सुकृतस्याहु: सात्त्विकं निर्मलं फलम् ।रजसस्तु फलं दु:खमज्ञानं तमस: फलम् ॥ १६ ॥,"The fruit of virtuous action is pure and pleasant, the fruit of passionate action is pain, and the fruit of ignorant action is darkness."
17.0,सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च ।प्रमादमोहौ तमसो भवतोऽज्ञानमेव च ॥ १७ ॥,"From goodness arises knowledge, from passion arises greed, from negligence and delusion arise ignorance and darkness."
18.0,ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसा: ।जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसा: ॥ १८ ॥,Those situated in goodness go upwards; those situated in passion stay in the middle; those situated in ignorance go downwards.
19.0,नान्यं गुणेभ्य: कर्तारं यदा द्रष्टानुपश्यति ।गुणेभ्यश्च परं वेत्ति मद्भ‍ावं सोऽधिगच्छति ॥ १९ ॥,"When one sees no agent other than the qualities, and knows that which is beyond the qualities, one attains my nature."
20.0,गुणानेतानतीत्य त्रीन्देही देहसमुद्भ‍वान् ।जन्ममृत्युजरादु:खैर्विमुक्तोऽमृतमश्न‍ुते ॥ २० ॥,"Transcending these three qualities, one who is free from birth, death, old age, and suffering attains immortality."
21.0,अर्जुन उवाचकैर्लिङ्गैस्त्रीन्गुणानेतानतीतो भवति प्रभो ।किमाचार: कथं चैतांस्त्रीन्गुणानतिवर्तते ॥ २१ ॥,"Arjuna said: O Lord, by what signs is one known who has transcended these three qualities? What is his conduct and how does he transcend these three qualities?"
22.0,श्रीभगवानुवाचप्रकाशं च प्रवृत्तिं च मोहमेव च पाण्डव ।न द्वेष्टि सम्प्रवृत्तानि न निवृत्तानि काङ्‍क्षति ॥ २२ ॥,"The Supreme Lord said: Light, activity, and delusion arise from Me alone, O Arjuna. The one does not hate them, nor does one desire them."
23.0,उदासीनवदासीनो गुणैर्यो न विचाल्यते ।गुणा वर्तन्त इत्येवं योऽवतिष्ठति नेङ्गते ॥ २३ ॥,"One who remains neutral amidst the qualities and is unaffected by them, knowing that the qualities interact with each other, does not get entangled."
24.0,समदु:खसुख: स्वस्थ: समलोष्टाश्मकाञ्चन: ।तुल्यप्रियाप्रियो धीरस्तुल्यनिन्दात्मसंस्तुति: ॥ २४ ॥,"One who is alike in pleasure and pain, well established in the self, unshaken by any external situation, treats alike the loved and the unloved, remains steadfast in censure and praise."
25.0,मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयो: ।सर्वारम्भपरित्यागी गुणातीत: स उच्यते ॥ २५ ॥,"One who is equal in honor and dishonor, the same to friend and foe, and who has abandoned all undertakings – he is said to have transcended the modes of nature."
26.0,मां च योऽव्यभिचारेण भक्तियोगेन सेवते ।स गुणान्समतीत्यैतान्ब्रह्मभूयाय कल्पते ॥ २६ ॥,He who serves Me with unswerving devotion transcends these qualities and becomes fit for union with Brahman.
27.0,ब्रह्मणो हि प्रतिष्ठाहममृतस्याव्ययस्य च ।शाश्वतस्य च धर्मस्य सुखस्यैकान्तिकस्य च ॥ २७ ॥,"For I am the foundation of Brahman, the immortal and imperishable, the eternal dharma and the ultimate bliss."
