slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचअभयं सत्त्वसंश‍ुद्धिर्ज्ञानयोगव्यवस्थिति: ।दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् ॥ १ ॥,"The Supreme Personality of Godhead said: Fearlessness, purification of one's existence, cultivation of spiritual knowledge, charity, self-control, performance of sacrifice, study of the Vedas, austerity, and honesty; these are the duties of the Brahmins born of their own nature."
2,अहिंसा सत्यमक्रोधस्त्याग: शान्तिरपैश‍ुनम् ।दया भूतेष्वलोलुप्‍त्वं मार्दवं ह्रीरचापलम् ॥ २ ॥,"Non-violence, truth, non-anger, renunciation, peace, compassion, lack of greed towards beings, gentleness, modesty, and lack of fickleness."
3,तेज: क्षमा धृति: शौचमद्रोहो नातिमानिता ।भवन्ति सम्पदं दैवीमभिजातस्य भारत ॥ ३ ॥,"Radiance, forgiveness, fortitude, cleanliness, absence of malice, non-egotism - these qualities constitute divine wealth for one born in Bharat."
4,दम्भो दर्पोऽभिमानश्च क्रोध: पारुष्यमेव च ।अज्ञानं चाभिजातस्य पार्थ सम्पदमासुरीम् ॥ ४ ॥,"Pride, arrogance, conceit, anger, and harshness, these belong to one born of demoniacal qualities, O Partha."
5,दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता ।मा श‍ुच: सम्पदं दैवीमभिजातोऽसि पाण्डव ॥ ५ ॥,"Divine is the wealth that leads to liberation, demonic is that which leads to bondage. Do not grieve, O Arjuna, for you were born with divine qualities."
6,द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च ।दैवो विस्तरश: प्रोक्त आसुरं पार्थ मे श‍ृणु ॥ ६ ॥,"There are two kinds of beings in this world, the divine and the demoniac. The divine has been described at length, O Arjuna; now hear from me about the demoniac."
7,प्रवृत्तिं च निवृत्तिं च जना न विदुरासुरा: ।न शौचं नापि चाचारो न सत्यं तेषु विद्यते ॥ ७ ॥,People do not know the difference between action and inaction; neither cleanliness nor proper behavior nor truth is found among them.
8,असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् ।अपरस्परसम्भूतं किमन्यत्कामहैतुकम् ॥ ८ ॥,"They say this world has no truth, no foundation, no God. It is produced by mutual contact, what else could it be but desire?"
9,एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धय: ।प्रभवन्त्युग्रकर्माण: क्षयाय जगतोऽहिता: ॥ ९ ॥,"Having adopted this wrong view, those with a limited understanding, whose minds are lost, are engaged in harmful actions for the destruction of the world."
10,काममाश्रित्य दुष्पूरं दम्भमानमदान्विता: ।मोहाद्‍गृहीत्वासद्‍ग्राहान्प्रवर्तन्तेऽश‍ुचिव्रता: ॥ १० ॥,"Depending on desire, filled with insatiable greed, pride, and arrogance, these impure souls, deluded by ignorance, grasp at false notions and act with impure vows."
11,चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिता: ।कामोपभोगपरमा एतावदिति निश्चिता: ॥ ११ ॥,"Engrossed in immeasurable anxiety until the end of destruction, considering sensual pleasures as the highest, they firmly believe this."
12,आशापाशशतैर्बद्धा: कामक्रोधपरायणा: ।ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् ॥ १२ ॥,"Bound by hundreds of ties of desire and devoted to lust and anger, they strive to amass wealth by unjust means."
13,इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् ।इदमस्तीदमपि मे भविष्यति पुनर्धनम्  ॥ १३ ॥,I have obtained this today. I will achieve this desire. This is mine and I will have more wealth in the future.
14,असौ मया हत: शत्रुर्हनिष्ये चापरानपि ।ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी ॥ १४ ॥,"I have killed this enemy, and I will kill others as well. I am the lord, the enjoyer, accomplished, powerful, and happy."
15,आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया ।यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिता: ॥ १५ ॥,"I am the most beloved and powerful, who else is like me? Deluded by ignorance, I shall give and rejoice."
16,अनेकचित्तविभ्रान्ता मोहजालसमावृता: ।प्रसक्ता: कामभोगेषु पतन्ति नरकेऽश‍ुचौ ॥ १६ ॥,"Confused by many thoughts, entangled in the net of delusion, attached to the enjoyment of desires, they fall into a foul hell."
17,आत्मसम्भाविता: स्तब्धा धनमानमदान्विता: ।यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम् ॥ १७ ॥,"Those who are self-conceited, stubborn, filled with pride and arrogance, and perform ostentatious sacrifices without following the prescribed rituals."
18,अहङ्कारं बलं दर्पं कामं क्रोधं च संश्रिता: ।मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयका: ॥ १८ ॥,"Pride, arrogance, conceit, lust, and anger—these are the qualities of those who are born with demonic traits."
19,तानहं द्विषत: क्रूरान्संसारेषु नराधमान् ।क्षिपाम्यजस्रमश‍ुभानासुरीष्वेव योनिषु ॥ १९ ॥,"I cast those hateful, cruel beings into the cycle of rebirths as demons in a continuous stream."
20,आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि ।मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम् ॥ २० ॥,"Entering into demonic wombs, those deluded beings are born again and again in such births, O Arjuna. Failing to attain Me, they thus reach a state of lower existence."
21,त्रिविधं नरकस्येदं द्वारं नाशनमात्मन: ।काम: क्रोधस्तथा लोभस्तस्मादेतत्‍त्रयं त्यजेत् ॥ २१ ॥,"This threefold gate of hell, destructive of the self—lust, anger, and greed—should be abandoned."
22,एतैर्विमुक्त: कौन्तेय तमोद्वारैस्त्रिभिर्नर: ।आचरत्यात्मन: श्रेयस्ततो याति परां गतिम् ॥ २२ ॥,"Freed from these three gates of darkness, O son of Kunti, a man works for the ultimate good and goes to the supreme goal."
23,य: शास्त्रविधिमुत्सृज्य वर्तते कामकारत: ।न स सिद्धिमवाप्‍नोति न सुखं न परां गतिम् ॥ २३ ॥,"One who disregards the rules of scriptures and acts according to their own desires does not attain success, happiness, or the supreme goal."
24,तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ ।ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि ॥ २४ ॥,"Therefore, the scripture is the authority in determining what should and should not be done. Knowing the regulations prescribed by scripture, you should perform your duty here."
