slokas_no,slokas,slokas_translated
1,अर्जुन उवाचये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विता: ।तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तम: ॥ १ ॥,"Arjuna said: O Krishna, what is the position of those who disregard the injunctions of the scriptures but worship with faith? Is it goodness, passion, or ignorance?"
2,श्रीभगवानुवाचत्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा ।सात्त्विकी राजसी चैव तामसी चेति तां श‍ृणु ॥ २ ॥,"The Supreme Personality of Godhead said: According to the modes of nature acquired by the embodied soul, one's faith can be of three kinds—goodness, passion, or ignorance. Now hear about these."
3,सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत ।श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्ध: स एव स: ॥ ३ ॥,"According to one's nature, one's faith is developed, O Arjuna. The human being is made up of faith; whatever one's faith is, one is that."
4,यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसा: ।प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जना: ॥ ४ ॥,The virtuous worship the gods; the passionate worship the demons and spirits; the ignorant worship the ghosts and the dead.
5,अशास्त्रविहितं घोरं तप्यन्ते ये तपो जना: ।दम्भाहङ्कारसंयुक्ता: कामरागबलान्विता: ॥ ५ ॥,"People who perform severe austerities not enjoined by the scriptures, and who are full of hypocrisy, pride, and arrogance, and are possessed by lust and attachment."
6,कर्षयन्त: शरीरस्थं भूतग्राममचेतस: ।मां चैवान्त: शरीरस्थं तान्विद्ध्यासुरनिश्चयान् ॥ ६ ॥,"Those who torment the embodied living beings, are tormented by me. Know this for certain."
7,आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रिय: ।यज्ञस्तपस्तथा दानं तेषां भेदमिमं श‍ृणु ॥ ७ ॥,"Even food is of three kinds, so are sacrifice, penance, and charity. Hear thou the distinction of these."
8,आयु:सत्त्वबलारोग्यसुखप्रीतिविवर्धना: ।रस्या: स्‍निग्धा: स्थिरा हृद्या आहारा: सात्त्विकप्रिया: ॥ ८ ॥,"Foods that increase life, purify one's existence, give strength, health, happiness, and satisfaction, which are juicy, fatty, wholesome, and pleasing to the heart, are dear to those in the mode of goodness."
9,कट्‌वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिन: ।आहारा राजसस्येष्टा दु:खशोकामयप्रदा: ॥ ९ ॥,"Foods that are too bitter, too sour, salty, hot, pungent, dry, and burning are dear to those in the mode of passion and cause distress, misery, and disease."
10,यातयामं गतरसं पूति पर्युषितं च यत् ।उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् ॥ १० ॥,"Food that is stale, tasteless, putrid, rotten and impure is dear to those in the mode of ignorance."
11,अफलाकाङ्‌‍क्षिभिर्यज्ञो विधिदिष्टो य इज्यते ।यष्टव्यमेवेति मन: समाधाय स सात्त्विक: ॥ ११ ॥,"The sacrifice that is offered by those who desire no reward, in accordance with the scriptural injunctions, with a mind fixed on the idea that it is a duty to perform, is of the quality of goodness."
12,अभिसन्धाय तु फलं दम्भार्थमपि चैव यत् ।इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम् ॥ १२ ॥,"Establishing a sacrifice for ostentation, know that to be Rajasic, O best of the Bharatas."
13,विधिहीनमसृष्टान्नं मन्‍त्रहीनमदक्षिणम् ।श्रद्धाविरहितं यज्ञं तामसं परिचक्षते ॥ १३ ॥,"Sacrifice devoid of scriptural injunctions, devoid of offering, devoid of faith, and devoid of food offerings, is declared to be in the mode of ignorance."
14,देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम् ।ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते ॥ १४ ॥,"Worship of gods, twice-born, teachers, and wise persons, cleanliness, straightforwardness, celibacy, and non-violence are said to be the austerities of the body."
15,अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत् ।स्वाध्यायाभ्यसनं चैव वाङ्‍मयं तप उच्यते ॥ १५ ॥,"A speech that is not agitating, truthful, pleasant, and beneficial, as well as the habitual study of scriptures, is called verbal austerity."
