slokas_no,slokas,slokas_translated
1,अर्जुन उवाचज्यायसी चेत्कर्मणस्ते मता बुद्धिर्जनार्दन ।तत्किं कर्मणि घोरे मां नियोजयसि केशव ॥ १ ॥,"Arjuna said: If You think that knowledge is superior to action, O Krishna, then why do You want me to engage in this terrible action?"
2,व्यामिश्रेणेव वाक्येन बुद्धिं मोहयसीव मे ।तदेकं वद निश्चित्य येन श्रेयोऽहमाप्‍नुयाम् ॥ २ ॥,"By a mixed sentence, you confuse my intellect as if it were a single one. Tell me decisively that by which I may attain the good."
3,श्रीभगवानुवाचलोकेऽस्मिन्द्विविधा निष्ठा पुरा प्रोक्ता मयानघ ।ज्ञानयोगेन सांख्यानां कर्मयोगेन योगिनाम् ॥ ३ ॥,"The Supreme Lord said: In this world, there are two types of devotion, as I have explained before, O sinless one – the devotion of knowledge through the path of Sankhya, and the devotion of action for the yogis."
4,न कर्मणामनारम्भान्नैष्कर्म्य पुरुषोऽश्न‍ुते ।न च सन्न्यसनादेव सिद्धिं समधिगच्छति ॥ ४ ॥,"Not by refraining from action does a man attain freedom from action, nor by mere renunciation does he attain perfection."
5,न हि कश्चित्क्षणमपि जातु तिष्ठत्यकर्मकृत् ।कार्यते ह्यवशः कर्म सर्वः प्रकृतिजैर्गुणैः ॥ ५ ॥,No one ever remains even for a moment without performing action; for everyone is made to act helplessly by the qualities born of nature.
6,कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन् ।इन्द्रियार्थान्विमूढात्मा मिथ्याचारः स उच्यते ॥ ६ ॥,"Restraining the senses, one should sit with the mind focused on Me. The deluded soul who acts with false ego, thinking themselves the doer, is called a pretender."
7,यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन ।कर्मेन्द्रियैः कर्मयोगमसक्तः स विशिष्यते ॥ ७ ॥,"But he who controls the senses by the mind, and engages his active organs in works of devotion, without attachment, he excels."
8,नियतं कुरु कर्म त्वं कर्म ज्यायो ह्यकर्मणः ।शरीरयात्रापि च ते न प्रसिद्ध्येदकर्मणः ॥ ८ ॥,"Perform your prescribed duties, for action is superior to inaction. Even the maintenance of your body would not be possible without action."
9,यज्ञार्थात्कर्मणोऽन्यत्र लोकोऽयं कर्मबन्धनः ।तदर्थं कर्म कौन्तेय मुक्तसङ्गः समाचर ॥ ९ ॥,"For the sake of sacrifice, perform your duties; this world is bound by actions. Therefore, O son of Kunti, perform your prescribed duties for that reason, and in that way you will remain free from attachment."
10,सहयज्ञाः प्रजाः सृष्ट्वा पुरोवाच प्रजापतिः ।अनेन प्रसविष्यध्वमेष वोऽस्त्विष्टकामधुक् ॥ १० ॥,"Having created mankind together with sacrifices, Prajapati said, ""By this (sacrifice) may you all prosper; may this be your milker of desires."""
11,देवान्भावयतातेन ते देवा भावयन्तु वः ।परस्परं भावयन्तः श्रेयः परमवाप्स्यथ ॥ ११ ॥,"By worshipping the gods, may the gods be pleased with you. By pleasing one another, you will attain the supreme good."
12,इष्टान्भोगान्हि वो देवा दास्यन्ते यज्ञभाविताः ।तैर्दत्तानप्रदायैभ्यो यो भुङ्क्ते स्तेन एव सः ॥ १२ ॥,"The gods, satisfied with the offerings made in the sacrifice, will bestow upon you your desired enjoyments. He who enjoys these gifts without offering them to the gods is indeed a thief."
13,यज्ञशिष्टाशिनः सन्तो मुच्यन्ते सर्वकिल्बिषै ।भुञ्जते ते त्वघं पापा ये पचन्त्यात्मकारणात् ॥ १३ ॥,"The virtuous who eat the remnants of the sacrifice are freed from all sins; but those sinful persons who cook food for their own sake, they eat sin."
14,अन्नाद्भ‍वन्ति भूतानि पर्जन्यादन्नसम्भवः ।यज्ञा‍द्भ‍‍वति पर्जन्यो यज्ञः कर्मसमुद्भ‍वः ॥ १४ ॥,Beings are born from food; food is produced from rain; rain comes from sacrifice; and sacrifice arises from the performance of prescribed duties.
15,कर्म ब्रह्मोद्भ‍वं विद्धि ब्रह्माक्षरसमुद्भ‍वम् ।तस्मात्सर्वगतं ब्रह्म नित्यं यज्ञे प्रतिष्ठितम् ॥ १५ ॥,"Know that work arises from the Supreme Brahman, and the Supreme Brahman arises from the imperishable akshara. Therefore, the all-pervading Brahman is eternally established in sacrifice."
16,एवं प्रवर्तितं चक्रं नानुवर्तयतीह यः ।अघायुरिन्द्रियारामो मोघं पार्थ स जीवति ॥ १६ ॥,"One who does not follow the wheel thus set revolving, who is of sinful life, rejoicing in the senses, that deluded soul lives in vain."
17,यस्त्वात्मरतिरेव स्यादात्मतृप्त‍श्च मानवः ।आत्मन्येव च सन्तुष्टस्तस्य कार्यं न विद्यते ॥ १७ ॥,"One who is satisfied in himself and finds pleasure in himself, and is contented within himself, for him, there is no duty."
18,नैव तस्य कृतेनार्थो नाकृतेनेह कश्चन ।न चास्य सर्वभूतेषु कश्चिदर्थव्यपाश्रयः ॥ १८ ॥,"""Neither by performing one's duties does one attain the purpose, nor by not performing them does one. No one can remain even for a moment without performing actions."""
19,तस्मादसक्तः सततं कार्यं कर्म समाचर ।असक्तो ह्याचरन्कर्म परमाप्‍नोति पूरूषः ॥ १९ ॥,"Therefore, always perform your duties without attachment. By performing work without attachment, one attains the Supreme."
20,कर्मणैव हि संसिद्धिमास्थिता जनकादयः ।लोकसङ्ग्रहमेवापि सम्पश्यन्कर्तुमर्हसि ॥ २० ॥,The Janakas and others attained perfection through action alone. Even with a view to the welfare of the world you should perform your duty.
21,यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जनः ।स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते ॥ २१ ॥,"Whatever action a great man performs, common men follow. And whatever standards he sets by exemplary acts, all the world pursues."
22,न मे पार्थास्ति कर्तव्यं त्रिषु लोकेषु किञ्चन ।नानवाप्त‍मवाप्त‍व्यं वर्त एव च कर्मणि ॥ २२ ॥,"O Partha, there is nothing in the three worlds that should be done by Me, nor is there anything unobtained that should be obtained; yet I engage in action."
23,यदि ह्यहं न वर्तेयं जातु कर्मण्यतन्द्रितः ।मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः ॥ २३ ॥,"For, if I did not engage in action, O Partha, men would follow my path in every way."
24,उत्सीदेयुरिमे लोका न कुर्यां कर्म चेदहम् ।सङ्करस्य च कर्ता स्यामुपहन्यामिमाः प्रजाः ॥ २४ ॥,These worlds will perish if I do not perform my duty; I shall be the cause of mixing of castes and shall be destroying these people.
25,सक्ताः कर्मण्यविद्वांसो यथा कुर्वन्ति भारत ।कुर्याद्विद्वांस्तथासक्तश्चिकीर्षुर्लोकसङ्‍‍ग्रहम् ॥ २५ ॥,"The wise should act without attachment, desiring the welfare of the world, O Arjuna; they should perform their duties with detachment."
26,न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम् ।जोषयेत्सर्वकर्माणि विद्वान्युक्तः समाचरन् ॥ २६ ॥,"The wise should not unsettle the minds of the ignorant who are attached to action; rather, they should encourage them to perform all their duties, while engaging themselves in all actions."
27,प्रकृतेः क्रियमाणानि गुणैः कर्माणि सर्वशः ।अहङ्कारविमूढात्मा कर्ताहमिति मन्यते ॥ २७ ॥,"The actions are performed by the qualities of nature entirely. Deluded by the ego, one thinks, ""I am the doer."""
28,तत्त्ववित्तु महाबाहो गुणकर्मविभागयोः ।गुणा गुणेषु वर्तन्त इति मत्वा न सज्ज‍ते ॥ २८ ॥,"The wise man, O mighty-armed, distinguishes between the functions of the senses and the qualities of nature, knowing that the senses operate among the qualities."
29,प्रकृतेर्गुणसम्मूढाः सज्ज‍न्ते गुणकर्मसु ।तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत् ॥ २९ ॥,"Deluded by the qualities of nature, beings are attached to actions performed in accordance with those qualities. One should not unsettle the minds of the ignorant who do not understand the whole."
30,मयि सर्वाणि कर्माणि सन्न्यस्याध्यात्मचेतसा ।निराशीर्निर्ममो भूत्वा युध्यस्व विगतज्वरः ॥ ३० ॥,"Having abandoned all actions in Me through the intellect of spiritual knowledge, being free from desire and ego, fight without anxiety."
31,ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवाः ।श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभिः ॥ ३१ ॥,"Those who follow my teachings with faith and without envy, they too are freed from actions."
32,ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम् ।सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतसः ॥ ३२ ॥,Those who envy this teaching of Mine do not understand My true nature. Consider them to be lost souls of limited knowledge.
33,सदृशं चेष्टते स्वस्याः प्रकृतेर्ज्ञानवानपि ।प्रकृतिं यान्ति भूतानि निग्रहः किं करिष्यति ॥ ३३ ॥,Even the wise man acts according to his own nature. All beings follow their nature. What will restraint do?
34,इन्द्रियस्येन्द्रियस्यार्थे रागद्वेषौ व्यवस्थितौ ।तयोर्न वशमागच्छेत्तौ ह्यस्य परिपन्थिनौ ॥ ३४ ॥,"The attachment of the senses to their objects leads to attraction and aversion. Do not come under their control, for they are your enemies."
35,श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात् ।स्वधर्मे निधनं श्रेयः परधर्मो भयावहः ॥ ३५ ॥,"One's own duty, though imperfect, is preferable to another's duty well performed. It is better to die discharging one's own duty; the duty of another is fraught with fear."
36,अर्जुन उवाचअथ केन प्रयुक्तोऽयं पापं चरति पूरुषः ।अनिच्छन्नपि वार्ष्णेय बलादिव नियोजितः ॥ ३६ ॥,"Arjuna said: O descendant of Vrishni, by what is one impelled to commit sinful acts, even unwillingly, as if engaged by force?"
37,श्री भगवानुवाचकाम एष क्रोध एष रजोगुणसमुद्भ‍वः ।महाशनो महापाप्मा विद्ध्येनमिह वैरिणम् ॥ ३७ ॥,"The Supreme Personality of Godhead said: It is lust only, Arjuna, which is born of contact with the material mode of passion and later transformed into wrath. It is the all-devouring, sinful enemy of this world."
38,धूमेनाव्रियते वह्निर्यथादर्शो मलेन च ।यथोल्बेनावृतो गर्भस्तथा तेनेदमावृत्तम् ॥ ३८ ॥,"Fire is covered by smoke, as a mirror is covered by dust, and as the embryo is covered by the womb, so is this covered by that."
39,आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा ।कामरूपेण कौन्तेय दुष्पूरेणानलेन च ॥ ३९ ॥,"Covered by this knowledge, the wise ones, who are constant enemies, O Kaunteya, in the form of desire, insatiable, and fiery."
40,इन्द्रियाणि मनो बुद्धिरस्याधिष्ठानमुच्यते ।एतैर्विमोहयत्येष ज्ञानमावृत्य देहिनम् ॥ ४० ॥,"The senses, mind, and intellect are said to be the seat of this delusion. With these, it deludes the embodied soul by covering knowledge."
41,तस्मात्त्वमिन्द्रियाण्यादौ नियम्य भरतर्षभ ।पाप्मानं प्रजहि ह्येनं ज्ञानविज्ञाननाशनम् ॥ ४१ ॥,"Therefore, control the senses at the outset, O Arjuna. Destroy this sinful enemy which destroys knowledge and realization."
42,इन्द्रियाणि पराण्याहुरिन्द्रियेभ्यः परं मनः ।मनसस्तु परा बुद्धिर्यो बुद्धेः परतस्तु सः ॥ ४२ ॥,The senses are said to be superior to the sense objects; the mind is superior to the senses; the intellect is superior to the mind; but that which is superior to the intellect is the self.
43,एवं बुद्धेः परं बुद्ध्वा संस्तभ्यात्मानमात्मना ।जहि शत्रुं महाबाहो कामरूपं दुरासदम् ॥ ४३ ॥,"Thus knowing the supreme self through intellect, control the self by the self. O mighty-armed Arjuna, destroy the enemy in the form of desire, which is difficult to conquer. (Bhagavad Gita 3.43)"
