slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचइमं विवस्वते योगं प्रोक्तवानहमव्ययम् ।विवस्वान्मनवे प्राह मनुरिक्ष्वाकवेऽब्रवीत् ॥ १ ॥,"The Supreme Lord said: I instructed this imperishable yoga to the sun-god, Vivasvan, and Vivasvan instructed it to Manu, the father of mankind, and Manu in turn instructed it to Ikshvaku."
2,एवं परम्पराप्राप्तमिमं राजर्षयो विदुः ।स कालेनेह महता योगे नष्टः परन्तप ॥ २ ॥,"Thus, this ancient science of yoga was received through the chain of disciplic succession, and the saintly kings understood it in that way. But in course of time the succession was broken, and therefore the science as it is appears to be lost."
3,स एवायं मया तेऽद्य योगः प्रोक्तः पुरातनः ।भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम् ॥ ३ ॥,"This yoga has been taught by Me to you today, for you are My devotee and friend; this is indeed the highest secret."
4,अर्जुन उवाचअपरं भवतो जन्म परं जन्म विवस्वतः ।कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति ॥ ४ ॥,"Arjuna said: Your birth was later, while the birth of the sun-god, Vivasvan, was earlier. How am I to understand that You taught this knowledge in the beginning?"
5,श्रीभगवानुवाचबहूनि मे व्यतीतानि जन्मानि तव चार्जुन ।तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप ॥ ५ ॥,"The Supreme Personality of Godhead said: Many, many births both you and I have passed. I can remember all of them, but you cannot, O subduer of the enemy!"
6,अजोऽपि सन्नव्ययात्मा भूतानामीश्वरोऽपि सन् ।प्रकृतिं स्वामधिष्ठाय सम्भवाम्यात्ममायया ॥ ६ ॥,"Although I am unborn, imperishable, and the Lord of all beings, by controlling my nature, I appear through my own divine power."
7,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत ।अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम् ॥ ७ ॥,"Whenever there is a decline in righteousness and an increase in unrighteousness, at that time I manifest Myself."
8,परित्राणाय साधुनां विनाशाय च दुष्कृताम् ।धर्मसंस्थानार्थाय सम्भवामि युगे युगे ॥ ८ ॥,"For the protection of the righteous, for the destruction of the wicked, and for the establishment of Dharma, I am born in every age."
9,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वतः ।त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन ॥ ९ ॥,"Birth and action are divine for Me; he who knows this in truth, upon leaving the body, does not come back to birth, but comes to Me, O Arjuna."
10,वीतरागभयक्रोधा मन्मया मामुपाश्रिताः ।बहवो ज्ञानतपसा पूता मद्भ‍ावमागताः ॥ १० ॥,"Freed from attachment, fear, and anger, taking refuge in me, purified by the fire of knowledge and austerity, many have attained my being."
11,ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम् ।मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः ॥ ११ ॥,"""Those who surrender unto Me in every way, I reward accordingly. Everyone follows My path in all respects, O son of Pritha."""
12,काङ्क्षन्तः कर्मणां सिद्धिं यजन्त इह देवता ।क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा ॥ १२ ॥,Those desiring success in actions worship the deities here; for quickly in this world of men success comes from actions.
13,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः ।तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम् ॥ १३ ॥,"The four varnas were created by Me according to the division of qualities and duties. Even though I am the creator, know Me to be a non-doer and immutable."
14,न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा ।इति मां योऽभिजानाति कर्मभिर्न स बध्यते ॥ १४ ॥,"Actions do not taint me, nor do I have any desire for the fruits of actions. One who knows me in this way is not bound by actions."
15,एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः ।कुरु कर्मैव तस्मात्त्वं पूर्वैः पूर्वतरं कृतम् ॥ १५ ॥,"Having known this, perform the action as desired by the seekers of liberation who came before you. You should perform the action, for by doing so, even the ancients attained perfection."
16,किं कर्म किमकर्मेति कवयोऽप्यत्र मोहिताः ।तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽश‍ुभात् ॥ १६ ॥,"""What is action, what is inaction - even the wise are confused about this. I shall explain to you that action by knowing which you shall be liberated from misfortune."""
17,कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः ।अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः ॥ १७ ॥,"One must understand the nature of work, the nature of forbidden work, and the nature of inaction. The path of work is mysterious."
18,कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः ।स बुद्धिमान्मनुष्येषु स युक्तः कृत्स्नकर्मकृत् ॥ १८ ॥,"One who sees inaction in action and action in inaction, he is intelligent among men, and he is in the transcendental position, although engaged in all sorts of activities."
19,यस्य सर्वे समारम्भाः कामसंकल्पवर्जिताः ।ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः ॥ १९ ॥,"Those whose every endeavor is devoid of desire for sense gratification, who have burned the fire of knowledge and have performed their duties - they call them wise among the learned."
20,त्यक्त्वा कर्मफलासङ्गं नित्यतृप्तो निराश्रयः ।कर्मण्यभिप्रवृत्तोऽपि नैव किञ्चित्करोति सः ॥ २० ॥,"Giving up attachment to the fruits of actions, always satisfied and independent, though engaged in all kinds of work, one does nothing at all."
21,निराशीर्यतचित्तात्मा त्यक्तसर्वपरिग्रहः ।शारीरं केवलं कर्म कुर्वन्नाप्‍नोति किल्बिषम् ॥ २१ ॥,"Being desireless and having a controlled mind, one should give up all possessions. By performing only necessary actions, one does not incur sin."
22,यदृच्छालाभसंतुष्टो द्वन्द्वातीतो विमत्सरः ।समः सिद्धावसिद्धौ च कृत्वापि न निबध्यते ॥ २२ ॥,"Content with whatever comes to him by chance, beyond the dualities, free from envy, even-minded in success and failure, though acting, he is not bound."
23,गतसङ्गस्य मुक्तस्य ज्ञानावस्थितचेतसः ।यज्ञायाचरतः कर्म समग्रं प्रविलीयते ॥ २३ ॥,"For one who is free from attachment and whose mind is firmly established in knowledge, the totality of his work is dissolved through the fire of sacrifice."
24,ब्रह्मार्पणं ब्रह्म हविर्ब्रह्माग्न‍ौ ब्रह्मणा हुतम् ।ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्मसमाधिना ॥ २४ ॥,"The offering is Brahman, the oblation is Brahman, offered by Brahman in the fire of Brahman; Brahman alone is to be reached by him who is absorbed in the performance of actions in Brahman."
25,दैवमेवापरे यज्ञं योगिनः पर्युपासते ।ब्रह्माग्न‍ावपरे यज्ञं यज्ञेनैवोपजुह्वति ॥ २५ ॥,Some yogis worship the gods through sacrifice; others sacrifice to the fire of Brahman with the fire of sacrifice.
26,श्रोत्रादीनीन्द्रियाण्यन्ये संयमाग्न‍िषु जुह्वति ।शब्दादीन्विषयानन्य इन्द्रियाग्न‍िषु जुह्वति ॥ २६ ॥,"Others offer the senses into the fires of self-control, while others offer objects of the senses into the fires of self-control."
27,सर्वाणीन्द्रियकर्माणि प्राणकर्माणि चापरे ।आत्मसंयमयोगाग्न‍ौ जुह्वति ज्ञानदीपिते ॥ २७ ॥,Others offer all the senses and the life-breaths as sacrifice in the fire of self-control kindled by knowledge.
28,द्रव्ययज्ञास्तपोयज्ञा योगयज्ञास्तथापरे ।स्वाध्यायज्ञानयज्ञाश्च यतयः संशितव्रताः ॥ २८ ॥,"Material sacrifices, penance, and meditation are also different kinds of sacrifices, as are study of the Vedas, charity, and self-control. There are others who observe the vow of silence and practice restraint."
29,अपाने जुह्वति प्राणं प्राणेऽपानं तथापरे ।प्राणापानगती रुद्ध्वा प्राणायामपरायणाः ।अपरे नियताहाराः प्राणान्प्राणेषु जुह्वति ॥ २९ ॥,"Some offer the outgoing breath into the incoming breath, while others offer the incoming breath into the outgoing breath. Still others, who are regulated in their eating and are of controlled mind, offer the outgoing breath into itself."
30,सर्वेऽप्येते यज्ञविदो यज्ञक्षपितकल्मषाः ।यज्ञशिष्टामृतभुजो यान्ति ब्रह्म सनातनम् ॥ ३० ॥,"All these knowers of sacrifice are cleansed of sin by sacrifice; and having tasted the nectar of the remnants of sacrifice, they go to the eternal Brahman."
31,नायं लोकोऽस्त्ययज्ञस्य कुतोऽन्यः कुरुसत्तम ॥ ३१ ॥,"In this world, there is no purifier equal to sacrifice, and there is no other good like it."
32,एवं बहुविधा यज्ञा वितता ब्रह्मणो मुखे ।कर्मजान्विद्धि तान्सर्वानेवं ज्ञात्वा विमोक्ष्यसे ॥ ३२ ॥,"Thus, various sacrifices are spread out before the mouth of Brahman. Know them all to be born of action. Understanding them in this way, you will be liberated."
33,श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप ।सर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते ॥ ३३ ॥,"Better than the sacrifice of material possessions is the sacrifice of knowledge, O Parantapa (Arjuna). All actions in their entirety culminate in knowledge."
34,तद्विद्धि प्रणिपातेन परिप्रश्न‍ेन सेवया ।उपदेक्ष्यन्ति ते ज्ञानं ज्ञानिनस्तत्त्वदर्शिनः ॥ ३४ ॥,"Know that through prostration, inquiring, and service. The wise who have realized the truth will instruct you in knowledge."
35,यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव ।येन भूतान्यशेषाणि द्रक्ष्यस्यात्मन्यथो मयि ॥ ३५ ॥,"Knowing which, O Pandava, you shall not again become deluded in this way; by that you shall see all beings without exception in yourself and also in Me."
