slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचऊर्ध्वमूलमध:शाखमश्वत्थं प्राहुरव्ययम् ।छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित् ॥ १ ॥,The Blessed Lord said: They speak of the eternal Ashvattha tree with its roots above and branches below; its leaves are the Vedas. He who knows it is the knower of the Vedas.
2,अधश्चोर्ध्वं प्रसृतास्तस्य शाखागुणप्रवृद्धा विषयप्रवाला: ।अधश्च मूलान्यनुसन्ततानिकर्मानुबन्धीनि मनुष्यलोके ॥ २ ॥,"Below and above are spread its branches, nourished by the qualities; sense-objects are its buds. Below stretch the roots producing actions in the world of men."
3,न रूपमस्येह तथोपलभ्यतेनान्तो न चादिर्न च सम्प्रतिष्ठा ।अश्वत्थमेनं सुविरूढमूल-मसङ्गशस्त्रेण दृढेन छित्त्वा ॥ ३ ॥,"The form of this tree cannot be perceived here, neither its end, beginning, nor its continued existence. Cut down this firmly rooted Ashvattha tree with the strong axe of detachment."
4,तत: पदं तत्परिमार्गितव्यंयस्मिन्गता न निवर्तन्ति भूय: ।तमेव चाद्यं पुरुषं प्रपद्येयत: प्रवृत्ति: प्रसृता पुराणी ॥ ४ ॥,"That goal should be sought, having reached which they do not return. It is that goal, the highest goal. Having reached it, one is not born again. It is that ancient primeval Person."
5,निर्मानमोहा जितसङ्गदोषाअध्यात्मनित्या विनिवृत्तकामा: ।द्वन्द्वैर्विमुक्ता: सुखदु:खसंज्ञै-र्गच्छन्त्यमूढा: पदमव्ययं तत् ॥ ५ ॥,"Being free from attachment, fear, and anger; being self-realized; being indifferent to pleasure and pain; and being free from the dualities of joy and sorrow, the wise attain the eternal, imperishable abode."
6,न तद्भ‍ासयते सूर्यो न शशाङ्को न पावक: ।यद्ग‍त्वा न निवर्तन्ते तद्धाम परमं मम ॥ ६ ॥,"The sun does not illuminate it, nor the moon, nor fire. Those who reach it do not return. That is my supreme abode."
7,ममैवांशो जीवलोके जीवभूत: सनातन: ।मन:षष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति ॥ ७ ॥,"The living entities in this conditioned world are My eternal fragmental parts. Due to conditioned life, they are struggling very hard with the six senses, which include the mind."
8,शरीरं यदवाप्‍नोति यच्च‍ाप्युत्क्रामतीश्वर: ।गृहीत्वैतानि संयाति वायुर्गन्धानिवाशयात् ॥ ८ ॥,"When the soul acquires a body and when it leaves it, it is like the wind carrying scents from their source."
9,श्रोत्रं चक्षु: स्पर्शनं च रसनं घ्राणमेव च ।अधिष्ठाय मनश्चायं विषयानुपसेवते ॥ ९ ॥,"The senses of hearing, sight, touch, taste, and smell, along with the mind, dwell upon the objects."
10,उत्क्रामन्तं स्थितं वाऽपि भुञ्जानं वा गुणान्वितम् ।विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुष: ॥ १० ॥,"Even when a person is about to depart, or is standing still, or is enjoying sense gratification, he should understand that he is in a conditioned state of life. Those with the vision of knowledge can see this."
11,यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् ।यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतस: ॥ ११ ॥,"The diligent ones see Him who is seated within themselves, those who strive without effort do not see Him, though He is ever engaged in work."
12,यदादित्यगतं तेजो जगद्भ‍ासयतेऽखिलम् ।यच्च‍न्द्रमसि यच्च‍ाग्न‍ौ तत्तेजो विद्धि मामकम् ॥ १२ ॥,"Know that all light in the universe comes from Me. Understand that the light in the sun, the light in the moon, and the light in fire all come from Me."
13,गामाविश्य च भूतानि धारयाम्यहमोजसा ।पुष्णामि चौषधी: सर्वा: सोमो भूत्वा रसात्मक: ॥ १३ ॥,"Entering into the earth, I sustain all beings with my vital energy. Becoming the moon, I nourish all plants."
14,अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रित: ।प्राणापानसमायुक्त: पचाम्यन्नं चतुर्विधम् ॥ १४ ॥,"Becoming the universal fire, I reside in the bodies of living beings. United with the breaths of prana and apana, I digest the four types of food."
15,सर्वस्य चाहं हृदि सन्निविष्टोमत्त: स्मृतिर्ज्ञानमपोहनं च ।वेदैश्च सर्वैरहमेव वेद्योवेदान्तकृद्वेदविदेव चाहम् ॥ १५ ॥,"I am seated in everyone's heart, and from Me come remembrance, knowledge, and forgetfulness. By all the Vedas, I am to be known; indeed, I am the compiler of Vedanta, and I am the knower of the Vedas."
16,द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च ।क्षर: सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते ॥ १६ ॥,"In this world there are two kinds of beings, the perishable and the imperishable. The perishable are all beings, and the imperishable is called the self."
17,उत्तम: पुरुषस्त्वन्य: परमात्मेत्युदाहृत: ।यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वर: ॥ १७ ॥,The supreme person is different from the individual soul. He is described as the supreme transcendental person who sustains the three worlds and is the imperishable Lord.
18,यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तम: ।अतोऽस्मि लोके वेदे च प्रथित: पुरुषोत्तम: ॥ १८ ॥,"Because I am beyond the perishable and superior to the imperishable, I am declared in the world and in the Veda as the highest person."
19,यो मामेवमसम्मूढो जानाति पुरुषोत्तमम् ।स सर्वविद्भ‍जति मां सर्वभावेन भारत ॥ १९ ॥,"One who thus knows Me, the Supreme Personality of Godhead, without doubting, is the knower of everything. He therefore engages himself in full devotional service to Me, O son of Bharata. (Bhagavad Gita 15.19)"
20,इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ ।एतद्‍बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत ॥ २० ॥,"Thus, the most secret science has been explained by Me, O sinless one. Understanding this, a person becomes wise and has accomplished all duties, O Arjuna."
