slokas_no,slokas,slokas_translated
1,धृतराष्ट्र उवाचधर्मक्षेत्रे कुरुक्षेत्रे समवेता युयुत्सव: ।मामका: पाण्डवाश्चैव किमकुर्वत सञ्जय ॥ १ ॥,"Dhritarashtra said: O Sanjaya, assembled in the holy land of Kurukshetra and desiring to fight, what did my sons and the sons of Pandu do?"
2,सञ्जय उवाचदृष्ट्वा तु पाण्डवानीकं व्यूढं दुर्योधनस्तदा ।आचार्यमुपसङ्गम्य राजा वचनमब्रवीत्  ॥  २ ॥,"Sanjaya said: Beholding the Pandava army arrayed in battle formation, King Duryodhana then approached his teacher and spoke these words."
3,पश्यैतां पाण्डुपुत्राणामाचार्य महतीं चमूम् ।व्यूढां द्रुपदपुत्रेण तव शिष्येण धीमता ॥ ३ ॥,"Behold, O teacher, this mighty army of the sons of Pandu, arrayed by the son of Drupada, your wise disciple."
4,अत्र श‍ूरा महेष्वासा भीमार्जुनसमा युधि ।युयुधानो विराटश्च द्रुपदश्च महारथः ॥ ४ ॥,"Here are the brave warriors like Bhima and Arjuna fighting fiercely in battle. Yuyudhana, Virata, and Drupada are also mighty warriors."
5,धृष्टकेतुश्चेकितानः काशिराजश्च वीर्यवान् ।पुरुजित्कुन्तिभोजश्च शैब्यश्च नरपुङ्गवः ॥ ५ ॥,"Dhrishtaketu, Chekitana, Kashiraja, Purujit, Kuntibhoja, Shaibya are all valiant warriors."
6,युधामन्युश्च विक्रान्त उत्तमौजाश्च वीर्यवान् ।सौभद्रो द्रौपदेयाश्च सर्व एव महारथाः ॥ ६ ॥,"Yudhamanyu, Vikranta, Uttamauja, the valiant; Saubhadra, the son of Draupadi; all of them are mighty warriors."
7,अस्माकं तु विशिष्टा ये तान्निबोध द्विजोत्तम ।नायका मम सैन्यस्य संज्ञार्थ तान्ब्रवीमि ते ॥ ७ ॥,"O best of the Brahmanas, know those who are our leaders in the army. I shall now tell you of them for your information."
8,भवान्भीष्मश्च कर्णश्च कृपश्च समितिंजयः ।अश्वत्थामा विकर्णश्च सौमदत्तिस्तथैव च ॥ ८ ॥,"You are Bhishma, Karna, Krpa, victorious in battle; Ashwatthama, Vikarna, and also Saumadatti."
9,अन्ये च बहवः श‍ूरा मदर्थे त्यक्तजीविताः ।नानाशस्त्रप्रहरणाः सर्वे युद्धविशारदाः ॥ ९ ॥,"Others too, many of them, valiant warriors, sacrificing their lives for my sake, armed with various weapons, all skilled in battle."
10,अपर्याप्त‍ं तदस्माकं बलं भीष्माभिरक्षितम् ।पर्याप्त‍ं त्विदमेतेषां बलं भीमाभिरक्षितम् ॥ १० ॥,"Our strength, protected by Bhishma, is inadequate. But their strength, protected by Bhima, is adequate."
11,अयनेषु च सर्वेषु यथाभागवमस्थिताः ।भीष्ममेवाभिरक्षन्तु भवन्तः सर्व एव हि ॥ ११ ॥,May all of you be stationed according to your respective positions on all sides of Bhishma only.
12,तस्य सञ्जनयन्हर्षं कुरुवृद्धः पितामहः ।सिंहनादं विनद्योच्च‍ैः शङ्खं दध्मौ प्रतापवान् ॥ १२ ॥,"His grandfather Kuru, filled with joy and pride, roared like a lion and blew his conch loudly, displaying his prowess."
13,ततः शङ्खाश्च भेर्यश्च पणवानकगोमुखाः ।सहसैवाभ्यहन्यन्त स शब्दस्तुमुलोऽभवत् ॥ १३ ॥,"Then, conches, drums, and horns, blaring forth simultaneously, were sounded; and the noise was tumultuous."
14,ततः श्वेतैर्हयैर्युक्ते महति स्यन्दने स्थितौ ।माधवः पाण्डवश्चैव दिव्यौ शङ्खौ प्रदध्मतुः ॥ १४ ॥,"Then, in the great conchshell, white horses yoked, Krishna and Arjuna stationed, blew their divine conches."
15,पाञ्चजन्यं हृषीकेशो देवदत्तं धनञ्जयः ।पौण्ड्रं दध्मौ महाशङ्खं भीमकर्मा वृकोदरः ॥ १५ ॥,"The conch named Panchajanya, the bow called Hrishikesha, the sword named Devadatta, and the mace called Dhananjaya."
16,अनन्तविजयं राजा कुन्तीपुत्रो युधिष्ठिरः ।नकुलः सहदेवश्च सुघोषमणिपुष्पकौ ॥ १६ ॥,"The king Yudhishthira, the son of Kunti, along with Nakula and Sahadeva, possessed the inexhaustible wealth of jewels and flowers."
17,काश्यश्च परमेष्वास: शिखण्डी च महारथ: ।धृष्टद्युम्न‍ो विराटश्च सात्यकिश्‍चापराजित: ॥ १७ ॥,"Kashya, the Supreme among the Vasus, Shikhandi, the great charioteer, Dhristadyumna, Virata, and the unconquered Satyaki."
18,द्रुपदो द्रौपदेयाश्च सर्वश: पृथिवीपते ।सौभद्रश्च महाबाहु: शङ्खान्दध्मु: पृथक्पृथक् ॥ १८ ॥,"Draupadi, the daughter of Drupada, and all the sons of Prithivi, and the mighty-armed son of Subhadra, all blew their respective conch shells."
19,स घोषो धार्तराष्ट्राणां हृदयानि व्यदारयत् ।नभश्च पृथिवीं चैव तुमुलोऽभ्यनुनादयन् ॥ १९ ॥,"That sound shattered the hearts of the Dhartarashtras, and also the sky and the earth, resounding tumultuously."
20,अथ व्यवस्थितान्दृष्ट्वा धार्तराष्ट्रान्कपिध्वजः ।प्रवृत्ते शस्त्रसम्पाते धनुरुद्यम्य पाण्डवः ।हृषीकेशं तदा वाक्यमिदमाह महीपते ॥ २० ॥,"Then, seeing the Kauravas arrayed in battle order, Arjuna, the son of Pandu, raising his bow, spoke these words to Krishna, O King."
21,अर्जुन उवाचसेनयोरुभयोर्मध्ये रथं स्थापय मेऽच्युत ।यावदेतान्निरीक्षेऽहं योद्‍धुकामानवस्थितान् ॥ २१ ॥,"Arjuna said: O infallible one, please place my chariot between the two armies so that I may see those who stand here, desiring to fight."
22,कैर्मया सह योद्धव्यमस्मिन्‍रणसमुद्यमे ॥ २२ ॥,With what effort should one engage in this battle?
23,योत्स्यमानानवेक्षेऽहं य एतेऽत्र समागताः ।धार्तराष्ट्रस्य दुर्बुद्धेर्युद्धे प्रियचिकीर्षवः ॥ २३ ॥,"I see those who have assembled here, desiring to fight in the battle, out of love for the evil-minded son of Dhritarashtra."
24,सञ्जय उवाचएवमुक्तो हृषीकेशो गुडाकेशेन भारत ।सेनयोरुभयोर्मध्ये स्थापयित्वा रथोत्तमम् ॥ २४ ॥,"Sanjaya said: O Bharata, having thus been addressed by Gudakesha, Hrishikesha placed the excellent chariot in the midst of the two armies."
25,भीष्मद्रोणप्रमुखतः सर्वेषां च महीक्षिताम्  ।उवाच पार्थ पश्यैतान्समवेतान्कुरुनिति ॥ २५ ॥,"Bhishma and Drona, along with all the other warriors, said: ""O Partha, behold these assembled Kurus."""
26,तत्रापश्यत्स्थितान्पार्थः पितॄनथ पितामहान्।आचार्यान्मातुलान्भ्रातॄन्पुत्रान्पौत्रान्सखींस्तथा।श्वश‍ुरान्सुहृदश्चैव सेनयोरुभयोरपि ॥ २६ ॥,"There Arjuna could see, stationed in both armies, fathers and grandfathers, teachers, maternal uncles, brothers, sons, grandsons, friends, and also fathers-in-law and friends in both armies."
27,तान्समीक्ष्य स कौन्तेयः सर्वान्बन्धूनवस्थितान्  ।कृपया परयाविष्टो विषीदन्निदमब्रवीत् ॥ २७ ॥,"Seeing all his relatives present there, Arjuna, the son of Kunti, overwhelmed by great compassion and sorrowfully spoke these words."
28,अर्जुन उवाचदृष्ट्वेमं स्वजनं कृष्ण युयुत्सुं समुपस्थितम्  ।सीदन्ति मम गात्राणि मुखं च परिश‍ुष्यति ॥ २८ ॥,"Arjuna said: O Krishna, seeing my own kinsmen standing arrayed, eager for battle, my limbs fail and my mouth is parched."
29,वेपथुश्च शरीरे मे रोमहर्षश्च जायते ।गाण्डीवं स्रंसते हस्तात्त्वक्च‍ैव परिदह्यते ॥ २९ ॥,"Trembling arises in my body, and my hair stands on end. The Gandiva bow slips from my hand, and my skin is burning all over."
30,न च शक्न‍ोम्यवस्थातुं भ्रमतीव च मे मनः ।निमित्तानि च पश्यामि विपरीतानि केशव ॥ ३० ॥,"I am unable to stand still; my mind is unsteady. I see adverse omens, O Keshava."
31,न च श्रेयोऽनुपश्यामि हत्वा स्वजनमाहवे ।न काङ्क्षे विजयं कृष्ण न च राज्यं सुखानि च ॥ ३१ ॥,"I do not see any good in killing my own kinsmen in battle, nor do I desire victory, O Krishna, nor pleasures."
32,किं नो राज्येन गोविन्द किं भोगैर्जीवितेन वा ।येषामर्थे काङ्‍‍क्षितं नो राज्यं भोगाः सुखानि च ॥ ३२  ॥,"What is the use of a kingdom, Govinda, or pleasures, or even life itself, to us, for whose sake the kingdom, pleasures, and joys are desired?"
33,त इमेऽवस्थिता युद्धे प्राणांस्त्यक्त्वा धनानि च ।आचार्याः पितरः पुत्रास्तथैव च पितामहाः ॥ ३3॥,"Those who are situated in the battlefield, having renounced their lives and wealth, include teachers, fathers, sons, and also grandfathers."
