slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचभूय एव महाबाहो श‍ृणु मे परमं वच: ।यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया ॥ १ ॥,"The Blessed Lord said: Again, O mighty-armed Arjuna, listen to My supreme word, which I shall speak to you for your benefit and which will give you great joy."
2,न मे विदु: सुरगणा: प्रभवं न महर्षय: ।अहमादिर्हि देवानां महर्षीणां च सर्वश: ॥ २ ॥,"The gods and great sages do not know my origin, for I am the source of the gods and sages in all respects."
3,यो मामजमनादिं च वेत्ति लोकमहेश्वरम् ।असम्मूढ: स मर्त्येषु सर्वपापै: प्रमुच्यते ॥ ३ ॥,"He who knows Me as the unborn, as the supreme Lord of all worlds, he, undeluded among mortals, is freed from all sins."
4,बुद्धिर्ज्ञानमसम्मोह: क्षमा सत्यं दम: शम: ।सुखं दु:खं भवोऽभावो भयं चाभयमेव च ॥ ४ ॥,"Intelligence, knowledge, non-delusion, forgiveness, truth, control over the senses, control over the mind, pleasure, pain, birth, death, fear, and fearlessness."
5,अहिंसा समता तुष्टिस्तपो दानं यशोऽयश: ।भवन्ति भावा भूतानां मत्त एव पृथग्विधा: ॥ ५ ॥,"Non-violence, equality, contentment, penance, charity, fame and infamy - these various qualities exist in beings by nature."
6,महर्षय: सप्‍त पूर्वे चत्वारो मनवस्तथा ।मद्भ‍ावा मानसा जाता येषां लोक इमा: प्रजा: ॥ ६ ॥,"The seven great sages and four ancient Manus, who are born out of my mind, are the progenitors of this world."
7,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वत: ।सोऽविकल्पेन योगेन युज्यते नात्र संशय: ॥ ७ ॥,He who knows in truth this glory and power of Mine engages in unswerving devotion; there is no doubt about it.
8,अहं सर्वस्य प्रभवो मत्त: सर्वं प्रवर्तते ।इति मत्वा भजन्ते मां बुधा भावसमन्विता: ॥ ८ ॥,"I am the source of all; from Me everything evolves. Knowing this, the wise with deep devotion adore Me."
9,मच्च‍ित्ता मद्ग‍तप्राणा बोधयन्त: परस्परम् ।कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च ॥ ९ ॥,"With their minds fixed on Me, their life surrendered to Me, enlightening one another and always speaking of Me, they are contented and delighted."
10,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् ।ददामि बुद्धियोगं तं येन मामुपयान्ति ते ॥ १० ॥,"To those who are constantly devoted and who worship Me with love, I give the understanding by which they can come to Me."
11,तेषामेवानुकम्पार्थमहमज्ञानजं तम: ।नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता ॥ ११ ॥,"For their welfare, Arjuna, I, dwelling in their hearts, dispel the darkness born of ignorance with the luminous lamp of knowledge."
12,अर्जुन उवाचपरं ब्रह्म परं धाम पवित्रं परमं भवान् ।पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् ॥ १२ ॥,"Arjuna said: You are the Supreme Brahman, the ultimate abode, the purest, the Absolute Truth. You are the eternal, divine, original person, the unborn, the greatest."
13,आहुस्त्वामृषय: सर्वे देवर्षिर्नारदस्तथा ।असितो देवलो व्यास: स्वयं चैव ब्रवीषि मे ॥ १३ ॥,"Sages, gods, divine sages, Narada, Asita, Devala, Vyasa, and you yourself have declared this to me."
14,सर्वमेतदृतं मन्ये यन्मां वदसि केशव ।न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवा: ॥ १४ ॥,"I believe all that You have said, O Krishna; neither the gods nor the demons comprehend Your manifestation."
15,स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम ।भूतभावन भूतेश देवदेव जगत्पते ॥ १५ ॥,"You alone know yourself, O Supreme Person, O Creator of all beings, O God of gods, O Lord of the universe."
16,वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतय: ।याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि ॥ १६ ॥,"You should speak of these divine manifestations in their entirety. By these manifestations, pervading the worlds, you abide."
17,कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन् ।केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया ॥ १७ ॥,"How can I know You, always meditating on You, O Lord? In which forms and in which aspects are You to be meditated upon by me?"
18,विस्तरेणात्मनो योगं विभूतिं च जनार्दन ।भूय: कथय तृप्‍तिर्हि श‍ृण्वतो नास्ति मेऽमृतम् ॥ १८ ॥,"Please explain the following text in English:

In detail, the science of the Self, O Janardana, and also about divine manifestations. For, O listener, there is no satiety in hearing about the nectar-like words of mine."
19,श्रीभगवानुवाचहन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतय: ।प्राधान्यत: कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे ॥ १९ ॥,"The Supreme Lord said: O Arjuna, now I shall describe to you My divine manifestations, which are prominent, not all, as there is no end to their extent."
20,अहमात्मा गुडाकेश सर्वभूताशयस्थित: ।अहमादिश्च मध्यं च भूतानामन्त एव च ॥ २० ॥,"I am the Self, O Gudakesha, seated in the hearts of all creatures. I am the beginning, the middle, and the end of all beings."
21,आदित्यानामहं विष्णुर्ज्योतिषां रविरंश‍ुमान् ।मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी ॥ २१ ॥,"Among the Adityas I am Vishnu, among the luminaries I am the radiant sun. Among the Maruts I am Marichi, and among the stars I am the moon."
22,वेदानां सामवेदोऽस्मि देवानामस्मि वासव: ।इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना ॥ २२ ॥,I am the Sama Veda among the Vedas; I am Indra among the gods. I am the mind among the senses; I am consciousness in living beings.
23,रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम् ।वसूनां पावकश्चास्मि मेरु: शिखरिणामहम् ॥ २३ ॥,"Of the Rudras I am Shankara, of the Yakshas and Rakshasas I am the Lord of Wealth; of the Vasus I am Pavaka, and of the mountains I am Meru."
24,पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् ।सेनानीनामहं स्कन्द: सरसामस्मि सागर: ॥ २४ ॥,"Know Me to be the chief among the priests, O Arjuna. Among the commanders of armies, I am Skanda; and among bodies of water, I am the ocean."
25,महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् ।यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालय: ॥ २५ ॥,"Among the sages I am Bhṛgu; among words I am the one syllable. Among sacrifices I am the sacrifice of silent repetition, and among the immovable I am the Himalayas."
26,अश्वत्थ: सर्ववृक्षाणां देवर्षीणां च नारद: ।गन्धर्वाणां चित्ररथ: सिद्धानां कपिलो मुनि: ॥ २६ ॥,"The fig tree, among all trees, the celestial sage Narada, among the celestial musicians, Chitraratha, among the perfected beings, the sage Kapila."
27,उच्‍चैःश्रवसमश्वानां विद्धि माममृतोद्भ‍वम् ।ऐरावतं गजेन्द्राणां नराणां च नराधिपम् ॥ २७ ॥,"Know Me to be the king of elephants, Airavata, and among horses, the Ucchaihshravas, born of the elixir of immortality."
28,आयुधानामहं वज्रं धेनूनामस्मि कामधुक् ।प्रजनश्चास्मि कन्दर्प: सर्पाणामस्मि वासुकि: ॥ २८ ॥,"I am the thunderbolt among weapons, and the wish-fulfilling cow among cows. I am the procreator, the god of love, and I am Vasuki among snakes."
29,अनन्तश्चास्मि नागानां वरुणो यादसामहम् ।पितॄणामर्यमा चास्मि यम: संयमतामहम् ॥ २९ ॥,"Among the nagas, I am Ananta; among the aquatic beings, I am Varuna. Among the ancestors, I am Aryama; and among the controllers, I am Yama."
30,प्रह्लादश्चास्मि दैत्यानां काल: कलयतामहम् ।मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् ॥ ३० ॥,"I am Prahlada among the demons, and Time among the reckoners of time. Among animals, I am the lion, and among birds, I am Garuda."
31,पवन: पवतामस्मि राम: शस्त्रभृतामहम् ।झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी ॥ ३१ ॥,"I am the wind among the purifiers, I am Rama among the warriors, I am the crocodile among the fish, and I am the Ganges among the rivers."
32,सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन ।अध्यात्मविद्या विद्यानां वाद: प्रवदतामहम् ॥ ३२ ॥,"I am the beginning, the middle, and the end of all beings, O Arjuna. Among sciences I am the science of the Self, and I am the logic of those who debate."
33,अक्षराणामकारोऽस्मि द्वन्द्व: सामासिकस्य च ।अहमेवाक्षय: कालो धाताहं विश्वतोमुख: ॥ ३३ ॥,"I am the letter ""A"" among the alphabets and I am the dual compound of words. I am also inexhaustible time, and I am the all-devouring death."
34,मृत्यु: सर्वहरश्चाहमुद्भ‍वश्च भविष्यताम् ।कीर्ति: श्रीर्वाक्‍च नारीणां स्मृतिर्मेधा धृति: क्षमा ॥ ३४ ॥,"Death, I am the destroyer of all, and I am also the generator of the future. Fame, prosperity, speech, memory, intelligence, resolve, and forgiveness are the qualities of women."
35,बृहत्साम तथा साम्न‍ां गायत्री छन्दसामहम् ।मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकर: ॥ ३५ ॥,"I am the Gayatri meter of the great Sama mantras. I am the month of Margashirsha among the seasons, and I am the flower-bearing season of the Devas."
36,द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् ।जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् ॥ ३६ ॥,"I am gambling among cheats, and I am the brilliance of the brilliant. I am victory, I am effort, and I am the strength of the strong."
37,वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जय: ।मुनीनामप्यहं व्यास: कवीनामुशना कवि: ॥ ३७ ॥,"I am Vasudeva among the Vrishnis, Dhananjaya among the Pandavas, Vyasa among the sages, and Shuka among the poets."
38,दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् ।मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् ॥ ३८ ॥,"Punishment, I am the rod of those who punish; policy, I am the strategy of those who seek victory; silence, I am the secret of the wise; knowledge, I am the knowledge of the knowledgeable."
39,यच्च‍ापि सर्वभूतानां बीजं तदहमर्जुन ।न तदस्ति विना यत्स्यान्मया भूतं चराचरम् ॥ ३९ ॥,"And whatever seed of all beings, Arjuna, I am that. There is no being, moving or unmoving, that can exist without Me."
40,नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप ।एष तूद्देशत: प्रोक्तो विभूतेर्विस्तरो मया ॥ ४० ॥,"There is no end to my divine manifestations, Arjuna. This is just a brief description by me of the extent of my divine manifestations."
41,यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा ।तत्तदेवावगच्छ त्वं मम तेजोऽशसम्भवम् ॥ ४१ ॥,"""Whatever glorious, powerful, or brilliant you see, know it to be a manifestation of a fraction of my splendor."""
42,अथवा बहुनैतेन किं ज्ञातेन तवार्जुन ।विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् ॥ ४२ ॥,"Or what need is there for you to know all this, O Arjuna? With a single fragment of Myself I pervade and support this entire universe."
