Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: Out of compassion, you have spoken to me that supreme secret known as the knowledge of the Self. By those words, my delusion is dispelled.",0,0,0,0,0,0,0,0,0,0
"The creation and dissolution of beings have been heard by me in detail from you, O lotus-eyed one, and also about your eternal greatness.",1,0,0,0,0,0,0,0,0,0
"It is indeed as you describe yourself, O Supreme Lord. I wish to see your divine form, O Supreme Person.",0,0,1,0,0,0,0,0,0,0
"If you think that it is possible for me to see it, O Lord, O Master of Yoga, then show me Your imperishable Self.",1,0,1,0,0,0,0,0,0,0
"The Blessed Lord said: Behold, O Partha, my forms by the hundreds and thousands, of different kinds, divine, and of various colors and shapes.",0,0,1,0,0,0,0,0,0,0
"See the Adityas, Vasus, Rudras, Ashvins, and also the Maruts; behold many wonders never seen before, O Bharata.",1,0,0,0,0,0,0,0,0,0
"Behold now, O Gudakesha, the entire universe, with all its moving and non-moving entities, established in one place within my body, and also whatever else you wish to see.",1,0,0,1,0,0,0,0,0,0
But you cannot see Me with your own eyes alone. I give you divine vision; behold My majestic power of yoga.,1,0,0,0,0,0,0,0,0,1
"Sanjaya said: O King, having spoken thus, then the great Lord of Yoga, Hari, showed to Partha his supreme divine form.",0,0,0,0,0,0,0,0,0,0
"With many mouths and eyes, possessing many wondrous forms; adorned with many divine ornaments and wielding many divine uplifted weapons.",1,1,0,0,0,0,0,0,0,0
"Wearing divine garlands and garments, anointed with divine fragrances, the wondrous, infinite God with faces everywhere.",1,0,1,0,0,0,0,0,0,0
"If the radiance of a thousand suns were to arise at once in the sky, that might resemble the splendor of that great soul.",1,0,0,0,0,0,0,0,0,0
"There, within the body of the God of gods, the son of Pandu then beheld the entire universe, divided into many parts, united as one.",0,0,0,1,0,0,0,0,0,0
"Then, filled with wonder and with hair standing on end, Dhananjaya (Arjuna) bowed his head to the divine being and, with folded hands, spoke.",0,0,0,0,0,0,0,0,0,1
"Arjuna said: I see all the gods in Your body, O God, and all the various hosts of beings. I see Brahma, the Lord, seated on the lotus, and all the sages and divine serpents.",0,0,0,0,0,0,0,0,0,0
"I see you with many arms, bellies, mouths, and eyes, having infinite forms on all sides. I do not see your end, nor the middle, nor again the beginning, O Lord of the universe, O Universal Form.",0,0,0,1,0,1,0,0,0,0
"I see you with a crown, a mace, and a discus, a mass of radiance shining everywhere. You are difficult to look at from all sides, blazing like a fire and the sun, immeasurable.",0,0,0,0,0,1,0,0,0,1
"You are the imperishable, the supreme to be known; you are the ultimate repository of this universe. You are the eternal guardian of the everlasting Dharma; you are the ancient, and I consider you the Purusha (Supreme Being).",1,0,1,0,0,0,0,0,0,0
"I see You without beginning, middle, or end, with infinite power and countless arms, having the sun and the moon for Your eyes. Your mouth is blazing fire, and You are burning the entire universe with Your radiance.",1,0,0,0,0,0,0,0,0,1
"The space between heaven and earth is pervaded by you alone, and all the directions too. Having seen this wondrous and terrible form of yours, O great one, the three worlds are trembling.",0,0,0,1,0,1,0,0,0,0
"Some of these hosts of gods enter into you, and some, frightened, with joined palms, praise you. Saying ""May it be well,"" the groups of great sages and perfected beings extol you with abundant hymns.",0,0,1,0,0,0,0,0,0,0
"Rudras, Adityas, Vasus, and the Sadhyas, Vishvedevas, Ashvins, Maruts, and the Ushmapas, the hosts of Gandharvas, Yakshas, Asuras, and Siddhas all gaze upon you and are indeed amazed.",0,0,0,0,0,0,0,1,0,0
"Your form is vast, with many mouths and eyes, O mighty-armed one, with many arms, thighs, and feet, many bellies, and many terrible fangs. Seeing this, the worlds are terrified, and so am I.",0,0,0,0,0,0,0,0,0,0
"Touching the sky, blazing, with many colors, with wide open mouths and shining large eyes, seeing you, my innermost self is disturbed and I find no composure or peace, O Vishnu.",0,0,1,1,0,1,0,0,0,0
"Seeing your mouths, which are terrible with fangs and resemble the fires of destruction, I do not know the directions and do not find peace. Be gracious, O Lord of the gods, O abode of the universe.",0,0,1,0,0,0,0,0,0,0
"And all the sons of Dhritarashtra, along with the groups of kings, Bhishma, Drona, and that son of a charioteer, along with the chief warriors of our side.",0,0,0,0,0,0,1,0,0,0
"Rushing into your mouths, which are fearful and terrible with tusks, some are seen with their heads crushed, caught between your teeth.",0,0,0,0,0,0,0,0,0,1
"Just as many torrents of rivers rush towards the ocean, so do these heroes of the world of men enter Your blazing mouths.",1,0,0,0,0,0,0,0,0,1
"As moths enter into a blazing fire with great speed to their destruction, so do these worlds enter into your mouths with great speed for their destruction.",0,0,0,1,0,0,0,0,0,0
"You lick, devouring all the worlds on every side with your flaming mouths. Filling the whole universe with your radiance, your fierce rays are burning, O Vishnu.",1,0,0,0,0,0,1,0,0,0
"Tell me, who are you of formidable form? Salutations to you, O great god, be pleased. I wish to know you, the original being, for I do not understand your activity.",0,0,1,0,0,0,0,0,0,0
"The Blessed Lord said: I am Time, the great destroyer of the worlds, and I have come here to destroy all people. With the exception of you [the Pandavas], all the soldiers here on both sides will be slain.",0,0,0,1,0,0,1,0,0,0
"Therefore, stand up and attain glory. Conquer your enemies and enjoy a prosperous kingdom. These warriors have already been slain by Me; you are merely an instrument, O skillful archer.",1,0,0,0,0,0,0,0,0,0
"Drona, Bhishma, Jayadratha, Karna, and other brave warriors have been slain by me. Do not be distressed; fight, and you shall conquer your enemies in battle.",1,0,1,0,0,0,0,0,0,0
"Sanjaya said: Hearing these words of Keshava, the crowned one (Arjuna), with folded hands and trembling, bowed down with fear, and again addressed Krishna, with faltering voice, repeatedly bowing in reverence.",0,0,0,0,1,0,1,1,0,0
"Arjuna said: It is fitting, O Hrishikesha, that the world rejoices and is delighted by your glory. The demons, in fear, flee in all directions, and all the hosts of perfected beings bow down to you.",1,0,1,0,0,0,0,0,0,0
"Why should they not bow to you, O Great One, who are greater even than Brahma, the original creator? O Infinite One, Lord of the gods, abode of the universe, you are the imperishable, beyond both the manifest and the unmanifest.",0,0,1,0,0,0,1,0,0,0
"You are the original God, the ancient Person; you are the ultimate refuge of this universe. You are the knower and the object of knowledge, and the supreme abode. The universe is pervaded by you with infinite forms.",1,0,1,0,0,0,0,0,0,0
"You are the wind, Yama, fire, Varuna, the moon, Prajapati, and the great-grandfather. Salutations to you a thousand times, and again and again, salutations to you.",0,0,0,0,0,0,0,0,0,0
"Salutations to you in the front and from behind; let there be salutations to you from all sides, O all-encompassing one. You, of infinite strength and immeasurable prowess, pervade everything, therefore you are everything.",1,0,1,0,0,0,0,0,0,0
"Thinking of You as a friend, I rashly addressed You as ""O Krishna,"" ""O Yadava,"" ""O my friend,"" not knowing Your greatness. Out of negligence or affection...",0,0,0,1,0,1,1,0,0,0
"If in jest you have been disrespected while at play, rest, sitting, or dining, either alone or in the presence of others, for that, O immeasurable one, I seek your forgiveness, O Achyuta.",0,0,1,0,0,0,0,0,0,0
"You are the father of the world, of the moving and the non-moving; you are its worshipful and venerable teacher. There is none equal to you, how then could there be another greater than you in the three worlds, O being of incomparable power?",1,0,1,0,0,0,0,0,0,0
"Therefore, bowing down and prostrating my body, I seek to appease you, the worshipful Lord. As a father forgives a son, as a friend forgives a friend, as a lover forgives a beloved, so should you, O God, forgive me.",0,0,1,0,0,0,0,0,0,0
"Seeing what has never been seen before, I am delighted, yet my mind is also disturbed with fear. Show me that form, O God, be gracious, O Lord of the gods, O abode of the universe.",0,0,1,0,0,0,0,0,0,0
"I wish to see You with a crown, holding a mace and a discus in Your hand; O thousand-armed, O universal form, appear in that same four-armed form.",1,0,0,0,0,0,0,0,0,1
"The Blessed Lord said: O Arjuna, by My grace, I have shown you this supreme form, radiant, universal, infinite, and primeval, which no one other than you has seen before.",1,0,0,0,0,0,0,0,0,0
"In this human world, I cannot be seen in this form by anyone other than you, O best of the Kurus, by means of the Vedas, sacrifices, study, charity, rituals, or severe austerities.",0,0,1,0,0,1,0,0,0,0
"Let there be no distress or bewilderment in you on seeing this terrible form of mine. Be free from fear, with a cheerful mind, behold once again this same form of mine.",1,0,1,0,0,0,0,0,0,0
"Sanjaya said: Having spoken thus to Arjuna, Vasudeva (Krishna) once again showed his own form; and the great-souled one, assuming once more a gentle appearance, consoled the terrified one.",0,0,0,0,0,0,0,0,0,0
"Arjuna said: Seeing this gentle human form of Yours, O Janardana, I am now composed and restored to my nature.",1,0,0,0,0,0,0,0,0,1
The Blessed Lord said: This form of Mine that you have seen is very difficult to behold. Even the gods are always eager to see this form.,0,0,0,0,0,0,0,0,0,0
"I am not to be seen in this form through the Vedas, nor through austerities, nor by gifts, nor by sacrifices, as you have seen me.",0,0,0,1,0,1,0,0,0,0
"By unwavering devotion, I can be known, seen in reality, and entered into, O Arjuna, scorcher of foes.",1,0,1,0,0,0,0,0,0,0
