Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: I shall now declare to you, who do not envy, this most secret knowledge combined with realization, knowing which you shall be free from evil.",1,0,1,0,0,0,0,0,0,0
"The king of sciences, the king of secrets, this is the supreme purifier. It is directly perceptible, righteous, easy to practice, and imperishable.",1,0,0,0,0,0,1,0,0,0
"Men who lack faith in this dharma, O Parantapa, not attaining Me, return to the path of death and rebirth.",0,0,1,1,0,0,0,0,0,0
"By Me, all this world is pervaded in My unmanifest form. All beings are in Me, but I am not in them.",0,0,0,1,0,1,0,0,0,0
"The beings are not in Me; behold My divine yoga. Supporting the beings, yet not dwelling in them, My Self is the origin of beings.",1,0,0,1,0,0,0,0,0,0
"Just as the great wind, always existing in space, moves everywhere, so too, consider all beings as existing in Me.",1,0,0,1,0,0,0,0,0,0
"All beings, O Kaunteya, merge into My nature at the end of a cycle. At the beginning of the next cycle, I send them forth again.",1,0,0,0,0,0,0,0,0,1
"Relying on My own nature, I send forth again and again this entire multitude of beings, which is helpless under the control of nature.",1,0,0,0,0,0,0,0,0,0
"Those actions do not bind me, O Dhananjaya, as I remain indifferent and unattached to those actions.",0,0,0,1,0,1,1,0,0,0
"Under My supervision, nature gives birth to both the moving and the non-moving; because of this, O son of Kunti, the world revolves.",1,0,0,0,0,0,0,0,0,0
"The deluded disregard Me when I take on a human form, not knowing My supreme nature as the great Lord of beings.",0,0,0,1,0,1,1,0,0,1
"With vain hopes, vain actions, and vain knowledge, senseless, they are possessed of the deluding nature of demons and fiends.",0,0,0,1,0,0,1,0,0,0
"The great souls, O Partha, who take refuge in the divine nature, worship Me with an undistracted mind, knowing Me as the imperishable origin of all beings.",0,0,1,0,0,0,0,0,0,0
"Constantly glorifying Me, striving with firm resolve, and bowing down to Me with devotion, they worship Me, ever steadfast.",1,0,1,0,0,0,0,0,0,0
"Others, engaging in the sacrifice of knowledge, worship Me as the one, the manifold, and the all-faced.",0,0,0,0,0,0,1,0,0,0
"I am the ritual, I am the sacrifice; I am the offering, I am the herb. I am the mantra, I am the clarified butter, I am the fire, I am the oblation.",1,0,0,0,0,0,0,0,0,1
"I am the father of this world, the mother, the supporter, and the grandfather. I am the object of knowledge, the purifier, the syllable Om, and also the Rig, Sama, and Yajur Vedas.",1,0,0,0,0,0,1,0,0,0
"The goal, the supporter, the lord, the witness, the abode, the refuge, the friend, the origin, the dissolution, the foundation, the treasure, the imperishable seed.",1,0,1,0,0,0,0,0,0,0
"I give heat, I withhold and send forth the rain. I am immortality and also death; I am being and non-being, O Arjuna.",0,0,0,1,0,1,0,0,0,1
"Those who are versed in the three Vedas, drinkers of soma, purified of sins, worship Me with sacrifices and seek the path to heaven. They, having attained the merit, enjoy the divine pleasures of the gods in the heavenly realm of Indra.",0,0,1,0,0,0,0,0,0,0
"They, having enjoyed the vast heavenly world, enter the mortal world when their merit is exhausted. Thus, those who follow the threefold path and desire pleasures attain the cycle of coming and going.",1,0,0,0,0,0,0,0,0,0
"Those who, meditating on Me with undivided attention, worship Me, to them who are ever devoted, I carry what they lack and preserve what they have.",1,0,1,0,0,0,0,0,0,0
"Even those who are devotees of other deities and worship them with faith, they also actually worship Me, O Kaunteya, but in an improper way.",0,0,0,0,0,1,1,0,0,0
I am indeed the enjoyer and the lord of all sacrifices. But those who do not recognize Me in truth fall away.,0,0,0,1,0,1,1,0,0,0
Those who are devoted to the gods go to the gods; those who are devoted to the ancestors go to the ancestors; those who worship spirits go to the spirits; and those who worship Me come to Me.,0,0,0,1,0,0,1,0,0,0
"A leaf, a flower, a fruit, or water—whoever offers to Me with devotion, I accept that devout offering from the pure-hearted.",1,0,1,0,0,0,0,0,0,0
"Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give, whatever austerity you perform, O son of Kunti, do that as an offering to Me.",1,0,1,0,0,0,1,0,0,0
"By experiencing the results of good and bad actions in this way, you shall be freed from the bonds of karma. With a mind united in the yoga of renunciation, you shall be liberated and reach Me.",1,0,0,0,0,0,0,0,0,0
"I am equal to all beings; there is none hateful or dear to me. But those who worship me with devotion, they are in me, and I am also in them.",0,0,0,0,0,1,0,0,0,0
"Even if a person of very bad conduct worships Me with unwavering devotion, he should be regarded as righteous, for he has rightly resolved.",1,0,1,0,0,0,0,0,0,0
"Quickly he becomes righteous and attains eternal peace. O son of Kunti, declare it boldly that my devotee never perishes.",1,0,1,0,0,0,0,0,0,0
"For those who take refuge in Me, O Partha, even if they are born of sinful origins—women, Vaishyas, and Shudras—they too attain the supreme goal.",1,0,1,0,0,1,1,0,0,0
"What to say of the virtuous Brahmins and devoted royal sages? Having come to this transient and joyless world, worship Me.",1,0,1,0,0,0,0,0,0,0
"With your mind fixed on Me, become My devotee, offer sacrifices to Me, and bow down to Me. Thus, having united your self with Me as the Supreme Goal, you will come to Me alone.",1,0,0,0,0,0,0,0,0,0
