Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: I shall again declare the supreme knowledge among all knowledge, by knowing which all the sages have attained the highest perfection.",0,0,1,0,0,0,0,0,0,0
"Taking refuge in this knowledge, they attain similarity with me. Even at the time of creation, they are not born, nor do they suffer at the time of dissolution.",0,0,0,1,0,1,0,0,0,0
"My womb is the great Brahman; in that I place the seed. From that, O Bharata, is the birth of all beings.",1,0,1,0,0,0,0,0,0,0
"In all forms that are born, O Kaunteya, the great Brahma is the womb, and I am the seed-giving father.",1,0,1,0,0,0,0,0,0,0
"Sattva, rajas, and tamas—these qualities born of nature—bind the imperishable soul to the body, O mighty-armed one.",1,0,0,0,0,0,0,0,0,0
"There, purity being illuminating and free from ailment, binds through attachment to happiness and attachment to knowledge, O sinless one.",1,0,1,0,0,0,0,0,0,0
"Know that rajas is of the nature of passion, arising from desire and attachment. It binds the embodied being, O Kaunteya, through attachment to action.",1,0,0,0,0,0,0,0,0,0
"Know that the darkness born of ignorance is delusion for all embodied beings. It binds, O Bharata, through negligence, laziness, and sleep.",0,0,1,1,0,1,1,0,0,0
"Goodness binds one to happiness, passion to action, O Bharata, while darkness, covering knowledge, binds one to negligence.",0,0,1,1,0,0,0,0,0,0
"Overcoming rajas and tamas, sattva prevails, O Bharata. Rajas overcomes sattva and tamas, and tamas overcomes sattva and rajas as well.",1,0,0,0,0,0,0,0,0,0
"When light arises in all the gates of this body, then one should know that knowledge has increased, and that goodness (sattva) is predominant.",1,0,1,0,0,0,0,0,0,0
"Greed, activity, the initiation of actions, restlessness, and desire arise when passion (rajas) is predominant, O best of the Bharatas.",0,0,0,0,0,0,1,0,0,0
"Darkness, inactivity, negligence, and delusion arise when ignorance is predominant, O descendant of Kuru.",0,0,0,1,0,1,1,0,0,0
"When the embodied one meets dissolution while sattva is predominant, then he attains the spotless worlds of those who know the highest.",0,0,0,1,0,1,0,0,0,0
"Attaining dissolution in rajas, one is born among those attached to action; similarly, when dissolved in tamas, one is born in the wombs of the deluded.",0,0,0,1,0,1,1,0,0,0
"The fruit of a good deed is said to be pure and sattvic; the fruit of rajas is pain, and the fruit of tamas is ignorance.",0,0,0,1,0,1,1,0,0,0
"From sattva arises knowledge, and from rajas, greed indeed; negligence and delusion arise from tamas, as well as ignorance.",0,0,0,1,0,0,1,0,0,0
Those situated in the mode of goodness rise upward; those in the mode of passion remain in the middle; and those in the mode of ignorance go downward.,0,0,0,1,0,0,1,0,0,0
"When the seer perceives no doer other than the qualities and knows what is beyond the qualities, he attains My being.",1,0,0,0,0,0,0,0,0,0
"Transcending these three qualities that arise from the body, the embodied one is freed from the sufferings of birth, death, and old age, and attains immortality.",1,0,0,0,0,0,0,0,0,0
"Arjuna said: By what characteristics is one who has transcended these three modes recognized, O Lord? What is his conduct, and how does he transcend these three modes?",0,0,0,0,0,0,1,0,0,0
"The Blessed Lord said: The one who neither hates illumination, activity, and delusion when they arise, nor desires them when they cease, O Pandava.",0,0,1,0,0,0,1,0,0,0
"Indifferent and unattached, one who is not disturbed by the qualities, who remains steady, knowing that the qualities are active, does not waver.",1,0,1,0,0,1,0,0,0,0
"One who is balanced in joy and sorrow, self-controlled, views a clod of earth, a stone, and gold as the same; who is equal towards the pleasant and the unpleasant, enduring, and equal in praise and blame.",0,0,0,1,0,1,1,0,0,0
"One who is equal in honor and dishonor, equal towards friend and foe, and who has abandoned all undertakings, is said to be transcendent of the modes of nature.",1,0,0,0,0,0,1,0,0,0
"He who worships Me with unwavering devotion through the yoga of devotion, transcends these qualities and becomes eligible for becoming one with Brahman.",1,0,1,0,0,0,0,0,0,0
"I am indeed the foundation of Brahman, of immortality and the imperishable, of eternal dharma, and of absolute bliss.",1,0,0,0,0,0,0,0,0,0
