Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: Those devotees who, ever steadfast, thus worship You, and those who worship the imperishable and the unmanifested — which of them are better versed in Yoga?",0,0,0,1,0,0,1,0,0,0
"The Blessed Lord said: Those who, having fixed their mind on Me, worship Me, ever steadfast and endowed with supreme faith, are considered by Me to be the most united in yoga.",0,0,1,0,0,0,0,0,0,0
"Those who worship the imperishable, indefinable, unmanifest, all-pervading, inconceivable, unchanging, immovable, and eternal...",0,0,0,1,0,1,1,0,0,0
"Having restrained all the senses, being of even mind everywhere, they, devoted to the welfare of all beings, attain Me alone.",1,0,1,0,0,0,0,0,0,0
The difficulty is greater for those whose minds are attached to the unmanifest; for the goal of the unmanifest is attained with suffering by the embodied.,0,0,0,1,0,1,0,0,0,0
"Those who, dedicating all actions to Me, regarding Me as the Supreme, meditate on Me with exclusive devotion through undivided yoga, they worship Me.",0,0,1,0,0,0,0,0,0,0
"I am the deliverer from the ocean of death and rebirth for those whose minds are absorbed in Me, O Partha, and I become so without delay.",1,0,1,0,0,0,0,0,0,0
"Fix your mind on Me alone, place your intellect in Me; thereafter you will dwell in Me alone, without doubt.",1,0,0,1,0,0,0,0,0,0
"If you are unable to fix your mind steadily on Me, then seek to attain Me through the practice of yoga, O Dhananjaya (Arjuna).",1,0,1,0,0,0,0,0,0,0
"If you are unable to practice, be intent on performing actions for me. By performing actions for my sake, you will attain perfection.",1,0,0,0,0,0,0,0,0,0
"If you are unable to do even this, then taking refuge in union with Me, renounce the fruits of all actions with a controlled mind.",1,0,0,0,0,0,0,0,0,0
"Better indeed is knowledge than practice; than knowledge, meditation is more esteemed. Than meditation, the renunciation of the fruits of actions; after renunciation, peace follows immediately.",1,0,0,0,0,0,0,0,0,0
"Non-envious towards all beings, friendly and compassionate, free from attachment and ego, even-minded in pain and pleasure, forgiving.",1,0,0,0,0,0,0,0,0,0
"The one who is content, constantly practicing yoga, self-controlled, with firm determination, whose mind and intellect are dedicated to me, such a devotee is dear to me.",1,1,0,0,0,0,0,0,0,0
"He by whom the world is not disturbed and who is not disturbed by the world, who is free from joy, anger, fear, and anxiety, he is dear to Me.",1,0,1,0,0,0,0,0,0,0
"Free from desires, pure, skilled, impartial, free from distress, and renouncing all undertakings—such a devotee of mine is dear to me.",1,0,0,0,0,0,0,0,0,0
"He who neither rejoices nor hates, neither grieves nor desires, who renounces both good and evil, full of devotion, he is dear to Me.",1,0,1,0,0,0,0,0,0,0
"The same in enemy and friend, and also in honor and dishonor; the same in cold, heat, pleasure, and pain; free from attachment.",1,0,0,0,0,0,0,0,0,0
"A person who is equanimous in praise and blame, silent, content with anything, without attachment to a home, firm in mind, and full of devotion is dear to me.",1,0,1,0,0,0,0,0,0,0
"Those who, with faith and devotion, follow this nectar of righteousness as declared, making Me their supreme goal, are exceedingly dear to Me.",1,1,0,0,0,0,0,0,0,0
