Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: They speak of the eternal Ashvattha tree with its roots above and branches below, whose leaves are the Vedas; he who knows this tree is the knower of the Vedas.",0,0,0,0,0,0,0,0,0,0
"Below and above spread its branches, nourished by the qualities, with sense objects as its shoots. Below in the human world, its roots are extended, binding through actions.",1,0,0,0,0,0,0,0,0,0
"The form of this tree is not perceived here, nor its end, nor its beginning, nor its foundation. Having cut down this firmly rooted Ashvattha tree with the strong weapon of detachment...",1,0,0,0,0,0,0,0,0,0
"Then, that state should be sought, having attained which they do not return again. To that primeval Person, from whom the ancient activity has spread forth, I seek refuge.",0,0,1,0,0,1,0,0,0,0
"Free from pride and delusion, having conquered the evils of attachment, ever dwelling in the Self, their desires having completely ceased, liberated from the dualities known as pleasure and pain, the undeluded attain that imperishable state.",1,0,0,0,0,0,0,0,0,0
"The sun does not illuminate that, nor the moon, nor the fire. That is my supreme abode, having gone to which they do not return.",0,0,0,1,0,1,0,0,0,0
"An eternal portion of Myself becomes the individual soul in the living world, drawing to itself the mind and the six senses, which rest in nature.",1,0,0,0,0,0,0,0,0,0
"When the soul acquires a body and when it leaves it, it takes these with it, like the wind carrying scents from their sources.",0,0,0,1,0,0,0,0,0,1
"Ears, eyes, touch, taste, and smell, and also the mind; this (the self) engages with objects through them.",1,0,0,0,0,0,0,0,0,0
"The deluded do not see the soul when it departs, resides, or enjoys, endowed with qualities. But those with the eye of knowledge see.",0,0,0,1,0,1,1,0,0,0
"The striving yogis perceive him established in themselves, but those whose minds are not cultivated, even though striving, do not perceive him.",0,0,0,1,0,1,1,0,0,0
"The light that is in the sun, which illumines the whole world, and that which is in the moon and in the fire, know that light to be Mine.",1,0,1,0,0,0,0,0,0,0
"I enter the earth and support all beings with my energy; becoming the nourishing moon, I nourish all plants with sap.",1,0,0,0,0,0,0,0,0,0
"Becoming the universal fire, I reside in the bodies of living beings. United with the life-breaths, I digest the four kinds of food.",1,0,0,0,0,0,0,0,0,1
"I am seated in the hearts of all. From Me come memory, knowledge, and their removal. I am indeed to be known by all the Vedas. I am the creator of the Vedanta, and I am the knower of the Vedas.",1,0,1,0,0,0,0,0,0,0
"In this world, there are two kinds of beings: the perishable and the imperishable. The perishable includes all creatures, while the imperishable is called the unchanging.",0,0,0,1,0,0,1,0,0,1
"The Supreme Person is said to be another, the Supreme Self, who, entering the three worlds, sustains them, the imperishable Lord.",1,0,1,0,0,0,0,0,0,0
"Since I transcend the perishable and am even higher than the imperishable, I am celebrated in the world and in the Vedas as the Supreme Person (Purushottama).",1,0,1,0,0,0,0,0,0,0
"He who knows Me as the Supreme Person without doubt, he knows everything and worships Me with all his being, O Bharata.",1,0,1,0,0,0,0,0,0,0
"This most secret teaching has been declared by me, O sinless one. By understanding this, one will become wise and fulfilled, O Bharata.",1,0,1,0,0,0,0,0,0,0
