Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: I wish to understand Prakriti (nature) and Purusha (spirit), the field and the knower of the field, as well as knowledge and that which is to be known, O Keshava.",1,0,0,0,0,0,0,0,0,0
"The Blessed Lord said: This body, O son of Kunti, is called the field. He who knows this is called the knower of the field by those who know.",0,0,1,0,0,0,0,0,0,0
"Know that I am also the knower of the field in all fields, O Bharata. The knowledge of the field and the knower of the field is considered by Me to be true knowledge.",1,0,0,0,0,0,0,0,0,0
"The field, what it is, what it is like, what are its modifications, from what it is, and who he is, and what his powers are, hear that from me in brief.",1,0,0,0,0,0,0,0,0,0
"Sung in many ways by the sages, distinguished by various meters, and also determined by the Brahma Sutras with reasoned words.",1,0,0,0,0,0,0,0,0,0
"The great elements, ego, intellect, and also the unmanifest; the ten senses and the one (mind), and the five objects of the senses.",0,0,0,1,0,1,0,0,0,0
"Desire, aversion, pleasure, pain, the aggregate, consciousness, firmness—this is briefly described as the field with its modifications.",0,0,0,1,0,1,0,0,0,0
"Humility, non-pretentiousness, non-violence, forgiveness, straightforwardness, service to the teacher, purity, steadfastness, self-control.",1,0,0,0,0,0,0,0,0,0
"Detachment from sense objects, absence of egoism, and constant perception of the evils of birth, death, old age, and disease.",1,0,0,0,0,0,0,0,0,0
"Non-attachment and absence of clinging to son, wife, home, and the like; and constant equanimity of mind in the occurrence of the desirable and the undesirable.",0,0,0,0,0,1,0,0,0,0
"""And unwavering devotion to Me with exclusive yoga; inclination towards solitude and disinterest in the company of people.""",1,0,0,0,0,0,0,0,0,0
The constant engagement in spiritual knowledge and the vision of the purpose of true knowledge—this is declared to be knowledge; what is contrary to this is ignorance.,0,0,0,1,0,0,1,0,0,0
"I shall declare that which is to be known, knowing which one attains immortality. It is the beginningless supreme Brahman, which is said to be neither existent nor non-existent.",1,0,0,0,0,0,0,0,0,0
"Everywhere are His hands and feet, His eyes, heads, and faces; His ears are everywhere in the world. He pervades all things.",0,0,0,0,0,0,1,0,0,0
"The one who is the perceiver of all sense-objects, yet devoid of all senses; unattached, yet supporting all; beyond the qualities, yet the experiencer of the qualities.",0,0,0,1,0,1,1,0,0,0
"It is outside and inside all beings, and it is immovable and also movable. Because of its subtlety, it is unknowable. It is far and also near. (Verse 16)",0,0,0,1,0,1,1,0,0,0
"Undivided in beings, yet as if divided; that which is to be known as the supporter of beings, the devourer, and the creator.",0,0,0,1,0,0,1,0,0,0
"The light of all lights, it is said to be beyond darkness. It is knowledge, the object of knowledge, and the goal of knowledge, situated in the heart of everyone.",1,0,0,0,0,0,0,0,0,0
"Thus, the field, knowledge, and the knowable have been briefly described. My devotee, understanding this, becomes fit to attain my nature.",1,0,0,0,0,0,0,0,0,0
Know that both Prakriti (nature) and Purusha (the spirit) are without beginning; and know also that all modifications and qualities arise from Prakriti.,1,0,1,0,0,0,0,0,0,0
"Nature is said to be the cause of the agency of action and effect, while the soul is said to be the cause of experiencing pleasure and pain.",0,0,0,1,0,1,1,0,0,0
The person situated in nature experiences the qualities born of nature. The attachment to the qualities is the cause of his birth in good and evil wombs.,0,0,0,1,0,1,0,0,0,0
"The Supreme Soul in this body is also called the overseer, the permitter, the supporter, the enjoyer, the great Lord, and the Supreme Self.",1,0,1,0,0,0,0,0,0,0
"He who knows the Purusha (Self) and Prakriti (Nature) along with the Gunas (qualities), though he may be engaged in any kind of activity, is not born again.",0,0,0,1,0,1,1,0,0,0
"Some perceive the self within themselves through meditation, others through the path of knowledge, and others through the path of action.",1,0,0,0,0,0,0,0,0,0
"Others, however, not knowing this, hear from others and worship. They too, transcend death, being devoted to what they have heard.",1,0,1,0,0,0,0,0,0,0
"Whatever being, whether stationary or moving, is born, know it to be from the union of the field and the knower of the field, O best of the Bharatas. (Verse 27)",1,0,1,0,0,0,0,0,0,0
"He who sees the Supreme Lord abiding equally in all beings, the imperishable amidst the perishing, truly sees.",0,0,1,0,0,0,0,0,0,0
"Seeing the same Lord equally present everywhere, he does not harm himself by himself, and thereby attains the supreme goal.",1,0,1,0,0,0,0,0,0,0
"One who sees that all actions are performed by nature alone, and thus sees the self as non-doer, truly sees.",0,0,0,1,0,1,1,0,0,0
"When one perceives the diverse existence of beings as rooted in the One, and their expansion from that very source, then one attains Brahman.",1,0,0,1,0,0,0,0,0,0
"Due to being without beginning and devoid of qualities, this Supreme Self is imperishable. Though residing in the body, O son of Kunti, it neither acts nor is tainted.",0,0,0,1,0,1,1,0,0,0
"Just as the all-pervading space is not tainted because of its subtlety, so too the soul, present everywhere in the body, is not tainted.",1,0,0,0,0,0,0,0,0,0
"Just as the one sun illuminates this entire world, O Bharata, so does the knower of the field illuminate the entire field.",0,0,0,0,0,0,1,0,0,0
"Those who understand the distinction between the field and the knower of the field through the eye of knowledge, and who also understand the liberation from the nature of beings, they attain the supreme.",1,0,1,0,0,0,0,0,0,0
