Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
The Blessed Lord said: I taught this imperishable yoga to Vivasvan; Vivasvan taught it to Manu; Manu in turn taught it to Ikshvaku.,0,0,0,0,0,0,0,0,0,1
"Thus, this knowledge was received through tradition by royal sages. But over time, this yoga was lost, O Arjuna.",0,0,0,1,0,1,1,0,0,0
"That same ancient yoga has been taught by me to you today, for you are my devotee and friend; this is the supreme secret.",1,0,0,0,0,0,0,0,0,0
"Arjuna said: Your birth was later, and the birth of Vivasvan (the sun god) was earlier. How am I to understand that you instructed him in the beginning?",0,0,0,0,0,0,1,0,0,0
"The Blessed Lord said: Many births of Mine have passed, as well as yours, O Arjuna. I know them all, but you do not, O scorcher of foes.",0,0,0,1,0,0,1,0,0,0
"Unborn and imperishable, and though I am the Lord of all beings, yet by presiding over my own nature, I manifest myself through my own power.",1,0,1,0,0,0,1,0,0,0
"Whenever there is a decline in righteousness and an increase in unrighteousness, O Bharata, at that time I manifest Myself.",0,0,0,1,0,1,1,0,0,0
"For the protection of the good, for the destruction of the wicked, and for the establishment of righteousness, I manifest myself in every age.",1,0,1,0,0,0,0,0,0,0
"One who knows in truth My divine birth and activities, upon leaving the body, does not take birth again but attains Me, O Arjuna.",0,0,1,0,0,0,0,0,0,0
"Free from attachment, fear, and anger, absorbed in me, taking refuge in me, many, purified by the austerity of knowledge, have attained my state.",1,0,1,0,0,1,0,0,0,0
"In whatever way people approach Me, in that same way do I reciprocate with them. Everyone follows My path in all respects, O Arjuna.",1,0,0,0,0,0,0,0,0,0
"Desiring success in actions, people worship the deities in this world, for success born of action is quickly achieved in the human world.",1,0,1,0,0,0,0,0,0,0
"The fourfold division of society was created by Me according to the differentiation of qualities and activities. Although I am the creator of this system, know Me to be the non-doer and eternal.",0,0,0,1,0,1,1,0,0,0
"Actions do not taint me, nor do I have a desire for the fruits of actions. One who knows me in this way is not bound by actions.",1,0,0,1,0,1,0,0,0,0
"Knowing thus, actions were performed by the ancient seekers of liberation. Therefore, you too should perform actions, as were done by the ancients in earlier times.",1,0,0,0,0,0,1,0,0,0
"What is action and what is inaction? Even the wise are confused about this. I shall explain to you what action is, knowing which you shall be freed from all misfortune.",0,0,0,1,0,0,0,0,0,1
