Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: Once again, O mighty-armed one, listen to My supreme word, which I shall speak to you who are beloved, desiring your welfare.",0,0,1,0,0,0,0,0,0,0
Neither the hosts of gods nor the great sages know My origin; for I am the source of the gods and the great sages in every way.,0,0,0,0,0,0,0,0,0,0
"He who knows Me as unborn and without beginning, as the great Lord of the worlds, is undeluded among mortals and is freed from all sins.",1,0,1,0,0,0,0,0,0,0
"Intelligence, knowledge, non-delusion, forgiveness, truth, self-restraint, calmness, happiness, sorrow, existence, non-existence, fear, and also fearlessness.",1,0,0,0,0,0,0,0,0,0
"Non-violence, equanimity, contentment, austerity, charity, fame, and infamy — these various qualities of beings arise from Me alone.",1,0,0,0,0,0,0,0,0,0
"The great sages, the seven ancient ones, and the four Manus, who are my mind-born progeny, from whom all these creatures in the world have descended.",1,0,0,0,0,0,0,0,0,1
He who truly understands this divine glory and power of Mine is united with unwavering yoga; there is no doubt about it.,1,0,0,0,0,0,0,0,0,0
"I am the origin of everything; from Me, everything emanates. Understanding this, the wise, endowed with devotion, worship Me.",1,0,1,0,0,0,0,0,0,0
"With their minds fixed on Me, their lives devoted to Me, enlightening one another, and always speaking of Me, they are satisfied and delighted.",1,0,0,0,0,0,0,0,0,0
"To those who are constantly devoted and who worship with love, I give the understanding by which they come to Me.",1,0,1,0,0,0,0,0,0,0
"Out of compassion for them, I, dwelling within their hearts, destroy the darkness born of ignorance with the shining lamp of knowledge.",1,0,1,0,0,0,0,0,0,0
"Arjuna said: You are the Supreme Brahman, the ultimate abode, the most sacred, the eternal divine Person, the primal God, unborn and all-pervading.",0,0,0,0,0,0,1,0,0,0
"All the sages say this of you, as does the divine sage Narada, as well as Asita, Devala, and Vyasa; and you yourself tell me this.",0,0,0,0,0,0,1,0,0,0
"I consider all that you say to me as true, O Keshava. Indeed, neither the gods nor the demons know your manifestation, O Lord.",0,0,1,1,0,0,1,0,0,0
"You alone know yourself by yourself, O Supreme Person, O source of all beings, lord of all beings, God of gods, ruler of the universe.",1,0,1,0,0,0,0,0,0,0
"You should completely describe your divine glories, by which you pervade all these worlds.",1,0,1,0,0,0,0,0,0,0
"How should I, always meditating on you, understand you as a yogi? In which aspects or forms should I think of you, O Lord?",0,0,1,1,0,0,1,0,0,0
"O Janardana, describe in detail your yoga and divine glories again. I am not satisfied with hearing your nectar-like words.",0,0,0,1,0,1,1,0,0,1
"The Blessed Lord said: Certainly, I will tell you of My divine glories, O best of the Kurus, but only the principal ones, for there is no end to My vastness.",0,0,1,1,0,1,0,0,0,0
"I am the Self, O Gudakesha, seated in the hearts of all creatures. I am the beginning, the middle, and the end of all beings.",1,0,1,1,0,1,0,0,0,0
"Of the Ādityas, I am Viṣṇu; of the luminaries, I am the radiant sun; of the Maruts, I am Marīci; of the constellations, I am the moon.",0,0,0,0,0,0,0,0,0,1
"Of the Vedas, I am the Sama Veda; of the gods, I am Vasava (Indra). Of the senses, I am the mind; and of living beings, I am consciousness.",0,0,0,0,0,0,0,0,0,1
"Among the Rudras, I am Shankara (Shiva); among the Yakshas and Rakshasas, I am the Lord of Wealth (Kubera). Among the Vasus, I am Pavaka (Agni); and among the mountains, I am Meru.",0,0,0,0,0,0,0,0,0,1
"Know me, O Partha, to be the chief among priests, Brihaspati. Of commanders, I am Skanda; of bodies of water, I am the ocean.",0,0,0,0,0,0,1,0,0,0
"Among the great sages, I am Bhrigu; among words, I am the single syllable 'Om'. Among sacrifices, I am the sacrifice of silent repetition (japa); among immovable things, I am the Himalayas.",1,0,0,0,0,0,0,0,0,1
"Among all trees, I am the Ashvattha (sacred fig tree); among divine sages, I am Narada; among Gandharvas, I am Chitraratha; and among perfected beings, I am the sage Kapila.",0,0,0,0,0,0,0,0,0,1
"Among horses, know me to be Ucchaihshravas, born of nectar; among lordly elephants, Airavata; and among men, the king.",1,0,0,0,0,0,0,0,0,0
"Of weapons, I am the thunderbolt; of cows, I am the wish-fulfilling cow (Kamadhuk). Of causes of procreation, I am Kandarpa (the god of love); of serpents, I am Vasuki.",1,0,0,0,0,0,0,0,0,1
"Of the serpents, I am Ananta; of aquatic beings, I am Varuna. Of the ancestors, I am Aryaman; of those who enforce discipline, I am Yama.",0,0,0,0,0,0,1,0,0,1
"Of the Daityas, I am Prahlada; of reckoners, I am Time. Among beasts, I am the lion; among birds, I am Garuda.",0,0,0,0,0,0,0,0,0,1
"Of the purifiers, I am the wind; of the wielders of weapons, I am Rama; of the fishes, I am the makara; of the rivers, I am the Ganges.",0,0,0,0,0,0,0,0,0,1
"Of creations, I am the beginning, the end, and also the middle, O Arjuna. Of sciences, I am the knowledge of the self, and of those who debate, I am the reasoning.",0,0,0,1,0,0,1,0,0,0
"Among letters, I am the letter A, and among compounds, I am the dual. I am the imperishable time; I am the dispenser, facing all directions.",0,0,0,0,0,0,1,0,0,1
"I am death, the all-devouring, and I am the origin of future beings. Among women, I am fame, prosperity, speech, memory, intelligence, fortitude, and patience.",1,0,0,0,0,0,0,0,0,0
"Of the hymns of the Sama Veda, I am the Brihat-Saman; of meters, I am Gayatri. Of months, I am Margashirsha; of seasons, I am the season of flowers (spring).",0,0,0,0,0,0,1,0,0,1
"I am the gambling of the deceitful, I am the splendor of the splendid; I am victory, I am effort, I am the goodness of the good.",1,0,0,0,0,0,1,0,0,0
"Of the Vrishnis, I am Vasudeva; of the Pandavas, I am Dhananjaya (Arjuna). Among the sages, I am Vyasa; among the poets, I am Ushanas, the poet.",0,0,0,0,0,0,1,0,0,1
"I am the rod of those who discipline, I am the policy of those who seek victory. I am also silence among secrets, and I am knowledge among the knowledgeable.",1,0,0,0,0,0,1,0,0,0
"And whatever is the seed of all beings, that am I, O Arjuna. There is no being, moving or unmoving, that can exist without Me.",0,0,0,1,0,1,1,0,0,0
"There is no end to My divine manifestations, O conqueror of foes. What I have spoken is only a mere indication of My infinite opulences.",0,0,0,1,0,1,1,0,0,0
"Whatever being is endowed with glory, prosperity, or power, know that it arises from a fraction of my splendor.",1,0,1,0,0,0,0,0,0,0
"Or what need is there, Arjuna, for all this detailed knowledge? I stand sustaining this entire universe with a single fragment of myself.",1,0,0,1,0,1,0,0,0,0
