Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: If you consider knowledge superior to action, O Janardana, then why do you engage me in this terrible action, O Keshava?",0,0,0,1,0,0,1,0,0,0
"With seemingly confused words, you seem to bewilder my understanding. Therefore, tell me decisively one thing by which I may attain welfare.",1,0,0,1,0,0,0,0,0,0
"The Blessed Lord said: In this world, there is a twofold path, as I have declared before, O sinless one: the path of knowledge for the Sankhyas and the path of action for the Yogis.",0,0,1,0,0,0,1,0,0,0
"A person does not attain freedom from action by abstaining from work, nor does he achieve perfection merely by renunciation.",0,0,0,1,0,1,1,0,0,0
"Indeed, no one ever remains even for a moment without performing action; everyone is driven to action, helplessly, by the qualities born of nature.",1,0,0,1,0,0,0,0,0,0
"One who restrains the organs of action but whose mind dwells on sense objects, such a deluded person is called a hypocrite.",0,0,0,0,0,0,1,0,0,0
"He who, controlling the senses by the mind, O Arjuna, engages in the yoga of action with the organs of action, without attachment, excels.",1,0,0,0,0,0,1,0,0,0
"Perform your prescribed duties, for action is better than inaction. Even the maintenance of the body would not be possible without action.",1,0,0,0,0,0,0,0,0,0
"Apart from action performed for the sake of sacrifice, this world is bound by action. Therefore, O Kaunteya (Arjuna), perform action for that purpose alone, free from attachment.",1,0,1,0,0,0,0,0,0,0
"Having created mankind along with sacrifices, Prajapati (the Creator) said in the beginning: ""By this (sacrifice) shall you prosper; let this be the milker of your desires.""",1,0,1,0,0,0,0,0,0,0
"Nourish the gods with this, and may those gods nourish you. By nourishing one another, you shall attain the highest good.",1,0,1,0,0,0,0,0,0,0
"The gods, nourished by sacrifices, will indeed grant you desired enjoyments. One who enjoys what is given by them without offering to them is verily a thief.",0,0,0,1,0,1,1,0,0,0
The virtuous who partake of the remnants of sacrifice are freed from all sins. But those sinful ones who cook only for themselves eat sin.,0,0,0,0,0,0,1,0,0,0
"From food, beings are born; from rain, food is produced. From sacrifice, rain arises; sacrifice is born of action.",1,0,1,0,0,0,0,0,0,0
"Know that action arises from Brahman, and Brahman arises from the imperishable. Therefore, the all-pervading Brahman is eternally established in sacrifice.",1,0,1,0,0,0,0,0,0,0
"Thus, the one who does not follow the wheel of creation set in motion here, indulging in sense pleasures, lives in vain, O Partha.",0,0,0,1,0,1,1,0,0,0
"One who finds joy in the self alone, who is satisfied with the self, and who is content in the self, for him there is no duty.",0,0,0,1,0,1,1,0,0,0
"He has no purpose to gain by doing action, nor any purpose to lose by not doing action; nor is there any dependence on any being for him.",0,0,0,1,0,1,1,0,0,0
"Therefore, perform your duty constantly without attachment; for by performing action without attachment, a person attains the Supreme.",1,0,1,0,0,0,0,0,0,0
By action alone did Janaka and others attain perfection. You should perform action also with a view to the guidance of the world.,1,0,0,0,0,0,0,0,0,0
"Whatever a great person does, others follow. Whatever standard they set, the world follows.",1,0,0,0,0,0,0,0,0,0
"In the three worlds, O Partha, there is nothing that needs to be done by Me, nor is there anything unattained that should be attained; yet I engage in action.",1,0,0,1,0,1,1,0,0,0
"If I did not engage in action tirelessly, O Partha, people would follow my path in every way.",0,0,0,1,0,0,0,0,0,0
"If I did not perform action, these worlds would perish; I would be the cause of confusion and would destroy these beings.",0,0,0,1,0,0,0,0,0,0
"As the ignorant act with attachment to work, O Bharata, so should the wise act without attachment, desiring the welfare of the world.",1,0,1,0,0,0,1,0,0,0
"One should not create confusion in the minds of the ignorant who are attached to actions. The wise person, engaged in all actions, should encourage them to perform all actions.",1,0,1,0,0,0,0,0,0,0
"Actions are performed in every way by the qualities of nature. But one whose self is deluded by ego thinks, ""I am the doer.""",0,0,0,1,0,0,1,0,0,0
"The one who knows the truth, O mighty-armed, about the division of qualities and actions, knowing that the qualities act upon the qualities, does not become attached.",1,0,0,1,0,0,1,0,0,0
Those who are deluded by the qualities of nature become attached to the actions of the qualities. The knower of the whole should not unsettle the ignorant who are deluded.,1,0,0,0,0,0,1,0,0,0
"Renouncing all actions in Me with a mind focused on the Self, free from hope and ego, fight without anxiety.",1,0,0,0,0,0,0,0,0,0
"Those humans who constantly follow this teaching of mine, with faith and without envy, they too are freed from actions.",1,0,0,0,0,0,0,0,0,0
"But those who, out of envy, do not follow my teachings, know them to be deluded in all knowledge and doomed, devoid of understanding.",0,0,0,1,0,1,1,0,0,0
Even the wise act according to their own nature. All beings follow their nature. What will restraint accomplish?,1,0,0,1,0,0,0,0,0,0
"Attachment and aversion are established in each sense towards its objects; one should not come under their control, for they are indeed his adversaries.",0,0,0,1,0,0,1,0,0,0
"Better is one's own duty, though devoid of merit, than the duty of another well-performed. Better is death in one's own duty; the duty of another is fraught with fear.",0,0,0,1,0,0,0,0,0,0
"Arjuna said: O descendant of Vrishni, by what is one impelled to commit sin, even unwillingly, as if compelled by force?",0,0,0,1,0,0,1,0,0,0
"The Blessed Lord said: It is desire, it is anger, born of the mode of passion, all-devouring, and greatly sinful. Know this as the enemy here in this world.",0,0,0,1,0,0,1,0,0,0
"As fire is covered by smoke, a mirror by dust, and an embryo by the womb, so is this covered.",0,0,0,1,0,1,0,0,0,1
"Knowledge is covered by this eternal enemy of the wise, O son of Kunti, in the form of desire, which is insatiable and like a fire.",0,0,0,1,0,1,1,0,0,0
"The senses, the mind, and the intellect are said to be its seat. With these, it deludes the embodied by covering knowledge. (Verse 40)",1,0,1,0,0,0,0,0,0,0
"Therefore, O best of the Bharatas, first restrain the senses and then destroy this sinful thing, which is the destroyer of knowledge and wisdom.",1,0,1,0,0,0,1,0,0,0
"The senses, they say, are superior; the mind is superior to the senses; the intellect is superior to the mind; and that which is superior to the intellect is He.",0,0,0,0,0,0,1,0,0,0
"Thus, knowing the self to be beyond the intellect, and restraining the self by the self, conquer the enemy in the form of desire, O mighty-armed one, which is difficult to overcome.",1,0,0,0,0,0,0,0,0,0
