Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"The Blessed Lord said: Fearlessness, purity of heart, steadfastness in the yoga of knowledge, charity, self-control, sacrifice, study of the scriptures, austerity, and straightforwardness.",1,0,1,0,0,0,0,0,0,0
"Non-violence, truthfulness, absence of anger, renunciation, tranquility, absence of slander, compassion towards all beings, absence of greed, gentleness, modesty, and lack of restlessness.",1,0,0,0,0,0,0,0,0,0
"Vigor, forgiveness, fortitude, purity, absence of malice, and modesty are the qualities of a person born with divine endowments, O Bharata.",1,0,1,0,0,0,0,0,0,0
"Hypocrisy, arrogance, pride, anger, harshness, and ignorance are the qualities of those born with demonic nature, O Partha.",0,0,0,1,0,1,1,0,0,0
"The divine qualities are deemed for liberation, while the demonic qualities are for bondage. Do not grieve, O son of Pandu, you are born with divine qualities.",1,0,1,0,0,0,0,0,0,0
"In this world, there are two types of beings created: the divine and the demonic. The divine has been described at length; hear from me about the demonic, O Partha.",0,0,0,1,0,0,0,0,0,0
"Neither do the demonic people know what is to be done nor what is not to be done; neither purity, nor proper conduct, nor truth is found in them.",0,0,0,1,0,1,1,0,0,0
"They say that the world is unreal, without a foundation, without a God, born of mutual union, and what else but lust is its cause?",0,0,0,1,0,1,1,0,0,0
"Relying on this view, lost in themselves and of small intelligence, they engage in fierce actions meant for the destruction of the world, being its enemies.",0,0,0,1,0,0,1,0,0,0
"Relying on insatiable desire, filled with hypocrisy, pride, and arrogance, and holding onto false views through delusion, they engage in impure practices.",0,0,0,1,0,0,1,0,0,0
"They are absorbed in immeasurable anxiety, ending only with death, and are convinced that the gratification of desires is the highest goal.",1,0,0,1,0,0,0,0,0,0
"Bound by hundreds of ties of hope, given over to desire and anger, they strive to accumulate wealth by unjust means for the gratification of desires.",0,0,0,1,0,0,0,0,0,0
"This has been gained by me today; I shall attain this desire. This wealth is mine now, and this will also be mine in the future.",1,0,0,0,0,0,0,0,0,0
"I have killed this enemy, and I will kill others too. I am the lord, I am the enjoyer, I am successful, I am powerful and happy.",1,0,0,0,0,0,0,0,0,0
"""I am wealthy and of noble birth. Who else is there like me? I will sacrifice, I will give, I will rejoice."" Thus are they deluded by ignorance.",1,0,0,1,0,0,0,0,0,0
"Bewildered by many thoughts, enveloped in the net of delusion, attached to the enjoyment of desires, they fall into a foul hell.",0,0,0,1,0,1,1,0,0,0
"The self-conceited, stubborn, filled with the intoxication of wealth and pride, perform sacrifices in name only, with hypocrisy, disregarding the prescribed rules.",0,0,0,0,0,0,1,0,0,0
"Those who are absorbed in ego, strength, arrogance, desire, and anger, who are envious and malicious towards others and towards Me in their own bodies and in others.",0,0,0,1,0,1,1,0,0,0
"Those cruel haters, the lowest among men in the world, I constantly cast into demonic wombs.",0,0,0,0,0,0,1,0,0,0
"Those who take birth in demonic wombs, deluded birth after birth, fail to reach Me, O son of Kunti, and thus they go to the lowest destination.",0,0,0,1,0,1,1,0,0,0
"This is the threefold gate of hell, destructive of the self: desire, anger, and greed. Therefore, one should abandon these three.",0,0,0,1,0,1,1,0,0,0
"Freed from these three gates of darkness, O son of Kunti, a person acts for the welfare of the soul and thereby attains the supreme destination.",1,0,1,0,0,0,0,0,0,0
"He who disregards the scriptural injunctions and acts according to his own desires neither attains perfection, nor happiness, nor the supreme goal.",0,0,0,1,0,0,1,0,0,0
"Therefore, the scripture is your authority in determining what should be done and what should not be done. Knowing the injunctions of the scripture, you ought to perform your duty here.",1,0,1,0,0,0,1,0,0,0
