Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
Arjuna said: What is that Absolute Truth? What is the Absolute Truth? What is the action of the Supreme Personality of Godhead? What is the Supreme Personality of Godhead?   ,0,0,0,0,0,0,1,0,0,0
"O Madhusūda, how can you be understood by the self-realized souls?   ",0,0,0,1,0,1,1,0,0,0
"The Supreme Personality of Godhead, the Supreme Personality of Godhead, has described the imperishable Absolute Truth, the Supreme Absolute Truth, the Supreme Self.   ",0,0,1,0,0,0,1,0,0,0
"O best of all living entities, I am the supernatural, the mode of goodness, the Supreme Personality of Godhead, the Supreme Personality of Godhead. .",1,0,0,0,0,0,0,0,0,0
"At the end of time, one who remembers Me alone, reminds me of My body, will undoubtedly go to My body.   ",1,0,0,0,0,0,0,0,0,1
"O son of Kunti, one should always think of whatever body is remembrance and at the end of the body.   ",0,0,1,1,0,1,0,0,0,0
"Therefore, at all times, remember Me and fight Me. You will undoubtedly come to Me with your mind and intelligence.   ",1,0,0,0,0,0,0,0,0,0
A person who is engaged in the practice of practice and who does not move away from any other governance attains the divine Supreme Person as the Supreme Personality of Godhead   ,1,0,1,0,0,0,0,0,0,0
"The Supreme Personality of Godhead, who is the source of all darkness, is the source of all darkness, the Supreme Personality of Godhead, who has disciplined the Purāṇas, who has disciplined himself, and who is the source of all darkness. .",1,0,0,0,0,0,1,0,0,0
"At the time of departure, the mind is engaged in devotional service and by the power of yoga, and in the middle of the eyebrows, the Supreme Personality of Godhead attains the Supreme Personality of Godhead. .",1,0,0,0,0,0,0,0,0,0
"I shall now describe to you the syllables of the Vedas, which are devoid of these syllables, and whatever they are devoid of others, and who are free from attachment to the Supreme Personality of Godhead. .",0,0,0,0,0,0,1,0,0,0
"Having restrained all the gates of the mind, one should restrain the mind and fixed the life-force in the form of the Supreme Personality of Godhead.   ",1,0,1,0,0,0,0,0,0,0
"One who chants the mantra 'Om' is the one-syllable Brahma, remembering Me, and he who goes away, leaving the body, goes to the supreme destination.   ",0,0,0,0,0,0,0,0,0,1
"O son of Pṛthā, I am easily attainable by the ever-contained yogī who constantly remembers Me with His mind and who always remembers Me.   ",0,0,0,1,0,1,0,0,0,1
"The great souls who have attained Me again attain to the eternal abode of suffering, and the great souls have attained supreme perfection.   ",1,0,1,0,0,0,0,0,0,0
"O Arjuna, O son of Kunti, I have come to Me again and again, O son of Kunti.   ",0,0,0,0,0,0,1,0,0,1
"After a thousand yugas, the brāhmaṇas know that the time for a thousand nights is the end of a thousand yugas. .",0,0,0,1,0,0,0,0,0,0
"From the unmanifest, all the manifestations of the universe arise in the arrival of the day when the night comes.   ",1,0,0,1,0,0,0,0,0,0
"O son of Pṛthā, when the night comes at night, the same group of living beings are dissolved. .",0,0,1,1,0,1,1,0,0,0
"Beyond that transcendental state of being, the unmanifest, unmanifest and eternal, is never destroyed in all living entities.   ",1,0,0,0,0,0,0,0,0,0
The unmanifest and the unmanifest are called the supreme destination. That which they attain and never return to is My supreme abode.   ,0,0,0,1,0,1,0,0,0,0
"O son of Pṛthā, that Supreme Personality of Godhead, O son of Pṛthā, is attainable by devotion to Him.   ",0,0,1,0,0,0,0,0,0,0
O best of the Bharatas I shall now describe the time when the yogīs have departed from the time of their recurrence   ,0,0,0,1,0,0,0,0,0,0
"The fire, the light, the moon-god, the six months of the northern cycle of the sun-goddess, go there.   ",0,0,1,0,0,1,0,0,0,0
"Smoke, night, Kṛṣṇa and six months are the southern directions of the moon. .",0,0,0,1,0,1,0,0,0,0
"When Lord Kṛṣṇa is eternally present in the universe, the Supreme Personality of Godhead, who is eternally present, attains the eternal state of the universe. .",0,0,0,0,0,0,0,0,0,0
"O son of Pṛthā, I am not deluded by the yogīs, O son of Pṛthā, at all times, O Arjuna, at all times.   ",1,0,0,0,0,0,1,0,0,0
"The yogī who knows all this is the first place where the fruits of the Vedas are described in the Vedas, sacrifices, austerities and gifts. .",1,0,0,0,0,0,0,0,0,0
