Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Dhṛtarāṣṭra said: O Sanjaya, what did the Pāṇḍavas and the Pāṇḍavas do with their festivities assembled in the field of Kurukṣetra in the field of Dharma? ",0,0,0,0,0,0,1,0,0,0
Sanjaya saw the army of the Pāṇḍavas arranged at the army of the Pāṇḍavas and the king approached the ācārya and addressed him as follows,0,0,0,0,0,0,1,1,1,0
O teacher look at this great army of the sons of Pāṇḍu by your wise disciple the son of Drupada,0,0,1,0,0,0,1,0,0,0
Here the great archer Bhīma and Arjuna are equal to Bhīma and Arjuna in battle Virata and Drupada the great charioteer,0,0,0,0,0,0,0,0,0,1
Dhrishtaketu and Chekitana were the mighty king of Kāśī and the mighty Purujit Kuntibhoja,0,0,0,0,0,0,0,0,0,0
Yudhamanyu and Vikranta Uttamauja were the mighty Saubhadra and Draupadi and all the great charioteers,0,0,0,0,0,0,1,1,0,0
O best of the brāhmaṇas listen to those who are distinguished by us,1,0,1,0,0,0,0,0,0,0
You are Bhishma Karna Kripa Samitinjaya Ashvatthama Vikarna and also Saumadatti,0,0,0,0,0,0,1,1,0,0
Many other brave men gave up their lives for My sake They were all experts in warfare,1,1,0,0,0,0,0,0,0,0
The strength of ours is protected by Bhīma and is protected by Bhīma,1,0,1,0,0,0,0,0,0,0
May all of you protect Bhishma in all the ayana in their proper way,1,0,1,0,0,0,0,0,0,0
The mighty grandfather of the Kurus shook the roar of the roar of the lion's conchshell and blew his conchshell,0,0,0,0,0,0,0,0,0,1
Then suddenly the sounds of the conches and the drums and the horns of the cowherd boys became tumultuous 13,0,0,0,0,0,0,0,0,0,1
"Then the two divine conchshells, Mādhava and the Pāṇḍavas, arranged in a great chariot with white horses. 14   ",0,0,0,0,0,0,0,0,0,1
"The son of Pāñcājanya and the son of Dṛṣīkeśa, the son of Dyāsa, blew the great conchshell and Bhīmakarma. 15   ",0,0,0,0,0,0,1,0,0,1
"King Yudhisthira, the son of Kunti, the son of Nakula, the son of Sughosha and Manipushpaka. 16 ",0,0,0,0,0,1,0,0,1,0
The great sage Kāśya and the great archer Shikhandi were the great charioteers Dhṛṣṭādyumna and Virāta and Satyaki were also defeated 17 ,0,0,0,0,0,0,1,1,0,0
O lord of the earth the mighty-armed Draupadi and Draupadi blew their conches in all respects 18,0,0,0,0,0,0,1,0,0,1
The sound of the sons of Dhṛtarāṣṭra tore the hearts of the sons of Dhṛtarāṣṭra and the tumultuous sound of the sky and the earth and the earth 19.,0,0,0,0,0,1,0,0,0,0
Seeing the sons of the sons of Kapi who was standing there in the midst of a weapon the son of Pāṇḍu arranged the bow of the son of Pāṇḍu who was in accordance with the weapons of the sons of Pāṇḍu 20,0,0,0,0,0,0,1,0,0,1
"Arjuna said: O infallible one, I have observed the chariot between the two armies, O infallible one, as long as I have seen these men standing there. 21 ",0,0,0,0,0,0,1,0,0,1
