Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: For the mercy of Me, the supreme secret is called the spiritual world.  ॥",0,0,1,0,0,0,0,0,0,1
I have heard in detail about the living entities of all living entities. I have also explained the inexhaustible glories of the lotus-eyed Lord.  ॥,0,0,0,0,0,0,0,0,0,0
"O Supreme Personality of Godhead, O Supreme Personality of Godhead, I wish to see Your transcendental form as You have thus described You.  ॥",1,0,1,0,0,0,0,0,0,0
"If you think that I can see that I can see it, O lord of yoga, please show me the inexhaustible Self. .",0,0,0,0,0,0,1,0,0,0
"The Supreme Personality of Godhead said: O son of Pṛthā, please see Me in hundreds of thousands of forms of various kinds.  ॥",0,0,1,0,0,1,0,0,0,0
"O descendant of Bharata behold the suns, Vasus, Rudras, Aśvinī-kumāras and the Maruts, and many other things I have never seen before.  ॥",1,0,1,0,0,0,0,0,0,0
"O Lord of Gudakesha, please see the entire universe in this world, moving and unmoving in this world.  ॥",0,0,1,0,0,1,0,0,0,0
You cannot see Me alone with your own eyes. I give you divine eyes. Please see my divine yoga.  ॥,1,0,1,0,0,0,0,0,0,0
"Having thus spoken to him, O King, Lord Hari, the lord of the great yogas, addressed Arjuna in the supreme form of the Supreme Personality of Godhead. .",0,0,0,0,0,0,1,0,0,0
The eyes of many speeches were several.,0,0,0,1,0,1,0,0,0,0
many divine ornaments were adorned with many divine ornaments.,1,1,0,0,0,0,0,0,0,0
"If the sun rises simultaneously in the heavens in the sky, the great soul will be like the light of the great soul.  ॥",1,0,1,0,0,0,0,0,0,0
At that time the Pāṇḍavas saw the entire universe in the body of the demigods in various parts of the universe.  ॥,0,0,0,0,0,0,0,0,0,0
"Then Arjuna, overjoyed in astonishment, Arjuna bowed his head to the god and spoke with folded hands.  ॥",0,0,0,0,0,0,0,0,0,0
"Arjuna said: O Lord, I shall now see all the demigods in Your body and all the hosts of living beings in Your body.  ॥",0,0,1,0,0,0,0,0,0,1
"O Lord of the universe, I see You with many arms, abdomen, speech and eyes. I see You in infinite form in all directions.  ॥",1,0,1,0,0,0,0,0,0,0
"I see You, who are all-pervading, who shines like a crown, a club, a wheel, a radiance of the sun, and is very effulgent in all directions. .",1,0,0,1,0,0,1,0,0,0
"You are the imperishable, the supreme, the supreme treasure of this universe. You are the inexhaustible protector of the eternal religious principles. You are the Supreme Personality of Godhead.  ॥",1,0,1,0,0,0,0,0,0,0
"I see You, whose eyes are infinite, infinite, infinite, infinitely powerful, the eyes of the moon, the sun and the sun. .",0,0,0,1,0,0,0,0,0,0
"O great soul, You have seen the fierce form of the universe, which is the difference between heaven and earth and all directions.  ॥",1,0,1,0,0,0,0,0,0,0
"Some of the hosts of demigods, who are frightened with folded palms, enter You.  ॥",0,0,0,0,1,0,0,0,0,1
"All the Rudras, Aditis, Vasus, Sādhyas, Aśvinīs, Maruts, Choṣmapas, Gandharvas, Yakṣas, Asuras, Siddhas and hosts of siddhas are all amazed.  ॥",0,0,1,0,0,0,1,0,0,0
"I was so greatly expressed in many ways, O mighty-armed one, with many arms, thighs and feet.  ॥",1,0,0,0,0,0,0,0,0,0
"O Lord Visnu, I cannot find peace or patience in the sky, and I cannot find peace in the sky.  ॥",0,0,1,1,0,1,0,0,0,0
"O Lord of the gods, O Lord of the universe, O Lord of the universe, O Lord of the universe, I do not know the directions of Your faces, which are as terrible as the fire of time. .",0,0,1,0,0,0,0,0,0,0
"All the sons of Dhṛtarāṣṭra, the son of Dhṛtarāṣṭra, along with the hosts of the rulers of the earth, Bhīṣma, the son of Sūta, and also to us, the son of Sūta, the son of the warriors.",0,0,0,0,0,1,1,0,0,0
"The words of the Lord are in a hurry, and the fangs of the fangs are terrified, and some of them are seen in the midst of the teeth of the Lord.",0,0,0,0,0,0,0,0,0,0
"Just as many rivers of rivers flow towards the ocean, so these heroes enter your mouths and are illuminated by the sun-god. .",1,0,1,0,0,0,0,0,0,1
"Just as the lights of the moths enter into the light of the earth, so the words of the Lord enter Your prowess, and the words of Your Lordship enter Your mouths. .",0,0,0,1,0,0,0,0,0,0
"O Lord Visnu, You are the source of all the universe with their effulgence, swallowing all the worlds with their effulgence. .",1,0,1,0,0,0,0,0,0,0
"Please explain to me. O best of the demigods, please be merciful to me. Please be merciful to me. I wish to know You, the original person.  ॥",0,0,1,0,0,0,0,0,0,0
"The Supreme Personality of Godhead said: “I am the destroyer of all the worlds, and I have enlarged the worlds to destroy the worlds, and I shall not be able to fight against all the warriors in the opposing armies.  ॥",0,0,1,1,0,1,1,0,0,0
"Therefore, get up and enjoy your fame and enjoy your enemies and enjoy your kingdom. I have killed these men who have killed them in the past. .",1,0,0,0,0,0,1,0,0,0
"Drona, Bhīṣma, Jayadratha, Chakarna and other heroes of the warriors kill them. Do not be disturbed by me. Fight in battle. You will conquer your enemies.  ॥",1,0,1,0,0,0,1,0,0,0
"Sanjaya, hearing these words, spoke these words to Lord Keśava, trembling with folded hands and bowed down to Lord Kṛṣṇa, terrified and arrogant. .",0,0,0,0,0,0,1,0,0,0
"Arjuna said: O Lord of the senses, in Your place, O Lord of the senses, You rejoice and rejoice in the world. .",1,0,0,0,0,0,1,0,0,0
"Why, O great Supreme Personality of Godhead, do they not bow down to the Supreme Personality of Godhead, O Supreme Personality of Godhead, O Supreme Personality of Godhead, the Supreme Personality of Godhead, the Supreme Personality of Godhead, the Supreme Absolute Truth, the Supreme Absolute Truth, the Supreme Absolute Truth? .",0,0,0,0,0,0,1,0,0,0
"You are the original Supreme Personality of Godhead, the Purāṇas, the Purāṇas, the Supreme Personality of Godhead, the Supreme Personality of Godhead. .",1,0,0,0,0,0,0,0,0,0
"O Vāyu, Yama, Agni, Varuṇa, Moon and Prajāpati, the great-grandfather, I offer my respectful obeisances unto You again and again. I offer my respectful obeisances unto You. .",0,0,1,0,0,0,0,0,0,0
"I offer my respectful obeisances unto You, who are in front of me, and who are in the form of infinite prowess and immeasurable prowess, and who have completed everything. I offer my respectful obeisances unto You.  ॥",1,0,1,0,0,0,0,0,0,0
"O Kṛṣṇa, I thought that I was a friend, O Kṛṣṇa, O friend of the demigods.",0,0,0,0,0,0,0,0,0,1
"I am immeasurable to you, O infallible one, in the presence of you, infallible, infallible, in the past, in the past, in the scene, who have been disrespected, who are not disrespected, who are not disrespected.",1,0,0,1,0,0,1,0,0,0
"You are the father of all living entities, and the spiritual master of all living entities is equal to You. There is none equal to You, and there is none equal to You. .",1,0,0,0,0,0,1,0,0,0
"Therefore, O Lord, I offer my respectful obeisances unto You, who are dear to my friend, who is dear to my friend, and who is dear to my dear friend.  ॥",0,0,1,0,0,0,0,0,0,0
I am delighted to see what I have never seen before and I am overwhelmed with fear and my mind is disturbed. Please show me my form. .,0,0,0,0,1,0,0,0,0,0
"I wish to see You in the form of a crown, a club, a wheel, a wheel-bearing hand, and in the same form, O thousand-armed one, O thousand-armed one, be formed in the form of the universe. .",1,0,0,0,0,0,0,0,0,1
"The Supreme Personality of Godhead said: O Arjuna, I have shown you this supreme form of Yourself, O Arjuna, because I have never seen You in the universe, which is the beginning of the universe. .",1,0,0,0,0,0,0,0,0,1
"O mighty warrior of the Kurus, I cannot see any other form of this human being in this way by the study of the Vedas, sacrifices, alms or rituals.  ॥",0,0,1,0,0,0,1,0,0,0
"Don’t be distressed, don’t be confused, seeing this terrible form of mine. .",1,0,0,0,1,1,0,0,0,0
"Sanjaya said to Arjuna, “Assembly, Lord Vāsudeva, the great sage, again consoled her form and again consoled him and became frightened and again became very gentle.  ॥",0,0,0,0,0,0,0,0,0,0
"Arjuna said: O Janārdana, I have now seen this human form, O son of Lord Brahmā.  ॥",0,0,0,1,0,0,0,0,0,1
"The Supreme Personality of Godhead, the Supreme Personality of Godhead, said: You have seen this form of the Supreme Personality of Godhead, who is always eager to see this form of the demigods.  ॥",0,0,1,0,0,0,0,0,0,0
"I am not able to see Me in such a way that I cannot see Me in the Vedas, austerities, charity or sacrifice.  ॥",0,0,1,1,0,1,0,0,0,0
O Arjuna I am able to know and enter into the truth by devotion to the Supreme Personality of Godhead with devotion .,1,0,1,0,0,0,0,0,0,0
"O son of Pāṇḍu, the Supreme Personality of Godhead, who performs My activities and who is devoted to Me and who is free from attachment, is free from all attachments to all living entities. .",1,0,1,0,0,0,0,0,0,0
