Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
"Arjuna said: O son of Janārdana, if you think of your actions, O son of January, why do you engage me in this terrible act?   ",0,0,0,1,0,0,1,0,0,0
You seem to be confused by my words with your confused words. Please tell me one thing that I shall attain to the welfare of all.   ,1,0,0,0,0,1,0,0,0,0
"O sinless one, I have already described to you in this world, O sinless one, by the practice of yogīs, by the practice of yogīs.   ",0,0,0,1,0,1,1,0,0,0
"A person who does not undertake his actions does not perform any activity, nor does he attain perfection by renunciation. .",0,0,0,1,0,1,1,0,0,0
No one ever remains for a moment and does not perform any activity. Everyone is under the control of all the modes of nature by nature.   ,1,0,0,0,0,0,1,0,0,0
He who controls the senses of action and reminds us of the senses and remembers the objects of the senses and is deluded by the senses of the senses is called a false conductor.   ,0,0,0,1,0,0,1,0,0,0
"O Arjuna, a person who is unattached to the senses of action and the senses of action, who is engaged in controlling the senses by the mind, is superior.   ",1,0,0,0,0,0,1,0,0,0
"You should perform your duty as a fixed action and you are better than inaction. Even if you have a journey of your body, you will not be known for your inaction.   ",1,0,0,0,0,0,1,0,0,0
"O son of Kunti, this world is bound by action for the sake of performing sacrifices, O son of Kunti. .",1,0,1,0,0,0,1,0,0,0
Having created the living entities with the sacrifices of the living entities the creator of the universe said to him .,1,0,0,0,0,0,0,0,0,1
By thinking of the demigods may those devatas feel you and you will attain the highest good by feeling for each other. .,1,0,0,0,0,0,0,0,0,0
He who enjoys the pleasures of the demigods will give you the pleasures he desires for those who are devoted to the sacrifice and who enjoys what they have given them   ,1,0,0,0,0,0,1,0,0,0
Those who eat the remains of the sacrifice are freed from all sins and enjoy the sins of the sinners who cook for their own sake   ,1,0,1,0,0,0,0,0,0,0
"From food comes all living entities and from the rain comes food. From the sacrifice, the rain is the source of all activities.   ",1,0,1,0,0,0,0,0,0,0
Know that action is the source of the Absolute Truth and is the source of all knowledge.   ,1,0,0,0,0,0,0,0,0,0
"O son of Pṛthā, whoever does not follow the wheel in this world in this world, O son of Pṛthā, will live in vain and enjoy the senses.   ",1,0,1,0,0,0,0,0,0,0
A human being who is satisfied with himself and who is satisfied with himself has no need of his duties .,1,0,0,0,0,0,1,0,0,0
There is no need for him in this world and no one in all living beings in this world   ,0,0,0,0,0,1,1,0,0,0
"Therefore, a person who is not attached to it should always perform his duties and perform his duties. .",1,0,0,0,0,0,1,0,0,0
Janaka and others who have attained perfection by their actions are the only ones who have attained perfection even when they see even the collection of the worlds   ,1,0,0,0,0,0,1,0,0,0
Whatever the best person performs is the same as that of others.   ,1,1,0,0,0,0,0,0,0,0
"I have nothing to do in the three worlds, O son of Pṛthā.   ",0,0,0,0,0,1,1,0,0,0
"If I am never lazy in my actions, O son of Pṛthā, I am never lazy in my actions, O son of Pṛthā, in every way.   ",0,0,0,0,0,0,1,0,0,0
"If I do not perform any activity of these living entities, I shall destroy these living entities. I shall destroy these living beings.   ",0,0,0,1,0,0,1,0,0,0
"O descendant of Bharata who are attached to the activities of the Supreme Personality of Godhead, who is not attached to the activities of the demigods, one should perform the rituals of acquiring the planetary activities of the Lord. .",1,0,1,0,0,0,1,0,0,0
A learned person should not cause differences in intelligence to those who are ignorant and associated with actions .,1,0,0,0,0,0,1,0,0,0
The modes of nature of the modes of nature performed by the modes of nature performed by the modes of nature are confused by the ego of egoism   ,0,0,0,1,0,0,1,0,0,0
"O mighty-armed one, the knowledge of the Absolute Truth is not prepared to think that the modes of nature are present in the modes of nature. .",0,0,0,1,0,1,1,0,0,0
"Those who are deluded by the modes of nature of nature are attached to the modes of nature, and those who know the whole of the Vedas should not move about in the whole world. .",0,0,0,1,0,1,1,0,0,0
"Having renounced all my activities in Me with the mind of the spiritual master, you should fight without any disraction and free from attachment and fever. .",1,0,1,0,0,0,0,0,0,0
Those human beings who always follow this opinion of Me are also freed from their faith and are not jealous of them.   ,1,0,0,0,0,0,0,0,0,0
Those who are jealous of this do not follow My opinion and know that they are deluded by all knowledge   ,0,0,0,1,0,0,1,0,0,0
Even though he is aware of his own nature he acts like a person who is aware of his own nature He goes to nature what will he do to restrain his nature .,0,0,0,1,0,0,1,0,0,0
"The two senses of passion and hatred are established in the sense of the senses, and the two are obstructed by the senses.   ",0,0,0,1,0,0,1,0,0,1
It is better for one’s own religion to be free from the customs of others than the duty of others. .,1,0,1,0,0,1,1,0,0,0
"Arjuna said: Then by whom this sinful man is committed by him, even though he does not wish to do so, O Vārṣṇa, as if he were engaged in force. .",0,0,0,0,0,0,1,0,0,0
"The Supreme Personality of Godhead, the Supreme Personality of Godhead, said: This anger, which is the source of all passion, is the source of all the modes of passion. .",0,0,0,1,0,0,1,0,0,0
"Just as a fire is covered with smoke as a mirror is covered with dirt, so the embryo is covered by the floor. .",0,0,0,1,0,1,0,0,0,1
O son of Kunti O son of Kunti you are always enveloped in knowledge by this knowledge of the Supreme Personality of Godhead by this knowledge of the Supreme Personality of Godhead .,1,0,1,0,0,0,0,0,0,0
"The senses, the mind, the intellect and the position of the body are called the embodiment of knowledge.   ",1,0,0,0,0,0,0,0,0,0
"O best of the Bhāratas, please control this material world by controlling the senses. Please destroy this knowledge of knowledge. .",1,0,1,0,0,0,1,0,0,0
They say that the senses are superior to the senses and the mind is superior to the senses. The mind is the supreme intelligence which is beyond the intellect.   ,0,0,0,0,0,0,1,0,0,0
"O mighty-armed one, having thus understood the supreme intelligence of your intellect, you must kill your enemy in the form of lust. .",1,0,0,0,0,0,1,0,0,0
