slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचअभयं सत्त्वसंश‍ुद्धिर्ज्ञानयोगव्यवस्थिति: ।दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् ॥ १ ॥,"The Lord said: ""Fearlessness, purity of heart, steadiness in the practice of knowledge and yoga, charity, self-control, sacrifice, study of the scriptures, austerity, and straightforwardness."" 







"
2,अहिंसा सत्यमक्रोधस्त्याग: शान्तिरपैश‍ुनम् ।दया भूतेष्वलोलुप्‍त्वं मार्दवं ह्रीरचापलम् ॥ २ ॥,"""Nonviolence, truthfulness, freedom from anger, renunciation, peacefulness, freedom from backbiting, compassion for all beings, freedom from greed, gentleness, modesty, and steadiness."" 





 




"
3,तेज: क्षमा धृति: शौचमद्रोहो नातिमानिता ।भवन्ति सम्पदं दैवीमभिजातस्य भारत ॥ ३ ॥,"""O descendant of Bharata, these qualities constitute the divine wealth of one who is born into the divine nature: radiance, forgiveness, fortitude, purity, freedom from enmity, and freedom from pride."" 









"
4,दम्भो दर्पोऽभिमानश्च क्रोध: पारुष्यमेव च ।अज्ञानं चाभिजातस्य पार्थ सम्पदमासुरीम् ॥ ४ ॥,"""O Partha, pride, arrogance, conceit, anger, harshness, and ignorance constitute the demoniac wealth of those who are born into the demoniac nature."" 











"
5,दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता ।मा श‍ुच: सम्पदं दैवीमभिजातोऽसि पाण्डव ॥ ५ ॥,"“The divine qualities lead to liberation, and the demoniac qualities lead to bondage. Don’t grieve, O Pandava, for you are born into the divine nature."" 




 






"
6,द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च ।दैवो विस्तरश: प्रोक्त आसुरं पार्थ मे श‍ृणु ॥ ६ ॥,"""O Partha, in this world there are two kinds of creations: the divine and the demoniac. The divine creation has been described in detail. Now listen to the description of the demoniac."" 









"
7,प्रवृत्तिं च निवृत्तिं च जना न विदुरासुरा: ।न शौचं नापि चाचारो न सत्यं तेषु विद्यते ॥ ७ ॥,"“The demoniac people do not know the principles of activity and renunciation. They have no understanding of purity, good conduct, or truthfulness.”  




 






"
8,असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् ।अपरस्परसम्भूतं किमन्यत्कामहैतुकम् ॥ ८ ॥,"""They say that this world is without truth, without foundation, without a controller, without a purpose, arising from mutual contact, and without a cause other than desire."" 











"
9,एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धय: ।प्रभवन्त्युग्रकर्माण: क्षयाय जगतोऽहिता: ॥ ९ ॥,"“Holding fast to this view, with their souls destroyed and their intelligence limited, they perform wicked deeds, which cause destruction to the world.” 





 


"
10,काममाश्रित्य दुष्पूरं दम्भमानमदान्विता: ।मोहाद्‍गृहीत्वासद्‍ग्राहान्प्रवर्तन्तेऽश‍ुचिव्रता: ॥ १० ॥,"“Driven by insatiable desire, filled with pride and arrogance, bewildered by delusion, they accept as real that which is false.  Their conduct is impure.” 





 




"
11,चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिता: ।कामोपभोगपरमा एतावदिति निश्चिता: ॥ ११ ॥,"“They take refuge in endless anxiety, which ends in destruction.  Their aim is enjoyment of the senses, and this is their conviction.” 




 


"
12,आशापाशशतैर्बद्धा: कामक्रोधपरायणा: ।ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् ॥ १२ ॥,"“Bound by hundreds of ropes of desire, engrossed in lust and anger, they seek wealth and enjoyments by means of injustice.” 




 




"
13,इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् ।इदमस्तीदमपि मे भविष्यति पुनर्धनम्  ॥ १३ ॥,""" ‘This I have acquired today, this I will obtain.  This is mine, and I will gain even more wealth.’"" 




 






"
14,असौ मया हत: शत्रुर्हनिष्ये चापरानपि ।ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी ॥ १४ ॥,"“This enemy has been slain by me, and I will also kill others.  I am the Lord, I am the enjoyer, I am perfect, I am powerful, I am happy.” 





 






"
15,आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया ।यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिता: ॥ १५ ॥,"“I am wealthy, I am of high birth.  Who is equal to me? I will sacrifice, I will give, I will enjoy.’ Thus deluded by ignorance.” 




 




"
16,अनेकचित्तविभ्रान्ता मोहजालसमावृता: ।प्रसक्ता: कामभोगेषु पतन्ति नरकेऽश‍ुचौ ॥ १६ ॥,"""Bewildered by many thoughts, covered by the net of illusion, attached to the enjoyment of the senses, they fall into a foul hell."" 








"
17,आत्मसम्भाविता: स्तब्धा धनमानमदान्विता: ।यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम् ॥ १७ ॥,"“Self-conceited, arrogant, and puffed up with wealth and pride, they perform sacrifices in name only, out of hypocrisy, without following the rules.”  





 


"
18,अहङ्कारं बलं दर्पं कामं क्रोधं च संश्रिता: ।मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयका: ॥ १८ ॥,"""They are attached to ego, strength, pride, lust, and anger. They hate Me, who dwells in the bodies of all beings, and they are envious."" 




 






"
19,तानहं द्विषत: क्रूरान्संसारेषु नराधमान् ।क्षिपाम्यजस्रमश‍ुभानासुरीष्वेव योनिषु ॥ १९ ॥,"“Those cruel, wicked low-born men, I continually throw into the wombs of demoniac beings, birth after birth."" 











"
20,आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि ।मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम् ॥ २० ॥,"“Born again and again in demonic wombs, those fools, O Kunti’s son, never attain to Me, but go to the lowest state.” 











"
21,त्रिविधं नरकस्येदं द्वारं नाशनमात्मन: ।काम: क्रोधस्तथा लोभस्तस्मादेतत्‍त्रयं त्यजेत् ॥ २१ ॥,"""Lust, anger, and greed are the three gates to hell, which destroy the self. Therefore, one should abandon these three."" 







"
22,एतैर्विमुक्त: कौन्तेय तमोद्वारैस्त्रिभिर्नर: ।आचरत्यात्मन: श्रेयस्ततो याति परां गतिम् ॥ २२ ॥,"""O Kunti's son, the man who is liberated from these three gates of darkness, who performs actions for his own benefit, attains the supreme state."" 



"
23,य: शास्त्रविधिमुत्सृज्य वर्तते कामकारत: ।न स सिद्धिमवाप्‍नोति न सुखं न परां गतिम् ॥ २३ ॥,"""He who, abandoning the injunctions of the scriptures, acts according to his own desires, does not attain perfection, nor happiness, nor the supreme state."" 










"
24,तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ ।ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि ॥ २४ ॥,"""Therefore, the scriptures are your authority in determining what should be done and what should not be done. Knowing what is said in the scriptures, you should act accordingly."" 








"
