slokas_no,slokas,slokas_translated
1.0,श्रीभगवानुवाचपरं भूय: प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम् । ‍‍ ॥यज्ज्ञात्वा मुनय: सर्वे परां सिद्धिमितो गता: ॥ १ ॥,"The Lord said: “I will now explain the supreme knowledge among all kinds of knowledge, by knowing which the sages have all attained the supreme perfection.” 












"
2.0,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागता: ।सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च ॥ २ ॥,"""By taking refuge in this knowledge, they become like Me. They are not born again at the time of creation, nor do they suffer at the time of dissolution.” 











"
3.0,मम योनिर्महद्‍ब्रह्म तस्मिन्गर्भं दधाम्यहम् ।सम्भव: सर्वभूतानां ततो भवति भारत ॥ ३ ॥,"“My origin is the great Brahman. Within it, I place My seed, and from it arises the birth of all beings, O descendant of Bharata” 












"
4.0,सर्वयोनिषु कौन्तेय मूर्तय: सम्भवन्ति या: ।तासां ब्रह्म महद्योनिरहं बीजप्रद: पिता ॥ ४ ॥,"“O Kunti’s son, whatever forms of beings are born in all wombs, the great Brahman is their womb, and I am the seed-giving father.” 




 




"
5.0,सत्त्वं रजस्तम इति गुणा: प्रकृतिसम्भवा: ।निबध्‍नन्ति महाबाहो देहे देहिनमव्ययम् ॥ ५ ॥,"""The qualities of sattva, rajas, and tamas, which are born from Prakriti, bind the eternal soul to the body, O mighty-armed one."" 











"
6.0,तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम् ।सुखसङ्गेन बध्‍नाति ज्ञानसङ्गेन चानघ ॥ ६ ॥,"""Sattva, because of its purity, is illuminating and free from disease. It binds the soul through attachment to happiness and knowledge, O sinless one.""  




 






"
7.0,रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भ‍वम् ।तन्निबध्‍नाति कौन्तेय कर्मसङ्गेन देहिनम् ॥ ७ ॥,"""Know that rajas is born from attachment and desire. It binds the soul through attachment to action, O Kunti’s son."" 




 






"
8.0,तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम् ।प्रमादालस्यनिद्राभिस्तन्निबध्‍नाति भारत ॥ ८ ॥,"""Know that tamas is born from ignorance, causing delusion to all embodied beings. It binds them through carelessness, laziness, and sleep, O descendant of Bharata."" 





"
9.0,सत्त्वं सुखे सञ्जयति रज: कर्मणि भारत ।ज्ञानमावृत्य तु तम: प्रमादे सञ्जयत्युत ॥ ९ ॥,"""Sattva, O descendant of Bharata, keeps one attached to happiness, rajas to action, and tamas, covering up knowledge, keeps one attached to delusion."" 












"
10.0,रजस्तमश्चाभिभूय सत्त्वं भवति भारत ।रज: सत्त्वं तमश्चैव तम: सत्त्वं रजस्तथा ॥ १० ॥,"""O descendant of Bharata, when rajas and tamas conquer sattva, rajas conquers sattva and tamas, tamas conquers sattva and rajas, or tamas conquers sattva and rajas, the result is delusion."" 









"
