slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचअनाश्रित: कर्मफलं कार्यं कर्म करोति य: ।स सन्न्यासी च योगी च न निरग्न‍िर्न चाक्रिय: ॥ १ ॥,"The Lord said: ""One who performs actions, not attached to the fruits of actions, is a Sannyasi and a Yogi. He is neither without fire nor unactive."" 
"
2,यं सन्न्यासमिति प्राहुर्योगं तं विद्धि पाण्डव ।न ह्यसन्न्यस्तसङ्कल्पो योगी भवति कश्चन ॥ २ ॥,"This is what they call Sannyasa, know it as Yoga, O Pandava. No one can be a Yogi without relinquishing all desires and attachments. 
"
3,आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते ।योगारूढस्यतस्यैव शम: कारणमुच्यते ॥ ३ ॥,"For one desiring to attain Yoga, action is said to be the cause. But for one who has already attained Yoga, calmness is said to be the cause.  
"
4,यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्ज‍ते ।सर्वसङ्कल्पसन्न्यासी योगारूढस्तदोच्यते ॥ ४ ॥,"When one is no longer attracted to the objects of the senses, nor to actions, and has renounced all desires, then he is said to have attained Yoga. 
"
5,उद्धरेदात्मनात्मानं नात्मानमवसादयेत् ।आत्मैव ह्यात्मनो बन्धुरात्मैव रिपुरात्मन: ॥ ५ ॥,"One should lift oneself up with one's own self, and not let oneself down. For the self is the friend of the self, and the self is the enemy of the self. 
"
6,बन्धुरात्मात्मनस्तस्य येनात्मैवात्मना जित: ।अनात्मनस्तु शत्रुत्वे वर्तेतात्मैव शत्रुवत् ॥ ६ ॥,"The self is the friend of that self which has conquered itself; but the self is the enemy of that self which is unconquered, just like an enemy. 
"
7,जितात्मन: प्रशान्तस्य परमात्मा समाहित: ।शीतोष्णसुखदु:खेषु तथा मानापमानयो: ॥ ७ ॥,"In the self that has been conquered and pacified, the Supreme Self dwells in equipoise, unaffected by heat or cold, pleasure or pain, honor or dishonor. 


"
8,ज्ञानविज्ञानतृप्‍तात्मा कूटस्थो विजितेन्द्रिय: ।युक्त इत्युच्यते योगी समलोष्ट्राश्मकाञ्चन: ॥ ८ ॥,"One whose self is satisfied with knowledge and wisdom, who remains steadfast and has conquered the senses, is called a Yogi, who is indifferent to a lump of earth, a stone, and gold. 
"
9,सुहृन्मित्रार्युदासीनमध्यस्थद्वेष्यबन्धुषु ।साधुष्वपि च पापेषु समबुद्धिर्विशिष्यते ॥ ९ ॥,"One who is equal-minded towards friends, enemies, neutrals, those who are indifferent, those who are dear, and those who are hostile, towards both the good and the wicked, is considered to be extraordinary. 


"
10,योगी युञ्जीत सततमात्मानं रहसि स्थित: ।एकाकी यतचित्तात्मा निराशीरपरिग्रह: ॥ १० ॥,"A Yogi should constantly engage his mind in meditation, dwelling alone, with a controlled mind, free from desires and possessions. 
"
11,श‍ुचौ देशे प्रतिष्ठाप्य स्थिरमासनमात्मन: ।नात्युच्छ्रितं नातिनीचं चैलाजिनकुशोत्तरम् ॥ ११ ॥,"Having established oneself in a pure place, the Yogi should sit on a firm seat, neither too high nor too low,  covered with a blanket, deerskin, and Kusa grass. 


"
12,तत्रैकाग्रं मन: कृत्वा यतचित्तेन्द्रियक्रिय ।उपविश्यासने युञ्‍ज्याद्योगमात्मविश‍ुद्धये ॥ १२ ॥,"There, with  mind focused and senses under control, one should sit on the seat and practice Yoga for the purification of the self.  

"
13,समं कायशिरोग्रीवं धारयन्नचलं स्थिर: ।सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन् ॥ १३ ॥,"Keeping the body, head, and neck steady and immobile, one should fix one's gaze on the tip of the nose, without looking in any other direction. 


"
14,प्रशान्तात्मा विगतभीर्ब्रह्मचारिव्रते स्थित: ।मन: संयम्य मच्च‍ित्तो युक्त आसीत मत्पर: ॥ १४ ॥,"One should be peaceful, fearless, established in the vow of Brahmacharya, with mind controlled, fixed on Me, and devoted to Me.
"
