slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचइमं विवस्वते योगं प्रोक्तवानहमव्ययम् ।विवस्वान्मनवे प्राह मनुरिक्ष्वाकवेऽब्रवीत् ॥ १ ॥,"The Blessed Lord said: I have declared this imperishable Yoga to Vivasvan. Vivasvan told it to Manu, and Manu told it to Ikshvaku. 
"
2,एवं परम्पराप्राप्तमिमं राजर्षयो विदुः ।स कालेनेह महता योगे नष्टः परन्तप ॥ २ ॥,"Thus, this Yoga, received in unbroken tradition, was known by the royal sages. But, O chastiser of foes, it was lost in time through this great age. 


"
3,स एवायं मया तेऽद्य योगः प्रोक्तः पुरातनः ।भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम् ॥ ३ ॥,"This ancient Yoga is now declared by Me to you. Because you are My devotee and friend, this Supreme secret is disclosed to you. 


"
4,अर्जुन उवाचअपरं भवतो जन्म परं जन्म विवस्वतः ।कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति ॥ ४ ॥,"Arjuna said: What was Your previous birth, and what was the previous birth of Vivasvan? How can I know that You taught this to him in the beginning? 




"
5,श्रीभगवानुवाचबहूनि मे व्यतीतानि जन्मानि तव चार्जुन ।तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप ॥ ५ ॥,"The Blessed Lord said: Many births have passed for Me and for you, Arjuna. I know them all, but you do not know them, O chastiser of foes. 




"
6,अजोऽपि सन्नव्ययात्मा भूतानामीश्वरोऽपि सन् ।प्रकृतिं स्वामधिष्ठाय सम्भवाम्यात्ममायया ॥ ६ ॥,"Although I am unborn, eternal, and the Lord of all beings, yet I am born by My own nature, enveloped by My Maya.  




"
7,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत ।अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम् ॥ ७ ॥,"Whenever there is a decline of righteousness, O Bharata, and an exaltation of unrighteousness, then I manifest Myself. 




"
8,परित्राणाय साधुनां विनाशाय च दुष्कृताम् ।धर्मसंस्थानार्थाय सम्भवामि युगे युगे ॥ ८ ॥,"For the protection of the good, for the destruction of the wicked, and for the establishment of righteousness, I am born in every age. 






"
9,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वतः ।त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन ॥ ९ ॥,"Whoever knows My divine birth and activities in truth, he does not return to this material existence after giving up the body, but attains Me, O Arjuna. 






"
10,वीतरागभयक्रोधा मन्मया मामुपाश्रिताः ।बहवो ज्ञानतपसा पूता मद्भ‍ावमागताः ॥ १० ॥,"Many, free from attachment, fear, and anger, who have surrendered to Me and are purified by the fire of knowledge, have attained My nature. 






"
11,ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम् ।मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः ॥ ११ ॥,"As men approach Me, so I reward them.  Men everywhere follow My path, O Partha. 






"
12,काङ्क्षन्तः कर्मणां सिद्धिं यजन्त इह देवता ।क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा ॥ १२ ॥,"Those who desire the fruits of their actions worship the deities here.  Quickly, indeed, the result of work is achieved in this human world. 






"
13,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः ।तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम् ॥ १३ ॥,"I have created the four social classes according to their qualities and activities. Know Me as the creator without beginning, though I do not create. 






"
14,न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा ।इति मां योऽभिजानाति कर्मभिर्न स बध्यते ॥ १४ ॥,"Actions do not stain Me, nor do I desire the fruits of action. Whoever knows Me thus is not bound by actions. 








"
15,एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः ।कुरु कर्मैव तस्मात्त्वं पूर्वैः पूर्वतरं कृतम् ॥ १५ ॥,"Knowing this, even those seekers of liberation before you acted. Therefore, you also act as they did in the past. 








"
16,किं कर्म किमकर्मेति कवयोऽप्यत्र मोहिताः ।तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽश‍ुभात् ॥ १६ ॥,"Even the wise are bewildered about what action is and what is inaction. I will tell you about action by knowing which you will be liberated from evil. 










"
17,कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः ।अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः ॥ १७ ॥,"Action must be understood, so too must inaction be understood, and actionlessness must also be understood, for the course of action is subtle. 







"
18,कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः ।स बुद्धिमान्मनुष्येषु स युक्तः कृत्स्नकर्मकृत् ॥ १८ ॥,"He who sees inaction in action and action in inaction, he is a wise man among men, and he is a yogi, the doer of all actions. 










"
19,यस्य सर्वे समारम्भाः कामसंकल्पवर्जिताः ।ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः ॥ १९ ॥,"He whose all undertakings are free from desire and thought of self, whose actions have been burned to ashes by the fire of knowledge—him the wise call a learned man. 




"
20,त्यक्त्वा कर्मफलासङ्गं नित्यतृप्तो निराश्रयः ।कर्मण्यभिप्रवृत्तोऽपि नैव किञ्चित्करोति सः ॥ २० ॥,"Free from attachment to the fruits of actions, ever content, and without any dependence, even though engaging in action, he really does nothing. 




"
21,निराशीर्यतचित्तात्मा त्यक्तसर्वपरिग्रहः ।शारीरं केवलं कर्म कुर्वन्नाप्‍नोति किल्बिषम् ॥ २१ ॥,"He whose mind is free from desire, whose self is detached, and who has renounced all possessions—even though performing bodily actions, he incurs no sin.  






"
22,यदृच्छालाभसंतुष्टो द्वन्द्वातीतो विमत्सरः ।समः सिद्धावसिद्धौ च कृत्वापि न निबध्यते ॥ २२ ॥,"He who is content with whatever comes his way, who is free from duality, and who is free from envy, who is the same in success and failure, even though acting, is not bound. 






"
23,गतसङ्गस्य मुक्तस्य ज्ञानावस्थितचेतसः ।यज्ञायाचरतः कर्म समग्रं प्रविलीयते ॥ २३ ॥,"For one whose attachments are gone, who is liberated, and whose mind is established in knowledge, whose actions are performed as an offering, all actions are completely absorbed. 








"
24,ब्रह्मार्पणं ब्रह्म हविर्ब्रह्माग्न‍ौ ब्रह्मणा हुतम् ।ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्मसमाधिना ॥ २४ ॥,"The offering is Brahman, the oblation is Brahman, the fire is Brahman, and by Brahman it is offered. By Brahman the same goal is to be reached, through the contemplation of Brahman as the action. 






"
25,दैवमेवापरे यज्ञं योगिनः पर्युपासते ।ब्रह्माग्न‍ावपरे यज्ञं यज्ञेनैवोपजुह्वति ॥ २५ ॥,"Some yogis worship the divine with the sacrifice of knowledge, while others offer the sacrifice of knowledge into the fire of Brahman with the sacrifice of knowledge. 








"
26,श्रोत्रादीनीन्द्रियाण्यन्ये संयमाग्न‍िषु जुह्वति ।शब्दादीन्विषयानन्य इन्द्रियाग्न‍िषु जुह्वति ॥ २६ ॥,"Some offer their ears and other senses into the fire of restraint, while others offer sounds and other objects of sense into the fire of the senses. 








"
27,सर्वाणीन्द्रियकर्माणि प्राणकर्माणि चापरे ।आत्मसंयमयोगाग्न‍ौ जुह्वति ज्ञानदीपिते ॥ २७ ॥,"Some offer all actions of the senses and actions of the vital breaths into the fire of self-control, illuminated by the fire of knowledge. 








"
28,द्रव्ययज्ञास्तपोयज्ञा योगयज्ञास्तथापरे ।स्वाध्यायज्ञानयज्ञाश्च यतयः संशितव्रताः ॥ २८ ॥,"Some offer sacrifices of wealth, austerities, and yoga, while others, the austere and steadfast, offer sacrifices of self-study and knowledge. 










"
29,अपाने जुह्वति प्राणं प्राणेऽपानं तथापरे ।प्राणापानगती रुद्ध्वा प्राणायामपरायणाः ।अपरे नियताहाराः प्राणान्प्राणेषु जुह्वति ॥ २९ ॥,"Some offer the outgoing breath into the incoming breath, and others offer the incoming breath into the outgoing breath. Some, by stopping the movement of the incoming and outgoing breaths, become devoted to the practice of breath control. Others, with controlled diets, offer the vital breaths into the vital breaths. 






"
30,सर्वेऽप्येते यज्ञविदो यज्ञक्षपितकल्मषाः ।यज्ञशिष्टामृतभुजो यान्ति ब्रह्म सनातनम् ॥ ३० ॥,"All these knowers of sacrifice, their sins consumed by sacrifice, who eat the nectar remaining after the sacrifice, attain the eternal Brahman. 










"
31,नायं लोकोऽस्त्ययज्ञस्य कुतोऽन्यः कुरुसत्तम ॥ ३१ ॥,"For one who does not perform sacrifice, there is no happiness in this world, nor in the next, O best of the Kurus. 






"
32,एवं बहुविधा यज्ञा वितता ब्रह्मणो मुखे ।कर्मजान्विद्धि तान्सर्वानेवं ज्ञात्वा विमोक्ष्यसे ॥ ३२ ॥,"These numerous sacrifices are extended throughout the mouth of Brahman. Know that they are all born of action. By knowing this, you will be liberated. 










"
33,श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप ।सर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते ॥ ३३ ॥,"O chastiser of foes, the sacrifice of knowledge is superior to the sacrifice of material wealth.  All actions, O Partha, culminate in knowledge. 












"
34,तद्विद्धि प्रणिपातेन परिप्रश्न‍ेन सेवया ।उपदेक्ष्यन्ति ते ज्ञानं ज्ञानिनस्तत्त्वदर्शिनः ॥ ३४ ॥,"Know that by prostration, by inquiry, and by service, the true knowers of reality will teach you that knowledge. 










"
35,यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव ।येन भूतान्यशेषाणि द्रक्ष्यस्यात्मन्यथो मयि ॥ ३५ ॥,"Knowing this, you will never again be deluded, O Pandava.  By this you will see all beings in yourself and in Me. 












"
36,अपि चेदसि पापेभ्यः सर्वेभ्यः पापकृत्तमः ।सर्वं ज्ञानप्ल‍वेनैव वृजिनं सन्तरिष्यसि ॥ ३६ ॥,"Even if you are the worst of sinners, you will cross over all sins by the boat of knowledge. 








"
37,यथैधांसि समिद्धोऽग्न‍िर्भस्मसात्कुरुतेऽर्जुन ।ज्ञानाग्न‍िः सर्वकर्माणि भस्मसात्कुरुते तथा ॥ ३७ ॥,"As a blazing fire reduces fuel to ashes, Arjuna, so the fire of knowledge reduces all actions to ashes. 










"
38,न हि ज्ञानेन सदृशं पवित्रमिह विद्यते ।तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति ॥ ३८ ॥,"There is nothing in this world as pure as knowledge.  One who is perfect in yoga finds it in the Self in due time. 












"
39,श्रद्धावाँल्ल‍भते ज्ञानं तत्परः संयतेन्द्रियः ।ज्ञानं लब्ध्वा परां शान्तिमचिरेणाधिगच्छति ॥ ३९ ॥,"A man of faith, devoted to the Supreme, with controlled senses, attains knowledge. Obtaining knowledge, he quickly achieves the supreme peace. 








"
40,अज्ञश्चाश्रद्दधानश्च संशयात्मा विनश्यति ।नायं लोकोऽस्ति न परो न सुखं संशयात्मनः ॥ ४० ॥,"The ignorant, the faithless, and the doubting soul is destroyed. There is no happiness for the doubting soul in this world or in the next.  








"
41,योगसन्न्यस्तकर्माणं ज्ञानसञ्छिन्नसंशयम् ।आत्मवन्तं न कर्माणि निबध्न‍‍न्ति धनञ्जय ॥ ४१ ॥,"One whose actions are renounced by yoga, whose doubts are cut off by knowledge, and who has found his Self, he is not bound by actions, O Dhananjaya. 








"
42,तस्मादज्ञानसम्भूतं हृत्स्थं ज्ञानासिनात्मनः ।छित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत ॥ ४२ ॥,"Therefore, cut off this doubt, born of ignorance, that resides in your heart, with the sword of knowledge, and then, O Bharata, establish yourself in yoga. 









"
