slokas_no,slokas,slokas_translated
1,अर्जुन उवाचकिं तद्‌ब्रह्म किमध्यात्मं किं कर्म पुरुषोत्तम ।अधिभूतं च किं प्रोक्तमधिदैवं किमुच्यते ॥ १ ॥,"Arjuna said: ""O Supreme Lord, what is that Brahman? What is the inner Self? What is action? And what, O Supreme Person, is spoken of as the presiding deity?"" 






"
2,अधियज्ञ: कथं कोऽत्र देहेऽस्मिन्मधुसूदन ।प्रयाणकाले च कथं ज्ञेयोऽसि नियतात्मभि: ॥ २ ॥,"“How is the object of sacrifice to be known in this body, O Madhusudana? And how, at the time of departure, are You to be known by those with controlled minds?"" 







"
3,श्रीभगवानुवाचअक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते ।भूतभावोद्भ‍वकरो विसर्ग: कर्मसंज्ञित: ॥ ३ ॥,"The Lord said: ""The imperishable syllable (Om) is called Brahman, the Supreme, the essential nature, the inner Self. The creation and dissolution of beings is called action, the cause of action."" 








"
4,अधिभूतं क्षरो भाव: पुरुषश्चाधिदैवतम् ।अधियज्ञोऽहमेवात्र देहे देहभृतां वर ॥ ४ ॥,"""The perishable, material nature is called the presiding deity of the physical body. The individual soul is the presiding deity of the individual body. And I am the object of sacrifice in this body of all beings, O best of the embodied beings."" 









"
5,अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् ।य: प्रयाति स मद्भ‍ावं याति नास्त्यत्र संशय: ॥ ५ ॥,"""He who at the time of death, remembering Me, gives up this mortal body, comes to My nature. Of this there is no doubt."" 







"
6,यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् ।तं तमेवैति कौन्तेय सदा तद्भ‍ावभावित: ॥ ६ ॥,"“Whatever form a person thinks of at the time of death, giving up this body, to that very form he goes, O Kunti’s son, constantly imbued with that thought.” 








"
7,तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च ।मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशय: ॥ ७ ॥,"""Therefore, remember me in all situations and fight. With your mind and intellect fixed on Me, you will surely come to Me.” 









"
8,अभ्यासयोगयुक्तेन चेतसा नान्यगामिना ।परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् ॥ ८ ॥,"""One whose mind is fixed on the Supreme Person, divine and beyond material nature, through the practice of Yoga, and who has no other aim, will surely attain Him, O Partha."" 










"
9,कविं पुराणमनुशासितार-मणोरणीयांसमनुस्मरेद्य: ।सर्वस्य धातारमचिन्त्यरूप-मादित्यवर्णं तमस: परस्तात् ॥ ९ ॥,"“One should meditate on Him who is the ancient sage, the teacher, the smallest of the small, the greatest of the great, the creator of all, incomprehensible, radiant like the sun, beyond darkness.” 






"
10,प्रयाणकाले मनसाचलेनभक्त्य‍ा युक्तो योगबलेन चैव ।भ्रुवोर्मध्ये प्राणमावेश्य सम्य-क्स तं परं पुरुषमुपैति दिव्यम् ॥ १० ॥,"“With a steady mind, united with devotion, and with the power of Yoga, at the time of departure, one should place the breath between the eyebrows and then attain that supreme, divine Person.” 











"
11,यदक्षरं वेदविदो वदन्तिविशन्ति यद्यतयो वीतरागा: ।यदिच्छन्तो ब्रह्मचर्यं चरन्तितत्ते पदं सङ्ग्रहेण प्रवक्ष्ये ॥ ११ ॥,"“The wordless, which knowers of the Vedas declare, which unattached ascetics enter, which those who desire liberation practice, that state I will briefly describe.” 




"
12,सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च ।मूध्‍न्‍‍र्याधायात्मन: प्राणमास्थितो योगधारणाम् ॥ १२ ॥,"“Closing all the doors of the senses, restraining the mind in the heart, and fixing the breath at the crown of the head, one should establish oneself in Yoga.” 







"
13,ॐ इत्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन् ।य: प्रयाति त्यजन्देहं स याति परमां गतिम् ॥ १३ ॥,"""He who, while uttering the single syllable Om, remembering Me, departs from this body, attains the supreme state."" 









"
14,अनन्यचेता: सततं यो मां स्मरति नित्यश: ।तस्याहं सुलभ: पार्थ नित्ययुक्तस्य योगिन: ॥ १४ ॥,"""He who always remembers Me, with a mind free from other thoughts, is easily attainable by Me, O Partha, for he who continually practices Yoga is united with Me."" 









"
15,मामुपेत्य पुनर्जन्म दु:खालयमशाश्वतम् ।नाप्‍नुवन्ति महात्मान: संसिद्धिं परमां गता: ॥ १५ ॥,"""Having attained Me, great souls do not return to this perishable, sorrowful world of repeated births, but they achieve the highest perfection.” 











"
16,आब्रह्मभुवनाल्ल‍ोका: पुनरावर्तिनोऽर्जुन ।मामुपेत्य तु कौन्तेय पुनर्जन्म न विद्यते ॥ १६ ॥,"""O Arjuna, beings from the heavenly worlds up to Brahmaloka return to this world again. But those who attain Me, O Kunti’s son, do not return to this world."" 









"
17,सहस्रयुगपर्यन्तमहर्यद्ब्रह्मणो विदु: ।रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जना: ॥ १७ ॥,"""Know that a thousand yugas constitute a day of Brahma, and a thousand yugas constitute a night of Brahma. Those who know this day and night are knowers of time."" 




"
18,अव्यक्ताद्‍ व्यक्तय: सर्वा: प्रभवन्त्यहरागमे ।रात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके ॥ १८ ॥,"""At the beginning of Brahma’s day, all manifest forms emerge from the unmanifest; at the end of the day, they are dissolved in that same unmanifest, which is known as the unmanifest.” 


"
19,भूतग्राम: स एवायं भूत्वा भूत्वा प्रलीयते ।रात्र्यागमेऽवश: पार्थ प्रभवत्यहरागमे ॥ १९ ॥,"""This entire aggregate of beings, having come into existence and having dissolved, again comes into existence at the beginning of Brahma's day, O Partha, and dissolves again at the end of his day."" 









"
20,परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातन: ।य: स सर्वेषु भूतेषु नश्यत्सु न विनश्यति ॥ २० ॥,"“But beyond that unmanifest, there is another, unmanifest, eternal reality, which is the same in all beings and does not perish even when these beings perish."" 










"
21,अव्यक्तोऽक्षर इत्युक्तस्तमाहु: परमां गतिम् ।यं प्राप्य न निवर्तन्ते तद्धाम परमं मम ॥ २१ ॥,"""That unmanifest is called the imperishable. They say it is the supreme destination. Having attained it, no one returns. That is My supreme abode.""  








"
22,पुरुष: स पर: पार्थ भक्त्य‍ा लभ्यस्त्वनन्यया ।यस्यान्त:स्थानि भूतानि येन सर्वमिदं ततम् ॥ २२ ॥,"“O Partha, that Supreme Person can be attained by unalloyed devotion. Within Him are all beings, and by Him is everything pervaded."" 





"
23,यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिन: ।प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ ॥ २३ ॥,"“O best of the Bharatas, I will now tell you about that time when the Yogi does not return to this world, and also when he does return."" 







"
24,अग्न‍िर्ज्योतिरह: शुक्ल‍ः षण्मासा उत्तरायणम् ।तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जना: ॥ २४ ॥,"""The fire, light, the sun, the bright fortnight, and the six months of the northward journey of the sun (Uttarayana) - those who depart during this period, the knowers of Brahman, go to Brahman.” 








"
25,धूमो रात्रिस्तथा कृष्ण: षण्मासा दक्षिणायनम् ।तत्र चान्द्रमसं ज्योतिर्योगी प्राप्य निवर्तते ॥ २५ ॥,"""Smoke, night, darkness, the six months of the southward journey of the sun (Dakshinayana), and the lunar light - these are the characteristics of the time when the Yogi, having attained the lunar world, returns.”  









"
26,श‍ुक्ल‍कृष्णे गती ह्येते जगत: शाश्वते मते ।एकया यात्यनावृत्तिमन्ययावर्तते पुन: ॥ २६ ॥,"“These two paths, the bright and the dark, are considered eternal in this world. By one, one goes without returning, and by the other, one returns again.” 







"
