slokas_no,slokas,slokas_translated
1.0,श्रीभगवानुवाचमय्यासक्तमना: पार्थ योगं युञ्जन्मदाश्रय: ।असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु ॥ १ ॥,"The Lord said: ""O son of Pritha, listen attentively, for I will tell you how you will know Me completely, without doubt, by engaging your mind in Yoga, being devoted to Me."" 







"
2.0,ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषत: ।यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते ॥ २ ॥,"""I will impart to you this knowledge, with wisdom in its entirety, which, having known, there is nothing else left to be known here."" 







"
3.0,मनुष्याणां सहस्रेषु कश्चिद्यतति सिद्धये ।यततामपि सिद्धानां कश्चिन्मां वेत्ति तत्त्वत: ॥ ३ ॥,"""Out of thousands of human beings, only a few strive for perfection. And even among those who strive, very few know Me truly."" 






"
4.0,भूमिरापोऽनलो वायु: खं मनो बुद्धिरेव च ।अहङ्कार इतीयं मे भिन्ना प्रकृतिरष्टधा ॥ ४ ॥,"""Earth, water, fire, air, ether, mind, intellect, and ego - these are My eightfold separated material nature."" 







"
5.0,अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम् ।जीवभूतां महाबाहो ययेदं धार्यते जगत् ॥ ५ ॥,"""Know that besides this, O mighty-armed one, there is another, superior nature of Mine, the living one, by which this entire universe is sustained."" 




"
6.0,एतद्योनीनि भूतानि सर्वाणीत्युपधारय ।अहं कृत्स्नस्य जगत: प्रभव: प्रलयस्तथा ॥ ६ ॥,"""Know that all beings have these as origins. I am the origin and dissolution of the entire universe."" 








"
7.0,मत्त: परतरं नान्यत्किञ्चिदस्ति धनञ्जय ।मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव ॥ ७ ॥,"""There is nothing superior to Me, O Dhananjaya. Everything in this universe is strung together in Me, like gems strung on a thread."" 





"
8.0,रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययो: ।प्रणव: सर्ववेदेषु शब्द: खे पौरुषं नृषु ॥ ८ ॥,"""I am the taste in water, O Kunti's son, the radiance in the sun and moon, the syllable Om in all the Vedas, the sound in space, manliness in men."" 






"
9.0,पुण्यो गन्ध: पृथिव्यां च तेजश्चास्मि विभावसौ ।जीवनं सर्वभूतेषु तपश्चास्मि तपस्विषु ॥ ९ ॥,"""I am the pleasant fragrance in the earth, the brilliance in fire, life in all beings, and austerity in the ascetics."" 








"
10.0,बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम् ।बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम् ॥ १० ॥,"“Know Me, O Partha, as the eternal seed of all beings. I am the intellect of the intelligent, the brilliance of the brilliant."" 



"
11.0,बलं बलवतां चाहं कामरागविवर्जितम् ।धर्माविरुद्धो भूतेषु कामोऽस्मि भरतर्षभ ॥ ११ ॥,"""I am strength in the strong, free from desire and attachment. Among beings, I am desire free from conflict with Dharma, O best of the Bharatas."" 







"
12.0,ये चैव सात्त्विका भावा राजसास्तामसाश्च ये ।मत्त एवेति तान्विद्धि न त्वहं तेषु ते मयि ॥ १२ ॥,"""Know that the sattvic, rajasic, and tamasic qualities are all from Me, but I am not in them, they are in Me.”






"
13.0,त्रिभिर्गुणमयैर्भावैरेभि: सर्वमिदं जगत् ।मोहितं नाभिजानाति मामेभ्य: परमव्ययम् ॥ १३ ॥,"""This entire universe is deluded by these three modes of material nature, and therefore does not know Me, the imperishable, beyond them."" 




"
14.0,दैवी ह्येषा गुणमयी मम माया दुरत्यया ।मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते ॥ १४ ॥,"""This divine, material nature of Mine, consisting of the three modes, is very difficult to overcome. Those who surrender to Me alone cross over this illusion.” 








"
15.0,न मां दुष्कृतिनो मूढा: प्रपद्यन्ते नराधमा: ।माययापहृतज्ञाना आसुरं भावमाश्रिता: ॥ १५ ॥,"“The wicked, the deluded, and the lowest of mankind do not surrender to Me. Their knowledge is stolen away by illusion, and they embrace the demonic nature."" 






"
16.0,चतुर्विधा भजन्ते मां जना: सुकृतिनोऽर्जुन ।आर्तो जिज्ञासुरर्थार्थी ज्ञानी च भरतर्षभ ॥ १६ ॥,"""O best of the Bharatas, four kinds of people worship me: the distressed, the inquisitive, the seeker of wealth, and the wise."" 





"
17.0,तेषां ज्ञानी नित्ययुक्त एकभक्तिर्विशिष्यते ।प्रियो हि ज्ञानिनोऽत्यर्थमहं स च मम प्रिय: ॥ १७ ॥,"""Among them, the wise man who is always united with Me, devoted to Me with single-minded devotion, is most dear to Me, and I am also most dear to him."" 







"
