slokas_no,slokas,slokas_translated
1,अर्जुन उवाचये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विता: ।तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तम: ॥ १ ॥,"Arjuna said: ""O Krishna, what is the position of those who, with faith, perform sacrifices while neglecting the scriptural injunctions? Are they in sattva, rajas, or tamas?"" 









"
2,श्रीभगवानुवाचत्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा ।सात्त्विकी राजसी चैव तामसी चेति तां श‍ृणु ॥ २ ॥,"The Lord said: ""There are three kinds of faith in embodied beings, born from their nature. Hear about them: sattvic, rajasic, and tamasic.""  




 








"
3,सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत ।श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्ध: स एव स: ॥ ३ ॥,"""O descendant of Bharata, the faith of every being is in accordance with its nature. Every being is made of faith.  Whatever one’s faith is, that one is."" 











"
4,यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसा: ।प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जना: ॥ ४ ॥,"""The sattvic people worship the gods.  The rajasic people worship the yakshas and rakshasas. And the tamasic people worship the dead, ghosts, and other such beings.” 




 






"
5,अशास्त्रविहितं घोरं तप्यन्ते ये तपो जना: ।दम्भाहङ्कारसंयुक्ता: कामरागबलान्विता: ॥ ५ ॥,"""Those who perform severe austerities without scriptural authority, driven by pride and ego, and fueled by lust and attachment."" 











"
6,कर्षयन्त: शरीरस्थं भूतग्राममचेतस: ।मां चैवान्त: शरीरस्थं तान्विद्ध्यासुरनिश्चयान् ॥ ६ ॥,"""They torture their bodies and the beings dwelling within, with a dull mind, and they consider Me, dwelling within the body, to be their enemy. Know them as demoniac in their conviction.""  




 




"
7,आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रिय: ।यज्ञस्तपस्तथा दानं तेषां भेदमिमं श‍ृणु ॥ ७ ॥,"""O Arjuna, food, sacrifice, austerity, and charity are also of three kinds. Hear about their distinctions."" 





 






"
8,आयु:सत्त्वबलारोग्यसुखप्रीतिविवर्धना: ।रस्या: स्‍निग्धा: स्थिरा हृद्या आहारा: सात्त्विकप्रिया: ॥ ८ ॥,"""Foods that increase lifespan, sattva, strength, health, happiness, and joy, that are juicy, oily, nourishing, and palatable, are favored by those who are sattvic."" 





 


"
9,कट्‌वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिन: ।आहारा राजसस्येष्टा दु:खशोकामयप्रदा: ॥ ९ ॥,"“Foods that are bitter, sour, salty, too hot, pungent, dry, and burning are favored by those who are rajasic, and they cause pain, sorrow, and disease.” 




 






"
10,यातयामं गतरसं पूति पर्युषितं च यत् ।उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् ॥ १० ॥,"""Foods that are stale, tasteless, foul, rotten, leftover, and impure are favored by those who are tamasic.” 





 


"
11,अफलाकाङ्‌‍क्षिभिर्यज्ञो विधिदिष्टो य इज्यते ।यष्टव्यमेवेति मन: समाधाय स सात्त्विक: ॥ ११ ॥,"""He who performs a sacrifice according to scriptural injunctions, without any expectation of reward, thinking only, ‘This sacrifice must be performed,’ he is sattvic.” 





 




"
