slokas_no,slokas,slokas_translated
1,अर्जुन उवाचप्रकृतिं पुरुषं चैव क्षेत्रं क्षेत्रज्ञमेव च ।एतद्वेदितुमिच्छामि ज्ञानं ज्ञेयं च केशव ॥ १ ॥,"Arjuna said: ""O Keshava, I wish to know about Prakriti, Purusha, the field (kshetra), and the knower of the field (kshetrajna). I wish to know the knowledge and the object of knowledge."" 







"
2,श्रीभगवानुवाचइदं शरीरं कौन्तेय क्षेत्रमित्यभिधीयते ।एतद्यो वेत्ति तं प्राहु: क्षेत्रज्ञ इति तद्विद: ॥ २ ॥,"The Lord said: ""O Kunti's son, this body is called the field (kshetra). The wise who know this call the one who knows it as the knower of the field (kshetrajna)."" 











"
3,क्षेत्रज्ञं चापि मां विद्धि सर्वक्षेत्रेषु भारत ।क्षेत्रक्षेत्रज्ञयोर्ज्ञानं यत्तज्ज्ञानं मतं मम ॥ ३ ॥,"“Know Me, O descendant of Bharata, to be the knower of the field in all fields. This knowledge of the field and the knower of the field, that is the knowledge considered by Me to be true knowledge.” 











"
4,तत्क्षेत्रं यच्च‍ यादृक्‍च यद्विकारि यतश्च यत् ।स च यो यत्प्रभावश्च तत्समासेन मे श‍ृणु ॥ ४ ॥,"“Now, hear in brief from Me about the nature of the field, its qualities, its modifications, its cause, its knower, and also about the nature and the activities of the knower of the field.” 






"
5,ऋषिभिर्बहुधा गीतं छन्दोभिर्विविधै: पृथक् ।ब्रह्मसूत्रपदैश्चैव हेतुमद्भ‍िर्विनिश्चितै: ॥ ५ ॥,"""This has been sung by many sages in various verses, in different meters, and also in the Brahma-Sutras, with conclusive reasoning.” 
"
6,महाभूतान्यहङ्कारो बुद्धिरव्यक्तमेव च ।इन्द्रियाणि दशैकं च पञ्च चेन्द्रियगोचरा: ॥ ६ ॥,"""The great elements (earth, water, fire, air, ether), ego, intellect, the unmanifest, the ten senses, and the five objects of the senses."" 








"
7,इच्छा द्वेष: सुखं दु:खं सङ्घातश्चेतना धृति: ।एतत्क्षेत्रं समासेन सविकारमुदाहृतम् ॥ ७ ॥,"“Desire, aversion, pleasure, pain, the aggregate of the elements, consciousness, and determination - this is the field, briefly described with its modifications.” 








"
8,अमानित्वमदम्भित्वमहिंसा क्षान्तिरार्जवम् ।आचार्योपासनं शौचं स्थैर्यमात्मविनिग्रह: ॥ ८ ॥,"""Humility, freedom from pride, nonviolence, forbearance, uprightness, service to the spiritual master, purity, steadiness, and self-control.""  











"
9,इन्द्रियार्थेषु वैराग्यमनहङ्कार एव च ।जन्ममृत्युजराव्याधिदु:खदोषानुदर्शनम् ॥ ९ ॥,"""Detachment from the objects of the senses, freedom from ego, and the realization of the defects of birth, death, old age, and disease.""  












"
10,असक्तिरनभिष्वङ्ग: पुत्रदारगृहादिषु ।नित्यं च समचित्तत्वमिष्टानिष्टोपपत्तिषु ॥ १० ॥,"""Non-attachment, freedom from identification,  in relation to sons, wives, homes, and so on.  And always remaining equanimous in pleasant and unpleasant circumstances."" 








"
11,मयि चानन्ययोगेन भक्तिरव्यभिचारिणी ।विविक्तदेशसेवित्वमरतिर्जनसंसदि ॥ ११ ॥,"""Unwavering devotion to Me, with no deviation, dwelling in solitude,  and indifference to worldly gatherings."" 









"
12,अध्यात्मज्ञाननित्यत्वं तत्त्वज्ञानार्थदर्शनम् ।एतज्ज्ञानमिति प्रोक्तमज्ञानं यदतोऽन्यथा ॥ १२ ॥,"""The eternal nature of the Self, the realization of the truth, the understanding of the purpose of life, this is knowledge.  That which is different from this is ignorance."" 







"
13,ज्ञेयं यत्तत्प्रवक्ष्यामि यज्ज्ञात्वामृतमश्न‍ुते ।अनादिमत्परं ब्रह्म न सत्तन्नासदुच्यते ॥ १३ ॥,"“Now, I will describe that which is to be known, by knowing which one enjoys immortality. It is Brahman, the eternal, which is neither being nor non-being.” 









"
