slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचऊर्ध्वमूलमध:शाखमश्वत्थं प्राहुरव्ययम् ।छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित् ॥ १ ॥,"The Lord said: ""The banyan tree, which has its roots above and branches below, is called the imperishable. Its leaves are the hymns (chandas). He who knows this tree, he knows the Vedas."" 





 




"
2,अधश्चोर्ध्वं प्रसृतास्तस्य शाखागुणप्रवृद्धा विषयप्रवाला: ।अधश्च मूलान्यनुसन्ततानिकर्मानुबन्धीनि मनुष्यलोके ॥ २ ॥,"""Its branches, spreading out above and below, are nourished by the qualities (guna) and grow, attracting objects of desire. And its roots, extending downwards, are firmly rooted in action, in the human world.” 





 


"
3,न रूपमस्येह तथोपलभ्यतेनान्तो न चादिर्न च सम्प्रतिष्ठा ।अश्वत्थमेनं सुविरूढमूल-मसङ्गशस्त्रेण दृढेन छित्त्वा ॥ ३ ॥,"“Its form is not seen here, nor is there an end, a beginning, or a fixed location.  Cutting down this banyan tree with a sharp, strong weapon of nonattachment.” 






"
4,तत: पदं तत्परिमार्गितव्यंयस्मिन्गता न निवर्तन्ति भूय: ।तमेव चाद्यं पुरुषं प्रपद्येयत: प्रवृत्ति: प्रसृता पुराणी ॥ ४ ॥,"“One should seek that place, having reached which one does not return. It is from there that the ancient course of action has flowed forth. One should go to that primeval Person.” 







"
5,निर्मानमोहा जितसङ्गदोषाअध्यात्मनित्या विनिवृत्तकामा: ।द्वन्द्वैर्विमुक्ता: सुखदु:खसंज्ञै-र्गच्छन्त्यमूढा: पदमव्ययं तत् ॥ ५ ॥,"“Free from pride and delusion, victorious over attachment, established in the Self, freed from desires, liberated from the duality of pleasure and pain, the unconfused ones attain that imperishable state."" 













"
6,न तद्भ‍ासयते सूर्यो न शशाङ्को न पावक: ।यद्ग‍त्वा न निवर्तन्ते तद्धाम परमं मम ॥ ६ ॥,"“The sun does not shine there, nor the moon, nor fire.  Having attained that state, one does not return. That is My supreme abode.” 







"
7,ममैवांशो जीवलोके जीवभूत: सनातन: ।मन:षष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति ॥ ७ ॥,"“A portion of Me, the eternal living being (jiva), is present in the world of living beings.  It is situated in Prakriti and draws the mind and the five senses.” 




 






"
8,शरीरं यदवाप्‍नोति यच्च‍ाप्युत्क्रामतीश्वर: ।गृहीत्वैतानि संयाति वायुर्गन्धानिवाशयात् ॥ ८ ॥,"“Whatever body a being obtains, and whatever body it leaves, the Supreme Lord, taking these (mind and senses) with Him, departs, just as the wind carries away fragrances.” 









"
9,श्रोत्रं चक्षु: स्पर्शनं च रसनं घ्राणमेव च ।अधिष्ठाय मनश्चायं विषयानुपसेवते ॥ ९ ॥,"“Having entered into these (senses), the mind, in this body, enjoys the objects of the senses: hearing, sight, touch, taste, and smell.”   





 




"
10,उत्क्रामन्तं स्थितं वाऽपि भुञ्जानं वा गुणान्वितम् ।विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुष: ॥ १० ॥,"""The ignorant do not see the Soul, whether entering, abiding, or enjoying, along with its qualities,  but those who possess the eye of knowledge, they see."" 







"
11,यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् ।यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतस: ॥ ११ ॥,"“Those who strive in Yoga see the Soul abiding in their selves. Those who strive but are self-controlled, do not see It because of their lack of awareness.” 







"
12,यदादित्यगतं तेजो जगद्भ‍ासयतेऽखिलम् ।यच्च‍न्द्रमसि यच्च‍ाग्न‍ौ तत्तेजो विद्धि मामकम् ॥ १२ ॥,"“The radiance that shines in the sun, which illuminates the entire universe, and the radiance that shines in the moon and in fire, that radiance know to be Mine.” 








"
13,गामाविश्य च भूतानि धारयाम्यहमोजसा ।पुष्णामि चौषधी: सर्वा: सोमो भूत्वा रसात्मक: ॥ १३ ॥,"“Entering into the earth, I sustain all beings by My energy.  Becoming the moon, I nourish all herbs, and I am the essence of all juices.” 











"
14,अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रित: ।प्राणापानसमायुक्त: पचाम्यन्नं चतुर्विधम् ॥ १४ ॥,"“Becoming the universal fire, I reside within the bodies of living beings, together with the incoming and outgoing breaths, and I digest the four kinds of food."" 




 






"
15,सर्वस्य चाहं हृदि सन्निविष्टोमत्त: स्मृतिर्ज्ञानमपोहनं च ।वेदैश्च सर्वैरहमेव वेद्योवेदान्तकृद्वेदविदेव चाहम् ॥ १५ ॥,"""I am present in the heart of all. From Me come remembrance, knowledge, and their disappearance. I am to be known by all the Vedas. I am the author of the Vedanta, and I am the knower of the Vedas."" 







"
16,द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च ।क्षर: सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते ॥ १६ ॥,"“There are two classes of beings in this world, the perishable and the imperishable. The perishable is all beings. The imperishable is called the unchanging, the permanent."" 





 






"
17,उत्तम: पुरुषस्त्वन्य: परमात्मेत्युदाहृत: ।यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वर: ॥ १७ ॥,"“The Supreme Person, the supreme Self, is superior to this. He pervades the three worlds, sustains them, and is imperishable. He is the Lord."" 











"
18,यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तम: ।अतोऽस्मि लोके वेदे च प्रथित: पुरुषोत्तम: ॥ १८ ॥,"“Because I am beyond the perishable, and I am also superior to the imperishable, therefore, I am celebrated in this world and in the Vedas as the Supreme Person.” 









"
19,यो मामेवमसम्मूढो जानाति पुरुषोत्तमम् ।स सर्वविद्भ‍जति मां सर्वभावेन भारत ॥ १९ ॥,"""He who knows Me, the Supreme Person, without delusion, he is the knower of everything. He worships Me with all his being, O descendant of Bharata.” 




 






"
20,इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ ।एतद्‍बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत ॥ २० ॥,"“O sinless one, this most confidential knowledge has been explained by Me.  Having understood this, a wise person becomes fulfilled in his duty, O descendant of Bharata.” 








"
