slokas_no,slokas,slokas_translated
1,सञ्जय उवाचतं तथा कृपयाविष्टमश्रुपूर्णाकुलेक्षणम् ।विषीदन्तमिदं वाक्यमुवाच मधुसूदनः ॥ १ ॥,"**Sanjaya said:**

""Seeing Arjuna thus filled with compassion, his eyes filled with tears,  and overcome with sorrow, Madhusudana (Krishna) spoke these words."" 
"
2,श्री भगवानुवाचकुतस्त्वा कश्मलमिदं विषमे समुपस्थितम् ।अनार्यजुष्टमस्वर्ग्यकीर्तिकरमर्जुन ॥ २ ॥,"**The Blessed Lord (Krishna) said:**

""O Arjuna, why has this weakness, this unmanly sorrow, come upon you at a time of crisis? This is shameful, degrading, and will earn you infamy."" 
"
3,क्ल‍ैब्यं मा स्म गमः पार्थ नैतत्त्वय्युपपद्यते ।क्षुद्रं हृदयदौर्बल्यं त्यक्त्वोत्तिष्ठ परन्तप ॥ ३ ॥,"**The Blessed Lord (Krishna) said:**

""O Partha, do not succumb to this weakness. It does not befit you.  Abandon this petty weakness of heart and arise, O destroyer of enemies!"" 


"
4,अर्जुन उवाचकथं भीष्ममहं संख्ये द्रोणं च मधुसूदन ।इषुभिः प्रतियोत्स्यामि पूजार्हावरिसूदन ॥ ४ ॥,"**Arjuna said:**

""O Madhusudana, how can I fight against Bhishma and Drona in battle, using arrows? They are worthy of respect, O Destroyer of Enemies!"" 
"
5,गुरूनहत्वा हि महानुभावान्श्रेयो भोक्तुं भैक्ष्यमपीह लोके ।हत्वार्थकामांस्तु गुरूनिहैवभुज्ज‍ीय भोगान्‍रुधिरप्रदिग्धान् ॥ ५ ॥,"**Arjuna said:**

""It is better, O Lord, to beg for food in this world than kill great and noble teachers. It is better to enjoy the fruits of victory tainted with blood, after killing enemies who are driven by selfish desires, than to kill teachers who are worthy of respect.""  
"
6,न चैतद्विद्मः कतरन्नो गरीयोयद्वा जयेम यदि वा नो जयेयुः ।यानेव हत्वा न जिजीविषाम-स्तेऽवस्थिताः प्रमुखे धार्तराष्ट्राः ॥ ६ ॥,"**Arjuna said:**

""Furthermore, we do not know which would be better – to conquer or to be conquered. Those for whom we would not wish to live, even if we won, stand here at the forefront of the Kauravas."" 


"
7,कार्पण्यदोषोपहतस्वभावःपृच्छामि त्वां धर्मसम्मूढचेताः ।यच्छ्रेयः स्यान्निश्‍चितं ब्रूहि तन्मेशिष्यस्तेऽहं शाधि मां त्वां प्रपन्नम् ॥ ७ ॥,"**Arjuna said:**

""My nature is overwhelmed by fear and indecision. My mind is confused about Dharma. Tell me what is best to do.  I am your disciple, and I surrender myself to you."" 


"
8,न हि प्रपश्यामि ममापनुद्याद् -यच्छोकमुच्छोषणमिन्द्रियाणाम् ।अवाप्य भूभावसपत्‍नमृद्धंराज्यं सुराणामपि चाधिपत्यम् ॥ ८ ॥,"**Arjuna said:**

""I do not see how anything could relieve me of this sorrow that is drying up my senses. Even if I were to obtain the kingship of earth and the sovereignty of the gods, it would not alleviate this sorrow."" 


"
9,सञ्जय उवाचएवमुक्त्वा हृषीकेशं गुडाकेशः परन्तपः ।न योत्स्य इति गोविन्दामुक्त्वा तूष्णीं बभूव ह ॥ ९ ॥,"**Sanjaya said:**

""Having spoken thus to Hrishikesha, Gudakesha, the destroyer of enemies, remained silent, having told Govinda (Krishna) that he would not fight."" 




"
10,तमुवाच हृषीकेशः प्रहसन्निव भारत ।सेनयोरूभयोर्मध्ये विषीदन्तमिदं वचः ॥ १० ॥,"**Sanjaya said:**

""Smiling, as it were, O Bharata, Hrishikesha spoke these words to Arjuna who was lamenting in the midst of the two armies."" 


"
