slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचभूय एव महाबाहो श‍ृणु मे परमं वच: ।यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया ॥ १ ॥,"The Lord said: ""O mighty-armed one, hear now My supreme words, which I will tell you out of love for your welfare."" 







"
2,न मे विदु: सुरगणा: प्रभवं न महर्षय: ।अहमादिर्हि देवानां महर्षीणां च सर्वश: ॥ २ ॥,"""Neither the gods nor the great sages know My origin, for I am the beginning of all gods and great sages."" 







"
3,यो मामजमनादिं च वेत्ति लोकमहेश्वरम् ।असम्मूढ: स मर्त्येषु सर्वपापै: प्रमुच्यते ॥ ३ ॥,"""He who knows Me, the unborn, the eternal, the Lord of the universe, is not bewildered among mortals and is freed from all sins."" 









"
4,बुद्धिर्ज्ञानमसम्मोह: क्षमा सत्यं दम: शम: ।सुखं दु:खं भवोऽभावो भयं चाभयमेव च ॥ ४ ॥,"""Intellect, knowledge, freedom from delusion, forgiveness, truthfulness, self-control, peace, pleasure, pain, existence, non-existence, fear, and fearlessness - these are My different manifestations."" 









"
5,अहिंसा समता तुष्टिस्तपो दानं यशोऽयश: ।भवन्ति भावा भूतानां मत्त एव पृथग्विधा: ॥ ५ ॥,"""Non-violence, equality, contentment, austerity, charity, fame, and infamy - all these diverse qualities of beings are from Me."" 











"
6,महर्षय: सप्‍त पूर्वे चत्वारो मनवस्तथा ।मद्भ‍ावा मानसा जाता येषां लोक इमा: प्रजा: ॥ ६ ॥,"“The seven great sages of the past and the four Manus (progenitors of mankind) were born from My mind, and from them arose the people of this world."" 











"
7,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वत: ।सोऽविकल्पेन योगेन युज्यते नात्र संशय: ॥ ७ ॥,"""He who truly knows My glory and My Yoga is united with Me by unaltering Yoga. Of this there is no doubt.” 







"
8,अहं सर्वस्य प्रभवो मत्त: सर्वं प्रवर्तते ।इति मत्वा भजन्ते मां बुधा भावसमन्विता: ॥ ८ ॥,"“Knowing that I am the source of everything, and that everything emanates from Me, the wise, united with that understanding, worship Me.” 











"
9,मच्च‍ित्ता मद्ग‍तप्राणा बोधयन्त: परस्परम् ।कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च ॥ ९ ॥,"""Those whose minds are fixed on Me, whose life breaths are devoted to Me, who teach one another about Me, who always speak about Me, and who are pleased and delighted in Me.” 








"
10,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् ।ददामि बुद्धियोगं तं येन मामुपयान्ति ते ॥ १० ॥,"""To those who are always united with Me, who worship Me with devotion, I give that intellect-yoga by which they come to Me."" 











"
11,तेषामेवानुकम्पार्थमहमज्ञानजं तम: ।नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता ॥ ११ ॥,"""For their sake, out of compassion for them, I, dwelling in their hearts, destroy the darkness born of ignorance with the radiant lamp of knowledge.""  




 


"
12,अर्जुन उवाचपरं ब्रह्म परं धाम पवित्रं परमं भवान् ।पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् ॥ १२ ॥,"Arjuna said: ""You are the Supreme Brahman, the Supreme Abode, the Supremely Pure, the Eternal Person, the Divine, the Primeval God, the Unborn, the All-pervading."" 









"
13,आहुस्त्वामृषय: सर्वे देवर्षिर्नारदस्तथा ।असितो देवलो व्यास: स्वयं चैव ब्रवीषि मे ॥ १३ ॥,"""All the sages - the divine sage Narada, Asita, Devala, and Vyasa - speak of You in this way, and You Yourself tell me the same."" 











"
14,सर्वमेतदृतं मन्ये यन्मां वदसि केशव ।न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवा: ॥ १४ ॥,"""I believe everything You say is true, O Keshava. For neither the gods nor the demons know Your true form, O Bhagavan."" 









"
15,स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम ।भूतभावन भूतेश देवदेव जगत्पते ॥ १५ ॥,"""Only You, O Supreme Person, know Yourself by Yourself, the source of all beings, the Lord of all beings, the Lord of the gods, the Lord of the universe."" 











"
16,वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतय: ।याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि ॥ १६ ॥,"""O worthy of being praised in every way, You have divine, transcendental powers by which you permeate these worlds, existing everywhere."" 









"
17,कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन् ।केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया ॥ १७ ॥,"""O Bhagavan, how can I, always meditating on You, know You? In what way, and in what states of mind, should I meditate on You?"" 







"
18,विस्तरेणात्मनो योगं विभूतिं च जनार्दन ।भूय: कथय तृप्‍तिर्हि श‍ृण्वतो नास्ति मेऽमृतम् ॥ १८ ॥,"""O Janardana, please describe Your Yoga and Your glory in detail. For my thirst for the nectar of Your words is never quenched."" 






"
19,श्रीभगवानुवाचहन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतय: ।प्राधान्यत: कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे ॥ १९ ॥,"The Lord said: ""O best of the Kurus, I will tell you about My divine powers, but there is no end to the breadth of My glories. I will tell you the most important ones."" 











"
20,अहमात्मा गुडाकेश सर्वभूताशयस्थित: ।अहमादिश्च मध्यं च भूतानामन्त एव च ॥ २० ॥,"""O Gudakesha, I am the Self, dwelling in the hearts of all beings. I am the beginning, the middle, and the end of all beings."" 










"
21,आदित्यानामहं विष्णुर्ज्योतिषां रविरंश‍ुमान् ।मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी ॥ २१ ॥,"""Among the Adityas, I am Vishnu; among lights, I am the radiant sun; among the Maruts, I am Marichi; among the stars, I am the moon."" 







"
22,वेदानां सामवेदोऽस्मि देवानामस्मि वासव: ।इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना ॥ २२ ॥,"""Among the Vedas, I am the Sama Veda; among the gods, I am Vasava (Indra); among the senses, I am the mind; and among beings, I am consciousness."" 











"
23,रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम् ।वसूनां पावकश्चास्मि मेरु: शिखरिणामहम् ॥ २३ ॥,"“Among the Rudras, I am Shiva; among the Yakshas and Rakshasas, I am Kubera; among the Vasus, I am Agni; and among mountains, I am Meru."" 








"
24,पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् ।सेनानीनामहं स्कन्द: सरसामस्मि सागर: ॥ २४ ॥,"""O Partha, know Me as Brihaspati, the chief of the priests; among commanders, I am Skanda; and among waters, I am the ocean."" 









"
25,महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् ।यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालय: ॥ २५ ॥,"""Among great sages, I am Bhrigu; among syllables, I am the single syllable Om; among sacrifices, I am the sacrifice of Japa; and among stationary things, I am the Himalayas."" 











"
26,अश्वत्थ: सर्ववृक्षाणां देवर्षीणां च नारद: ।गन्धर्वाणां चित्ररथ: सिद्धानां कपिलो मुनि: ॥ २६ ॥,"""Among trees, I am the Asvattha (banyan tree); among divine sages, I am Narada; among Gandharvas, I am Chitraratha; and among the Siddhas, I am Kapila."" 











"
27,उच्‍चैःश्रवसमश्वानां विद्धि माममृतोद्भ‍वम् ।ऐरावतं गजेन्द्राणां नराणां च नराधिपम् ॥ २७ ॥,"""Know Me as Uchchaisrava, the best of horses, born from Amrita; among elephants, I am Airavata; and among men, I am the king of men."" 










"
28,आयुधानामहं वज्रं धेनूनामस्मि कामधुक् ।प्रजनश्चास्मि कन्दर्प: सर्पाणामस्मि वासुकि: ॥ २८ ॥,"""Among weapons, I am the thunderbolt (vajra); among cows, I am Kamadhenu; among progenitors, I am Kamadeva; and among serpents, I am Vasuki."" 













"
29,अनन्तश्चास्मि नागानां वरुणो यादसामहम् ।पितॄणामर्यमा चास्मि यम: संयमतामहम् ॥ २९ ॥,"""Among the Nagas (serpents), I am Ananta; among the Yakshas, I am Varuna; among the fathers (Pitris), I am Aryaman; and among those who control, I am Yama."" 












"
30,प्रह्लादश्चास्मि दैत्यानां काल: कलयतामहम् ।मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् ॥ ३० ॥,"“Among the demons, I am Prahlada; among those who calculate time, I am Kala; among animals, I am the lion; and among birds, I am Garuda."" 











"
31,पवन: पवतामस्मि राम: शस्त्रभृतामहम् ।झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी ॥ ३१ ॥,"""Among purifiers, I am the wind (Pavan); among those who wield weapons, I am Rama; among fish, I am the Makara; and among rivers, I am the Ganga."" 













"
32,सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन ।अध्यात्मविद्या विद्यानां वाद: प्रवदतामहम् ॥ ३२ ॥,"""O Arjuna, I am the beginning, the middle, and the end of creations. Among knowledge, I am the knowledge of the Self; and among speakers, I am the voice of truth.” 













"
33,अक्षराणामकारोऽस्मि द्वन्द्व: सामासिकस्य च ।अहमेवाक्षय: कालो धाताहं विश्वतोमुख: ॥ ३३ ॥,"""Among letters, I am the letter A; among compound words, I am the dual compound; I am the imperishable time, the sustainer, and I am the face of the universe."" 











"
34,मृत्यु: सर्वहरश्चाहमुद्भ‍वश्च भविष्यताम् ।कीर्ति: श्रीर्वाक्‍च नारीणां स्मृतिर्मेधा धृति: क्षमा ॥ ३४ ॥,"""I am death, the destroyer of all; I am the origin of all that is to be. I am fame, fortune, speech in women, memory, wisdom, fortitude, and forgiveness."" 











"
35,बृहत्साम तथा साम्न‍ां गायत्री छन्दसामहम् ।मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकर: ॥ ३५ ॥,"""Among the Sama Vedas, I am the Brihat-Sama; among meters, I am the Gayatri; among months, I am Margashirsha; and among seasons, I am the spring."" 













"
36,द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् ।जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् ॥ ३६ ॥,"“Among gamblers, I am the dice; among the brilliant, I am brilliance; among victors, I am victory; among efforts, I am effort; and among the pure, I am purity."" 









"
37,वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जय: ।मुनीनामप्यहं व्यास: कवीनामुशना कवि: ॥ ३७ ॥,"""Among the Vrishnis, I am Vasudeva; among the Pandavas, I am Dhananjaya; among the sages, I am Vyasa; and among poets, I am Ushanas."" 





"
38,दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् ।मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् ॥ ३८ ॥,"""Among those who punish, I am the rod; among those who seek victory, I am policy; among the silent, I am silence; and among the learned, I am knowledge."" 











"
39,यच्च‍ापि सर्वभूतानां बीजं तदहमर्जुन ।न तदस्ति विना यत्स्यान्मया भूतं चराचरम् ॥ ३९ ॥,"“O Arjuna, I am the seed of all beings. There is nothing movable or immovable that exists without Me.” 




 




"
40,नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप ।एष तूद्देशत: प्रोक्तो विभूतेर्विस्तरो मया ॥ ४० ॥,"""O chastiser of the enemy, there is no end to My divine glories. This is only a summary, a description of My glories, according to the purpose of this discourse."" 









"
41,यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा ।तत्तदेवावगच्छ त्वं मम तेजोऽशसम्भवम् ॥ ४१ ॥,"""Whatever being is glorious, powerful, or resplendent, know that it is born of a fragment of My splendor."" 








"
42,अथवा बहुनैतेन किं ज्ञातेन तवार्जुन ।विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् ॥ ४२ ॥,"""Or, Arjuna, what is the use of knowing all this in detail? I, pervading this entire universe, exist in a single part of Myself."" 













"
