slokas_no,slokas,slokas_translated
1,अर्जुन उवाचसन्न्यासं कर्मणां कृष्ण पुनर्योगं च शंससि ।यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् ॥ १ ॥,"Arjuna said:  Sannyasa, Krishna, and the performance of actions—you praise both. Which of these two is better? Tell me that definitively.
"
2,श्रीभगवानुवाचसन्न्यास: कर्मयोगश्च नि:श्रेयसकरावुभौ ।तयोस्तु कर्मसन्न्यासात्कर्मयोगो विशिष्यते ॥ २ ॥,"The Blessed Lord said:  Renunciation of action and the yoga of action are both conducive to liberation. But of the two, the yoga of action is superior to renunciation of action.
"
3,ज्ञेय: स नित्यसन्न्यासी यो न द्वेष्टि न काङ्‍क्षति ।निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते ॥ ३ ॥,"He who neither hates nor desires, is truly a constant renouncer; O mighty-armed one, free from duality, he is easily liberated from bondage.
"
4,सां‍ख्ययोगौ पृथग्बाला: प्रवदन्ति न पण्डिता: ।एकमप्यास्थित: सम्यगुभयोर्विन्दते फलम् ॥ ४ ॥,"Fools declare Sāṅkhya and Yoga to be different; the wise do not.  One who properly applies himself to either attains the fruit of both.
"
5,यत्सां‍ख्यै: प्राप्यते स्थानं तद्योगैरपि गम्यते ।एकं सां‍ख्यं च योगं च य: पश्यति स पश्यति ॥ ५ ॥,"The state attained by Sāṅkhya is also attained by Yoga. He who sees that Sāṅkhya and Yoga are one, sees truly.
"
6,सन्न्यासस्तु महाबाहो दु:खमाप्‍तुमयोगत: ।योगयुक्तो मुनिर्ब्रह्म न चिरेणाधिगच्छति ॥ ६ ॥,"Renunciation, O mighty-armed one, leads to suffering because of its incompleteness; but the yogi, united with Yoga, quickly attains Brahman.
"
7,योगयुक्तो विश‍ुद्धात्मा विजितात्मा जितेन्द्रिय: ।सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते ॥ ७ ॥,"He whose mind is united with Yoga, whose self is purified, whose self is conquered, whose senses are conquered, and who sees the self in all beings, is not affected by action, even while acting.
"
8,नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित् ।पश्यञ्श‍ृण्वन्स्पृशञ्जिघ्रन्नश्न‍न्गच्छन्स्वपन्श्वसन् ॥ ८ ॥,"The knower of truth, while seeing, hearing, touching, smelling, eating, going, sleeping, and breathing, should not think, ""I do nothing at all.""
"
9,प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि ।इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् ॥ ९ ॥,"While speaking, giving, taking, opening and closing the eyes, he should consider that the senses are functioning in relation to their objects.
"
10,ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति य: ।लिप्यते न स पापेन पद्मपत्रमिवाम्भसा ॥ १० ॥,"He who performs actions, dedicating them to Brahman, abandoning attachment, is not stained by sin, like a lotus leaf by water.
"
11,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि ।योगिन: कर्म कुर्वन्ति सङ्गं त्यक्त्वात्म‍श‍ुद्धये ॥ ११ ॥,"Yogis perform actions with their body, mind, intellect, and senses, abandoning attachment, for the purification of the self.
"
12,युक्त: कर्मफलं त्यक्त्वा शान्तिमाप्‍नोति नैष्ठिकीम् ।अयुक्त: कामकारेण फले सक्तो निबध्यते ॥ १२ ॥,"The one who is united with Yoga, abandoning the fruit of action, attains final peace.  The one not united with Yoga, attached to the fruit through desire, becomes bound.
"
13,सर्वकर्माणि मनसा सन्न्यस्यास्ते सुखं वशी ।नवद्वारे पुरे देही नैव कुर्वन्न कारयन् ॥ १३ ॥,"Abandoning all actions mentally, the self-controlled one dwells happily in the nine-gated city (the body), neither acting nor causing to act.
"
14,न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभु: ।न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते ॥ १४ ॥,"The Lord does not create agency, actions, or the connection with the fruit of action; it is nature that acts.
"
15,नादत्ते कस्यचित्पापं न चैव सुकृतं विभु: ।अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तव: ॥ १५ ॥,"The all-pervading Lord does not accept anyone's sin nor good deed. Knowledge is obscured by ignorance; therefore, people are deluded.
"
16,ज्ञानेन तु तदज्ञानं येषां नाशितमात्मन: ।तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् ॥ १६ ॥,"For those whose ignorance has been destroyed by knowledge, that supreme knowledge illuminates them like the sun.
"
17,तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणा: ।गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषा: ॥ १७ ॥,"Those whose intellect, self, and devotion are centered on that (Brahman), and who are dedicated to it, attain non-rebirth, their sins cleansed by knowledge.
"
18,विद्याविनयसम्पन्ने ब्राह्मणे गवि हस्तिनि ।श‍ुनि चैव श्वपाके च पण्डिता: समदर्शिन: ॥ १८ ॥,"The wise see with equal vision a Brahmin, a cow, an elephant, a dog, and a dog-eater, who are endowed with knowledge and humility.
"
19,इहैव तैर्जित: सर्गो येषां साम्ये स्थितं मन: ।निर्दोषं हि समं ब्रह्म तस्माद्‍ब्रह्मणि ते स्थिता: ॥ १९ ॥,"For those whose minds are established in equality, the creation is conquered here and now.  Brahman is faultless and equal; therefore, they abide in Brahman.
"
20,न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् ।स्थिरबुद्धिरसम्मूढो ब्रह्मविद्‍ब्रह्मणि स्थित: ॥ २० ॥,"He who is a knower of Brahman, established in Brahman, neither rejoices upon obtaining what is pleasant nor grieves upon obtaining what is unpleasant; his intellect is steadfast, and he is not bewildered.
"
21,बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम् ।स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्न‍ुते ॥ २१ ॥,"He whose self is unattached to external contacts finds the joy within the self. That self, united with the Yoga of Brahman, enjoys imperishable bliss.
"
22,ये हि संस्पर्शजा भोगा दु:खयोनय एव ते ।आद्यन्तवन्त: कौन्तेय न तेषु रमते बुध: ॥ २२ ॥,"For those who are born of contact, O Arjuna, are sources of pain; they are finite. The wise do not delight in them.
"
23,शक्न‍ोतीहैव य: सोढुं प्राक्शरीरविमोक्षणात् ।कामक्रोधोद्भ‍वं वेगं स युक्त: स सुखी नर: ॥ २३ ॥,"He who is able to bear, even here, before liberation from the body, the onslaught born of desire and anger—he is the united one, he is the happy man.


"
24,योऽन्त:सुखोऽन्तरारामस्तथान्तर्ज्योतिरेव य: ।स योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति ॥ २४ ॥,"He who is inwardly happy, inwardly contented, and inwardly luminous, that yogi attains to the liberation in Brahman, becoming one with Brahman.

"
25,लभन्ते ब्रह्मनिर्वाणमृषय: क्षीणकल्मषा: ।छिन्नद्वैधा यतात्मान: सर्वभूतहिते रता: ॥ २५ ॥,"The sages, whose sins are eradicated, whose duality is cut off, whose selves are restrained, and who delight in the welfare of all beings, attain liberation in Brahman.
"
26,कामक्रोधविमुक्तानां यतीनां यतचेतसाम् ।अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम् ॥ २६ ॥,"For those who are free from desire and anger, who are ascetics, and whose minds are restrained, liberation in Brahman exists for those who know the self.
"
27,स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवो: ।प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ ॥ २७ ॥,"Fixing the senses externally, and the gaze between the eyebrows, and making the outgoing and incoming breaths equal, and directing them through the nostrils—


"
28,यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायण: ।विगतेच्छाभयक्रोधो य: सदा मुक्त एव स: ॥ २८ ॥,"The sage whose senses, mind, and intellect are restrained, who is devoted to liberation, and who is free from desire, fear, and anger—he is indeed always free.
"
29,भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम् ।सुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति ॥ २९ ॥,"Knowing Me to be the enjoyer of sacrifices and austerities, the Lord of all worlds, and the well-wisher of all beings, one attains peace.
"
