slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचइदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे ।ज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽश‍ुभात् ॥ १ ॥,"The Blessed Lord said: I shall now declare to you, who do not envy, this most secret knowledge combined with realization, knowing which you shall be free from evil."
2,राजविद्या राजगुह्यं पवित्रमिदमुत्तमम् ।प्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् ॥ २ ॥,"The king of sciences, the king of secrets, this is the supreme purifier. It is directly perceptible, righteous, easy to practice, and imperishable."
3,अश्रद्दधाना: पुरुषा धर्मस्यास्य परन्तप ।अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि ॥ ३ ॥,"Men who lack faith in this dharma, O Parantapa, not attaining Me, return to the path of death and rebirth."
4,मया ततमिदं सर्वं जगदव्यक्तमूर्तिना ।मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थित: ॥ ४ ॥,"By Me, all this world is pervaded in My unmanifest form. All beings are in Me, but I am not in them."
5,न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् ।भूतभृन्न च भूतस्थो ममात्मा भूतभावन: ॥ ५ ॥,"The beings are not in Me; behold My divine yoga. Supporting the beings, yet not dwelling in them, My Self is the origin of beings."
6,यथाकाशस्थितो नित्यं वायु: सर्वत्रगो महान् ।तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय ॥ ६ ॥,"Just as the great wind, always existing in space, moves everywhere, so too, consider all beings as existing in Me."
7,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् ।कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् ॥ ७ ॥,"All beings, O Kaunteya, merge into My nature at the end of a cycle. At the beginning of the next cycle, I send them forth again."
8,प्रकृतिं स्वामवष्टभ्य विसृजामि पुन: पुन: ।भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् ॥ ८ ॥,"Relying on My own nature, I send forth again and again this entire multitude of beings, which is helpless under the control of nature."
9,न च मां तानि कर्माणि निबध्‍नन्ति धनञ्जय ।उदासीनवदासीनमसक्तं तेषु कर्मसु ॥ ९ ॥,"Those actions do not bind me, O Dhananjaya, as I remain indifferent and unattached to those actions."
10,मयाध्यक्षेण प्रकृति: सूयते सचराचरम् ।हेतुनानेन कौन्तेय जगद्विपरिवर्तते ॥ १० ॥,"Under My supervision, nature gives birth to both the moving and the non-moving; because of this, O son of Kunti, the world revolves."
11,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् ।परं भावमजानन्तो मम भूतमहेश्वरम् ॥ ११ ॥,"The deluded disregard Me when I take on a human form, not knowing My supreme nature as the great Lord of beings."
12,मोघाशा मोघकर्माणो मोघज्ञाना विचेतस: ।राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिता: ॥ १२ ॥,"With vain hopes, vain actions, and vain knowledge, senseless, they are possessed of the deluding nature of demons and fiends."
13,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिता: ।भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् ॥ १३ ॥,"The great souls, O Partha, who take refuge in the divine nature, worship Me with an undistracted mind, knowing Me as the imperishable origin of all beings."
14,सततं कीर्तयन्तो मां यतन्तश्च दृढव्रता: ।नमस्यन्तश्च मां भक्त्य‍ा नित्ययुक्ता उपासते ॥ १४ ॥,"Constantly glorifying Me, striving with firm resolve, and bowing down to Me with devotion, they worship Me, ever steadfast."
15,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते ।एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् ॥ १५ ॥,"Others, engaging in the sacrifice of knowledge, worship Me as the one, the manifold, and the all-faced."
16,अहं क्रतुरहं यज्ञ: स्वधाहमहमौषधम् ।मन्‍त्रोऽहमहमेवाज्यमहमग्न‍िरहं हुतम् ॥ १६ ॥,"I am the ritual, I am the sacrifice; I am the offering, I am the herb. I am the mantra, I am the clarified butter, I am the fire, I am the oblation."
17,पिताहमस्य जगतो माता धाता पितामह: ।वेद्यं पवित्रम् ॐकार ऋक् साम यजुरेव च ॥ १७ ॥,"I am the father of this world, the mother, the supporter, and the grandfather. I am the object of knowledge, the purifier, the syllable Om, and also the Rig, Sama, and Yajur Vedas."
18,गतिर्भर्ता प्रभु: साक्षी निवास: शरणं सुहृत् ।प्रभव: प्रलय: स्थानं निधानं बीजमव्ययम् ॥ १८ ॥,"The goal, the supporter, the lord, the witness, the abode, the refuge, the friend, the origin, the dissolution, the foundation, the treasure, the imperishable seed."
19,तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च ।अमृतं चैव मृत्युश्च सदसच्च‍ाहमर्जुन ॥ १९ ॥,"I give heat, I withhold and send forth the rain. I am immortality and also death; I am being and non-being, O Arjuna."
20,त्रैविद्या मां सोमपा: पूतपापायज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते ।ते पुण्यमासाद्य सुरेन्द्रलोक-मश्न‍‍न्ति दिव्यान्दिवि देवभोगान् ॥ २० ॥,"Those who are versed in the three Vedas, drinkers of soma, purified of sins, worship Me with sacrifices and seek the path to heaven. They, having attained the merit, enjoy the divine pleasures of the gods in the heavenly realm of Indra."
21,ते तं भुक्त्वा स्वर्गलोकं विशालंक्षीणे पुण्ये मर्त्यलोकं विशन्ति ।एवं त्रयीधर्ममनुप्रपन्नागतागतं कामकामा लभन्ते ॥ २१ ॥,"They, having enjoyed the vast heavenly world, enter the mortal world when their merit is exhausted. Thus, those who follow the threefold path and desire pleasures attain the cycle of coming and going."
22,अनन्याश्चिन्तयन्तो मां ये जना: पर्युपासते ।तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ॥ २२ ॥,"Those who, meditating on Me with undivided attention, worship Me, to them who are ever devoted, I carry what they lack and preserve what they have."
23,येऽप्यन्यदेवताभक्ता यजन्ते श्रद्धयान्विता: ।तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् ॥ २३ ॥,"Even those who are devotees of other deities and worship them with faith, they also actually worship Me, O Kaunteya, but in an improper way."
24,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च ।न तु मामभिजानन्ति तत्त्वेनातश्‍च्‍यवन्ति ते ॥ २४ ॥,I am indeed the enjoyer and the lord of all sacrifices. But those who do not recognize Me in truth fall away.
25,यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रता: ।भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ॥ २५ ॥,Those who are devoted to the gods go to the gods; those who are devoted to the ancestors go to the ancestors; those who worship spirits go to the spirits; and those who worship Me come to Me.
26,पत्रं पुष्पं फलं तोयं यो मे भक्त्य‍ा प्रयच्छति ।तदहं भक्त्य‍ुपहृतमश्न‍ामि प्रयतात्मन: ॥ २६ ॥,"A leaf, a flower, a fruit, or water—whoever offers to Me with devotion, I accept that devout offering from the pure-hearted."
27,यत्करोषि यदश्न‍ासि यज्ज‍ुहोषि ददासि यत् ।यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ॥ २७ ॥,"Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give, whatever austerity you perform, O son of Kunti, do that as an offering to Me."
28,श‍ुभाश‍ुभफलैरेवं मोक्ष्यसे कर्मबन्धनै: ।सन्न्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ॥ २८ ॥,"By experiencing the results of good and bad actions in this way, you shall be freed from the bonds of karma. With a mind united in the yoga of renunciation, you shall be liberated and reach Me."
29,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रिय: ।ये भजन्ति तु मां भक्त्य‍ा मयि ते तेषु चाप्यहम् ॥ २९ ॥,"I am equal to all beings; there is none hateful or dear to me. But those who worship me with devotion, they are in me, and I am also in them."
30,अपि चेत्सुदुराचारो भजते मामनन्यभाक् ।साधुरेव स मन्तव्य: सम्यग्व्यवसितो हि स: ॥ ३० ॥,"Even if a person of very bad conduct worships Me with unwavering devotion, he should be regarded as righteous, for he has rightly resolved."
31,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति ।कौन्तेय प्रतिजानीहि न मे भक्त: प्रणश्यति ॥ ३१ ॥,"Quickly he becomes righteous and attains eternal peace. O son of Kunti, declare it boldly that my devotee never perishes."
32,मां हि पार्थ व्यपाश्रित्य येऽपि स्यु: पापयोनय: ।स्त्रियो वैश्यास्तथा श‍ूद्रास्तेऽपि यान्ति परां गतिम् ॥ ३२ ॥,"For those who take refuge in Me, O Partha, even if they are born of sinful origins—women, Vaishyas, and Shudras—they too attain the supreme goal."
33,किं पुनर्ब्राह्मणा: पुण्या भक्ता राजर्षयस्तथा ।अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ॥ ३३ ॥,"What to say of the virtuous Brahmins and devoted royal sages? Having come to this transient and joyless world, worship Me."
34,मन्मना भव मद्भ‍क्तो मद्याजी मां नमस्कुरु ।मामेवैष्यसि युक्त्वैवमात्मानं मत्परायण: ॥ ३४ ॥,"With your mind fixed on Me, become My devotee, offer sacrifices to Me, and bow down to Me. Thus, having united your self with Me as the Supreme Goal, you will come to Me alone."
