slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचअभयं सत्त्वसंश‍ुद्धिर्ज्ञानयोगव्यवस्थिति: ।दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् ॥ १ ॥,"The Blessed Lord said: Fearlessness, purity of heart, steadfastness in the yoga of knowledge, charity, self-control, sacrifice, study of the scriptures, austerity, and straightforwardness."
2,अहिंसा सत्यमक्रोधस्त्याग: शान्तिरपैश‍ुनम् ।दया भूतेष्वलोलुप्‍त्वं मार्दवं ह्रीरचापलम् ॥ २ ॥,"Non-violence, truthfulness, absence of anger, renunciation, tranquility, absence of slander, compassion towards all beings, absence of greed, gentleness, modesty, and lack of restlessness."
3,तेज: क्षमा धृति: शौचमद्रोहो नातिमानिता ।भवन्ति सम्पदं दैवीमभिजातस्य भारत ॥ ३ ॥,"Vigor, forgiveness, fortitude, purity, absence of malice, and modesty are the qualities of a person born with divine endowments, O Bharata."
4,दम्भो दर्पोऽभिमानश्च क्रोध: पारुष्यमेव च ।अज्ञानं चाभिजातस्य पार्थ सम्पदमासुरीम् ॥ ४ ॥,"Hypocrisy, arrogance, pride, anger, harshness, and ignorance are the qualities of those born with demonic nature, O Partha."
5,दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता ।मा श‍ुच: सम्पदं दैवीमभिजातोऽसि पाण्डव ॥ ५ ॥,"The divine qualities are deemed for liberation, while the demonic qualities are for bondage. Do not grieve, O son of Pandu, you are born with divine qualities."
6,द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च ।दैवो विस्तरश: प्रोक्त आसुरं पार्थ मे श‍ृणु ॥ ६ ॥,"In this world, there are two types of beings created: the divine and the demonic. The divine has been described at length; hear from me about the demonic, O Partha."
7,प्रवृत्तिं च निवृत्तिं च जना न विदुरासुरा: ।न शौचं नापि चाचारो न सत्यं तेषु विद्यते ॥ ७ ॥,"Neither do the demonic people know what is to be done nor what is not to be done; neither purity, nor proper conduct, nor truth is found in them."
8,असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् ।अपरस्परसम्भूतं किमन्यत्कामहैतुकम् ॥ ८ ॥,"They say that the world is unreal, without a foundation, without a God, born of mutual union, and what else but lust is its cause?"
9,एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धय: ।प्रभवन्त्युग्रकर्माण: क्षयाय जगतोऽहिता: ॥ ९ ॥,"Relying on this view, lost in themselves and of small intelligence, they engage in fierce actions meant for the destruction of the world, being its enemies."
10,काममाश्रित्य दुष्पूरं दम्भमानमदान्विता: ।मोहाद्‍गृहीत्वासद्‍ग्राहान्प्रवर्तन्तेऽश‍ुचिव्रता: ॥ १० ॥,"Relying on insatiable desire, filled with hypocrisy, pride, and arrogance, and holding onto false views through delusion, they engage in impure practices."
