slokas_no,slokas,slokas_translated
1,अर्जुन उवाचमदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् ।यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम ॥ १ ॥,"Arjuna said: Out of compassion, you have spoken to me that supreme secret known as the knowledge of the Self. By those words, my delusion is dispelled."
2,भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया ।त्वत्त: कमलपत्राक्ष माहात्म्यमपि चाव्ययम् ॥ २ ॥,"The creation and dissolution of beings have been heard by me in detail from you, O lotus-eyed one, and also about your eternal greatness."
3,एवमेतद्यथात्थ त्वमात्मानं परमेश्वर ।द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम ॥ ३ ॥,"It is indeed as you describe yourself, O Supreme Lord. I wish to see your divine form, O Supreme Person."
4,मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो ।योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् ॥ ४ ॥,"If you think that it is possible for me to see it, O Lord, O Master of Yoga, then show me Your imperishable Self."
5,श्रीभगवानुवाचपश्य मे पार्थ रूपाणि शतशोऽथ सहस्रश: ।नानाविधानि दिव्यानि नानावर्णाकृतीनि च ॥ ५ ॥,"The Blessed Lord said: Behold, O Partha, my forms by the hundreds and thousands, of different kinds, divine, and of various colors and shapes."
6,पश्यादित्यान्वसून्‍रुद्रानश्विनौ मरुतस्तथा ।बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत ॥ ६ ॥,"See the Adityas, Vasus, Rudras, Ashvins, and also the Maruts; behold many wonders never seen before, O Bharata."
7,इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् ।मम देहे गुडाकेश यच्च‍ान्यद्‍द्रष्टुमिच्छसि ॥ ७ ॥,"Behold now, O Gudakesha, the entire universe, with all its moving and non-moving entities, established in one place within my body, and also whatever else you wish to see."
8,न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा ।दिव्यं ददामि ते चक्षु: पश्य मे योगमैश्वरम् ॥ ८ ॥,But you cannot see Me with your own eyes alone. I give you divine vision; behold My majestic power of yoga.
9,सञ्जय उवाचएवमुक्त्वा ततो राजन्महायोगेश्वरो हरि: ।दर्शयामास पार्थाय परमं रूपमैश्वरम् ॥ ९ ॥,"Sanjaya said: O King, having spoken thus, then the great Lord of Yoga, Hari, showed to Partha his supreme divine form."
10,अनेकवक्‍त्रनयनमनेकाद्भ‍ुतदर्शनम् ।अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् ॥ १० ॥,"With many mouths and eyes, possessing many wondrous forms; adorned with many divine ornaments and wielding many divine uplifted weapons."
11,दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् ।सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् ॥ ११ ॥,"Wearing divine garlands and garments, anointed with divine fragrances, the wondrous, infinite God with faces everywhere."
12,दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता ।यदि भा: सदृशी सा स्याद्भ‍ासस्तस्य महात्मन: ॥ १२ ॥,"If the radiance of a thousand suns were to arise at once in the sky, that might resemble the splendor of that great soul."
13,तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा ।अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा ॥ १३ ॥,"There, within the body of the God of gods, the son of Pandu then beheld the entire universe, divided into many parts, united as one."
