slokas_no,slokas,slokas_translated
1.0,श्रीभगवानुवाचपरं भूय: प्रवक्ष्यामि ज्ञानानां ज्ञानमुत्तमम् । ‍‍ ॥यज्ज्ञात्वा मुनय: सर्वे परां सिद्धिमितो गता: ॥ १ ॥,"The Blessed Lord said: I shall again declare the supreme knowledge among all knowledge, by knowing which all the sages have attained the highest perfection."
2.0,इदं ज्ञानमुपाश्रित्य मम साधर्म्यमागता: ।सर्गेऽपि नोपजायन्ते प्रलये न व्यथन्ति च ॥ २ ॥,"Taking refuge in this knowledge, they attain similarity with me. Even at the time of creation, they are not born, nor do they suffer at the time of dissolution."
3.0,मम योनिर्महद्‍ब्रह्म तस्मिन्गर्भं दधाम्यहम् ।सम्भव: सर्वभूतानां ततो भवति भारत ॥ ३ ॥,"My womb is the great Brahman; in that I place the seed. From that, O Bharata, is the birth of all beings."
4.0,सर्वयोनिषु कौन्तेय मूर्तय: सम्भवन्ति या: ।तासां ब्रह्म महद्योनिरहं बीजप्रद: पिता ॥ ४ ॥,"In all forms that are born, O Kaunteya, the great Brahma is the womb, and I am the seed-giving father."
5.0,सत्त्वं रजस्तम इति गुणा: प्रकृतिसम्भवा: ।निबध्‍नन्ति महाबाहो देहे देहिनमव्ययम् ॥ ५ ॥,"Sattva, rajas, and tamas—these qualities born of nature—bind the imperishable soul to the body, O mighty-armed one."
6.0,तत्र सत्त्वं निर्मलत्वात्प्रकाशकमनामयम् ।सुखसङ्गेन बध्‍नाति ज्ञानसङ्गेन चानघ ॥ ६ ॥,"There, purity being illuminating and free from ailment, binds through attachment to happiness and attachment to knowledge, O sinless one."
7.0,रजो रागात्मकं विद्धि तृष्णासङ्गसमुद्भ‍वम् ।तन्निबध्‍नाति कौन्तेय कर्मसङ्गेन देहिनम् ॥ ७ ॥,"Know that rajas is of the nature of passion, arising from desire and attachment. It binds the embodied being, O Kaunteya, through attachment to action."
8.0,तमस्त्वज्ञानजं विद्धि मोहनं सर्वदेहिनाम् ।प्रमादालस्यनिद्राभिस्तन्निबध्‍नाति भारत ॥ ८ ॥,"Know that the darkness born of ignorance is delusion for all embodied beings. It binds, O Bharata, through negligence, laziness, and sleep."
9.0,सत्त्वं सुखे सञ्जयति रज: कर्मणि भारत ।ज्ञानमावृत्य तु तम: प्रमादे सञ्जयत्युत ॥ ९ ॥,"Goodness binds one to happiness, passion to action, O Bharata, while darkness, covering knowledge, binds one to negligence."
10.0,रजस्तमश्चाभिभूय सत्त्वं भवति भारत ।रज: सत्त्वं तमश्चैव तम: सत्त्वं रजस्तथा ॥ १० ॥,"Overcoming rajas and tamas, sattva prevails, O Bharata. Rajas overcomes sattva and tamas, and tamas overcomes sattva and rajas as well."
11.0,सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते ।ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत ॥ ११ ॥,"When light arises in all the gates of this body, then one should know that knowledge has increased, and that goodness (sattva) is predominant."
12.0,लोभ: प्रवृत्तिरारम्भ: कर्मणामशम: स्पृहा ।रजस्येतानि जायन्ते विवृद्धे भरतर्षभ ॥ १२ ॥,"Greed, activity, the initiation of actions, restlessness, and desire arise when passion (rajas) is predominant, O best of the Bharatas."
13.0,अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च ।तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन ॥ १३ ॥,"Darkness, inactivity, negligence, and delusion arise when ignorance is predominant, O descendant of Kuru."
14.0,यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् ।तदोत्तमविदां लोकानमलान्प्रतिपद्यते ॥ १४ ॥,"When the embodied one meets dissolution while sattva is predominant, then he attains the spotless worlds of those who know the highest."
15.0,रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते ।तथा प्रलीनस्तमसि मूढयोनिषु जायते ॥ १५ ॥,"Attaining dissolution in rajas, one is born among those attached to action; similarly, when dissolved in tamas, one is born in the wombs of the deluded."
16.0,कर्मण: सुकृतस्याहु: सात्त्विकं निर्मलं फलम् ।रजसस्तु फलं दु:खमज्ञानं तमस: फलम् ॥ १६ ॥,"The fruit of a good deed is said to be pure and sattvic; the fruit of rajas is pain, and the fruit of tamas is ignorance."
17.0,सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च ।प्रमादमोहौ तमसो भवतोऽज्ञानमेव च ॥ १७ ॥,"From sattva arises knowledge, and from rajas, greed indeed; negligence and delusion arise from tamas, as well as ignorance."
18.0,ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसा: ।जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसा: ॥ १८ ॥,Those situated in the mode of goodness rise upward; those in the mode of passion remain in the middle; and those in the mode of ignorance go downward.
