slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचऊर्ध्वमूलमध:शाखमश्वत्थं प्राहुरव्ययम् ।छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित् ॥ १ ॥,"The Blessed Lord said: They speak of the eternal Ashvattha tree with its roots above and branches below, whose leaves are the Vedas; he who knows this tree is the knower of the Vedas."
2,अधश्चोर्ध्वं प्रसृतास्तस्य शाखागुणप्रवृद्धा विषयप्रवाला: ।अधश्च मूलान्यनुसन्ततानिकर्मानुबन्धीनि मनुष्यलोके ॥ २ ॥,"Below and above spread its branches, nourished by the qualities, with sense objects as its shoots. Below in the human world, its roots are extended, binding through actions."
3,न रूपमस्येह तथोपलभ्यतेनान्तो न चादिर्न च सम्प्रतिष्ठा ।अश्वत्थमेनं सुविरूढमूल-मसङ्गशस्त्रेण दृढेन छित्त्वा ॥ ३ ॥,"The form of this tree is not perceived here, nor its end, nor its beginning, nor its foundation. Having cut down this firmly rooted Ashvattha tree with the strong weapon of detachment..."
4,तत: पदं तत्परिमार्गितव्यंयस्मिन्गता न निवर्तन्ति भूय: ।तमेव चाद्यं पुरुषं प्रपद्येयत: प्रवृत्ति: प्रसृता पुराणी ॥ ४ ॥,"Then, that state should be sought, having attained which they do not return again. To that primeval Person, from whom the ancient activity has spread forth, I seek refuge."
5,निर्मानमोहा जितसङ्गदोषाअध्यात्मनित्या विनिवृत्तकामा: ।द्वन्द्वैर्विमुक्ता: सुखदु:खसंज्ञै-र्गच्छन्त्यमूढा: पदमव्ययं तत् ॥ ५ ॥,"Free from pride and delusion, having conquered the evils of attachment, ever dwelling in the Self, their desires having completely ceased, liberated from the dualities known as pleasure and pain, the undeluded attain that imperishable state."
6,न तद्भ‍ासयते सूर्यो न शशाङ्को न पावक: ।यद्ग‍त्वा न निवर्तन्ते तद्धाम परमं मम ॥ ६ ॥,"The sun does not illuminate that, nor the moon, nor the fire. That is my supreme abode, having gone to which they do not return."
7,ममैवांशो जीवलोके जीवभूत: सनातन: ।मन:षष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति ॥ ७ ॥,"An eternal portion of Myself becomes the individual soul in the living world, drawing to itself the mind and the six senses, which rest in nature."
8,शरीरं यदवाप्‍नोति यच्च‍ाप्युत्क्रामतीश्वर: ।गृहीत्वैतानि संयाति वायुर्गन्धानिवाशयात् ॥ ८ ॥,"When the soul acquires a body and when it leaves it, it takes these with it, like the wind carrying scents from their sources."
9,श्रोत्रं चक्षु: स्पर्शनं च रसनं घ्राणमेव च ।अधिष्ठाय मनश्चायं विषयानुपसेवते ॥ ९ ॥,"Ears, eyes, touch, taste, and smell, and also the mind; this (the self) engages with objects through them."
10,उत्क्रामन्तं स्थितं वाऽपि भुञ्जानं वा गुणान्वितम् ।विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुष: ॥ १० ॥,"The deluded do not see the soul when it departs, resides, or enjoys, endowed with qualities. But those with the eye of knowledge see."
11,यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् ।यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतस: ॥ ११ ॥,"The striving yogis perceive him established in themselves, but those whose minds are not cultivated, even though striving, do not perceive him."
12,यदादित्यगतं तेजो जगद्भ‍ासयतेऽखिलम् ।यच्च‍न्द्रमसि यच्च‍ाग्न‍ौ तत्तेजो विद्धि मामकम् ॥ १२ ॥,"The light that is in the sun, which illumines the whole world, and that which is in the moon and in the fire, know that light to be Mine."
