slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचइमं विवस्वते योगं प्रोक्तवानहमव्ययम् ।विवस्वान्मनवे प्राह मनुरिक्ष्वाकवेऽब्रवीत् ॥ १ ॥,The Blessed Lord said: I taught this imperishable yoga to Vivasvan; Vivasvan taught it to Manu; Manu in turn taught it to Ikshvaku.
2,एवं परम्पराप्राप्तमिमं राजर्षयो विदुः ।स कालेनेह महता योगे नष्टः परन्तप ॥ २ ॥,"Thus, this knowledge was received through tradition by royal sages. But over time, this yoga was lost, O Arjuna."
3,स एवायं मया तेऽद्य योगः प्रोक्तः पुरातनः ।भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम् ॥ ३ ॥,"That same ancient yoga has been taught by me to you today, for you are my devotee and friend; this is the supreme secret."
4,अर्जुन उवाचअपरं भवतो जन्म परं जन्म विवस्वतः ।कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति ॥ ४ ॥,"Arjuna said: Your birth was later, and the birth of Vivasvan (the sun god) was earlier. How am I to understand that you instructed him in the beginning?"
5,श्रीभगवानुवाचबहूनि मे व्यतीतानि जन्मानि तव चार्जुन ।तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप ॥ ५ ॥,"The Blessed Lord said: Many births of Mine have passed, as well as yours, O Arjuna. I know them all, but you do not, O scorcher of foes."
6,अजोऽपि सन्नव्ययात्मा भूतानामीश्वरोऽपि सन् ।प्रकृतिं स्वामधिष्ठाय सम्भवाम्यात्ममायया ॥ ६ ॥,"Unborn and imperishable, and though I am the Lord of all beings, yet by presiding over my own nature, I manifest myself through my own power."
7,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत ।अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम् ॥ ७ ॥,"Whenever there is a decline in righteousness and an increase in unrighteousness, O Bharata, at that time I manifest Myself."
8,परित्राणाय साधुनां विनाशाय च दुष्कृताम् ।धर्मसंस्थानार्थाय सम्भवामि युगे युगे ॥ ८ ॥,"For the protection of the good, for the destruction of the wicked, and for the establishment of righteousness, I manifest myself in every age."
9,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वतः ।त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन ॥ ९ ॥,"One who knows in truth My divine birth and activities, upon leaving the body, does not take birth again but attains Me, O Arjuna."
10,वीतरागभयक्रोधा मन्मया मामुपाश्रिताः ।बहवो ज्ञानतपसा पूता मद्भ‍ावमागताः ॥ १० ॥,"Free from attachment, fear, and anger, absorbed in me, taking refuge in me, many, purified by the austerity of knowledge, have attained my state."
11,ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम् ।मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः ॥ ११ ॥,"In whatever way people approach Me, in that same way do I reciprocate with them. Everyone follows My path in all respects, O Arjuna."
12,काङ्क्षन्तः कर्मणां सिद्धिं यजन्त इह देवता ।क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा ॥ १२ ॥,"Desiring success in actions, people worship the deities in this world, for success born of action is quickly achieved in the human world."
13,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः ।तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम् ॥ १३ ॥,"The fourfold division of society was created by Me according to the differentiation of qualities and activities. Although I am the creator of this system, know Me to be the non-doer and eternal."
14,न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा ।इति मां योऽभिजानाति कर्मभिर्न स बध्यते ॥ १४ ॥,"Actions do not taint me, nor do I have a desire for the fruits of actions. One who knows me in this way is not bound by actions."
15,एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः ।कुरु कर्मैव तस्मात्त्वं पूर्वैः पूर्वतरं कृतम् ॥ १५ ॥,"Knowing thus, actions were performed by the ancient seekers of liberation. Therefore, you too should perform actions, as were done by the ancients in earlier times."
