slokas_no,slokas,slokas_translated
1,श्रीभगवानुवाचभूय एव महाबाहो श‍ृणु मे परमं वच: ।यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया ॥ १ ॥,"The Blessed Lord said: Once again, O mighty-armed one, listen to My supreme word, which I shall speak to you who are beloved, desiring your welfare."
2,न मे विदु: सुरगणा: प्रभवं न महर्षय: ।अहमादिर्हि देवानां महर्षीणां च सर्वश: ॥ २ ॥,Neither the hosts of gods nor the great sages know My origin; for I am the source of the gods and the great sages in every way.
3,यो मामजमनादिं च वेत्ति लोकमहेश्वरम् ।असम्मूढ: स मर्त्येषु सर्वपापै: प्रमुच्यते ॥ ३ ॥,"He who knows Me as unborn and without beginning, as the great Lord of the worlds, is undeluded among mortals and is freed from all sins."
4,बुद्धिर्ज्ञानमसम्मोह: क्षमा सत्यं दम: शम: ।सुखं दु:खं भवोऽभावो भयं चाभयमेव च ॥ ४ ॥,"Intelligence, knowledge, non-delusion, forgiveness, truth, self-restraint, calmness, happiness, sorrow, existence, non-existence, fear, and also fearlessness."
5,अहिंसा समता तुष्टिस्तपो दानं यशोऽयश: ।भवन्ति भावा भूतानां मत्त एव पृथग्विधा: ॥ ५ ॥,"Non-violence, equanimity, contentment, austerity, charity, fame, and infamy — these various qualities of beings arise from Me alone."
6,महर्षय: सप्‍त पूर्वे चत्वारो मनवस्तथा ।मद्भ‍ावा मानसा जाता येषां लोक इमा: प्रजा: ॥ ६ ॥,"The great sages, the seven ancient ones, and the four Manus, who are my mind-born progeny, from whom all these creatures in the world have descended."
7,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वत: ।सोऽविकल्पेन योगेन युज्यते नात्र संशय: ॥ ७ ॥,He who truly understands this divine glory and power of Mine is united with unwavering yoga; there is no doubt about it.
8,अहं सर्वस्य प्रभवो मत्त: सर्वं प्रवर्तते ।इति मत्वा भजन्ते मां बुधा भावसमन्विता: ॥ ८ ॥,"I am the origin of everything; from Me, everything emanates. Understanding this, the wise, endowed with devotion, worship Me."
9,मच्च‍ित्ता मद्ग‍तप्राणा बोधयन्त: परस्परम् ।कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च ॥ ९ ॥,"With their minds fixed on Me, their lives devoted to Me, enlightening one another, and always speaking of Me, they are satisfied and delighted."
10,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् ।ददामि बुद्धियोगं तं येन मामुपयान्ति ते ॥ १० ॥,"To those who are constantly devoted and who worship with love, I give the understanding by which they come to Me."
11,तेषामेवानुकम्पार्थमहमज्ञानजं तम: ।नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता ॥ ११ ॥,"Out of compassion for them, I, dwelling within their hearts, destroy the darkness born of ignorance with the shining lamp of knowledge."
12,अर्जुन उवाचपरं ब्रह्म परं धाम पवित्रं परमं भवान् ।पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् ॥ १२ ॥,"Arjuna said: You are the Supreme Brahman, the ultimate abode, the most sacred, the eternal divine Person, the primal God, unborn and all-pervading."
13,आहुस्त्वामृषय: सर्वे देवर्षिर्नारदस्तथा ।असितो देवलो व्यास: स्वयं चैव ब्रवीषि मे ॥ १३ ॥,"All the sages say this of you, as does the divine sage Narada, as well as Asita, Devala, and Vyasa; and you yourself tell me this."
14,सर्वमेतदृतं मन्ये यन्मां वदसि केशव ।न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवा: ॥ १४ ॥,"I consider all that you say to me as true, O Keshava. Indeed, neither the gods nor the demons know your manifestation, O Lord."
15,स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम ।भूतभावन भूतेश देवदेव जगत्पते ॥ १५ ॥,"You alone know yourself by yourself, O Supreme Person, O source of all beings, lord of all beings, God of gods, ruler of the universe."
16,वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतय: ।याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि ॥ १६ ॥,"You should completely describe your divine glories, by which you pervade all these worlds."
17,कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन् ।केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया ॥ १७ ॥,"How should I, always meditating on you, understand you as a yogi? In which aspects or forms should I think of you, O Lord?"
18,विस्तरेणात्मनो योगं विभूतिं च जनार्दन ।भूय: कथय तृप्‍तिर्हि श‍ृण्वतो नास्ति मेऽमृतम् ॥ १८ ॥,"O Janardana, describe in detail your yoga and divine glories again. I am not satisfied with hearing your nectar-like words."
19,श्रीभगवानुवाचहन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतय: ।प्राधान्यत: कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे ॥ १९ ॥,"The Blessed Lord said: Certainly, I will tell you of My divine glories, O best of the Kurus, but only the principal ones, for there is no end to My vastness."
20,अहमात्मा गुडाकेश सर्वभूताशयस्थित: ।अहमादिश्च मध्यं च भूतानामन्त एव च ॥ २० ॥,"I am the Self, O Gudakesha, seated in the hearts of all creatures. I am the beginning, the middle, and the end of all beings."
21,आदित्यानामहं विष्णुर्ज्योतिषां रविरंश‍ुमान् ।मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी ॥ २१ ॥,"Of the Ādityas, I am Viṣṇu; of the luminaries, I am the radiant sun; of the Maruts, I am Marīci; of the constellations, I am the moon."
22,वेदानां सामवेदोऽस्मि देवानामस्मि वासव: ।इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना ॥ २२ ॥,"Of the Vedas, I am the Sama Veda; of the gods, I am Vasava (Indra). Of the senses, I am the mind; and of living beings, I am consciousness."
23,रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम् ।वसूनां पावकश्चास्मि मेरु: शिखरिणामहम् ॥ २३ ॥,"Among the Rudras, I am Shankara (Shiva); among the Yakshas and Rakshasas, I am the Lord of Wealth (Kubera). Among the Vasus, I am Pavaka (Agni); and among the mountains, I am Meru."
24,पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् ।सेनानीनामहं स्कन्द: सरसामस्मि सागर: ॥ २४ ॥,"Know me, O Partha, to be the chief among priests, Brihaspati. Of commanders, I am Skanda; of bodies of water, I am the ocean."
25,महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् ।यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालय: ॥ २५ ॥,"Among the great sages, I am Bhrigu; among words, I am the single syllable 'Om'. Among sacrifices, I am the sacrifice of silent repetition (japa); among immovable things, I am the Himalayas."
26,अश्वत्थ: सर्ववृक्षाणां देवर्षीणां च नारद: ।गन्धर्वाणां चित्ररथ: सिद्धानां कपिलो मुनि: ॥ २६ ॥,"Among all trees, I am the Ashvattha (sacred fig tree); among divine sages, I am Narada; among Gandharvas, I am Chitraratha; and among perfected beings, I am the sage Kapila."
27,उच्‍चैःश्रवसमश्वानां विद्धि माममृतोद्भ‍वम् ।ऐरावतं गजेन्द्राणां नराणां च नराधिपम् ॥ २७ ॥,"Among horses, know me to be Ucchaihshravas, born of nectar; among lordly elephants, Airavata; and among men, the king."
28,आयुधानामहं वज्रं धेनूनामस्मि कामधुक् ।प्रजनश्चास्मि कन्दर्प: सर्पाणामस्मि वासुकि: ॥ २८ ॥,"Of weapons, I am the thunderbolt; of cows, I am the wish-fulfilling cow (Kamadhuk). Of causes of procreation, I am Kandarpa (the god of love); of serpents, I am Vasuki."
29,अनन्तश्चास्मि नागानां वरुणो यादसामहम् ।पितॄणामर्यमा चास्मि यम: संयमतामहम् ॥ २९ ॥,"Of the serpents, I am Ananta; of aquatic beings, I am Varuna. Of the ancestors, I am Aryaman; of those who enforce discipline, I am Yama."
30,प्रह्लादश्चास्मि दैत्यानां काल: कलयतामहम् ।मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् ॥ ३० ॥,"Of the Daityas, I am Prahlada; of reckoners, I am Time. Among beasts, I am the lion; among birds, I am Garuda."
31,पवन: पवतामस्मि राम: शस्त्रभृतामहम् ।झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी ॥ ३१ ॥,"Of the purifiers, I am the wind; of the wielders of weapons, I am Rama; of the fishes, I am the makara; of the rivers, I am the Ganges."
32,सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन ।अध्यात्मविद्या विद्यानां वाद: प्रवदतामहम् ॥ ३२ ॥,"Of creations, I am the beginning, the end, and also the middle, O Arjuna. Of sciences, I am the knowledge of the self, and of those who debate, I am the reasoning."
33,अक्षराणामकारोऽस्मि द्वन्द्व: सामासिकस्य च ।अहमेवाक्षय: कालो धाताहं विश्वतोमुख: ॥ ३३ ॥,"Among letters, I am the letter A, and among compounds, I am the dual. I am the imperishable time; I am the dispenser, facing all directions."
34,मृत्यु: सर्वहरश्चाहमुद्भ‍वश्च भविष्यताम् ।कीर्ति: श्रीर्वाक्‍च नारीणां स्मृतिर्मेधा धृति: क्षमा ॥ ३४ ॥,"I am death, the all-devouring, and I am the origin of future beings. Among women, I am fame, prosperity, speech, memory, intelligence, fortitude, and patience."
35,बृहत्साम तथा साम्न‍ां गायत्री छन्दसामहम् ।मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकर: ॥ ३५ ॥,"Of the hymns of the Sama Veda, I am the Brihat-Saman; of meters, I am Gayatri. Of months, I am Margashirsha; of seasons, I am the season of flowers (spring)."
36,द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् ।जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् ॥ ३६ ॥,"I am the gambling of the deceitful, I am the splendor of the splendid; I am victory, I am effort, I am the goodness of the good."
37,वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जय: ।मुनीनामप्यहं व्यास: कवीनामुशना कवि: ॥ ३७ ॥,"Of the Vrishnis, I am Vasudeva; of the Pandavas, I am Dhananjaya (Arjuna). Among the sages, I am Vyasa; among the poets, I am Ushanas, the poet."
38,दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् ।मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् ॥ ३८ ॥,"I am the rod of those who discipline, I am the policy of those who seek victory. I am also silence among secrets, and I am knowledge among the knowledgeable."
39,यच्च‍ापि सर्वभूतानां बीजं तदहमर्जुन ।न तदस्ति विना यत्स्यान्मया भूतं चराचरम् ॥ ३९ ॥,"And whatever is the seed of all beings, that am I, O Arjuna. There is no being, moving or unmoving, that can exist without Me."
40,नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप ।एष तूद्देशत: प्रोक्तो विभूतेर्विस्तरो मया ॥ ४० ॥,"There is no end to My divine manifestations, O conqueror of foes. What I have spoken is only a mere indication of My infinite opulences."
41,यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा ।तत्तदेवावगच्छ त्वं मम तेजोऽशसम्भवम् ॥ ४१ ॥,"Whatever being is endowed with glory, prosperity, or power, know that it arises from a fraction of my splendor."
42,अथवा बहुनैतेन किं ज्ञातेन तवार्जुन ।विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् ॥ ४२ ॥,"Or what need is there, Arjuna, for all this detailed knowledge? I stand sustaining this entire universe with a single fragment of myself."
