slokas_no,slokas,slokas_translated
1,अर्जुन उवाचकिं तद्‌ब्रह्म किमध्यात्मं किं कर्म पुरुषोत्तम ।अधिभूतं च किं प्रोक्तमधिदैवं किमुच्यते ॥ १ ॥,"Arjuna said: What is that Brahman? What is the self? What is action, O Supreme Person? What is said to be the material manifestation, and what is called the divine?"
2,अधियज्ञ: कथं कोऽत्र देहेऽस्मिन्मधुसूदन ।प्रयाणकाले च कथं ज्ञेयोऽसि नियतात्मभि: ॥ २ ॥,"Who is the Adhiyajna here in this body, O Madhusudana? And how are you to be known at the time of death by the self-controlled?"
3,श्रीभगवानुवाचअक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते ।भूतभावोद्भ‍वकरो विसर्ग: कर्मसंज्ञित: ॥ ३ ॥,The Blessed Lord said: The imperishable is the Supreme Brahman; one's own nature is called the Self. The act of offering which causes the origin of beings is called action.
4,अधिभूतं क्षरो भाव: पुरुषश्चाधिदैवतम् ।अधियज्ञोऽहमेवात्र देहे देहभृतां वर ॥ ४ ॥,"The physical manifestation is the perishable nature, and the person is the presiding deity. I alone am the lord of sacrifice here in the body, O best among the embodied."
5,अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् ।य: प्रयाति स मद्भ‍ावं याति नास्त्यत्र संशय: ॥ ५ ॥,"At the time of death, whoever remembers Me and leaves the body, he attains My being; of this there is no doubt."
6,यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् ।तं तमेवैति कौन्तेय सदा तद्भ‍ावभावित: ॥ ६ ॥,"Whatever state of being one remembers when he gives up the body at the end, O son of Kunti, that state he will attain, being always absorbed in such contemplation."
7,तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च ।मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशय: ॥ ७ ॥,"Therefore, at all times, remember Me and fight. With your mind and intellect dedicated to Me, you shall undoubtedly come to Me."
8,अभ्यासयोगयुक्तेन चेतसा नान्यगामिना ।परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् ॥ ८ ॥,"With a mind engaged in the practice of yoga and not wandering elsewhere, one reaches the supreme divine person by meditating upon him, O Partha."
9,कविं पुराणमनुशासितार-मणोरणीयांसमनुस्मरेद्य: ।सर्वस्य धातारमचिन्त्यरूप-मादित्यवर्णं तमस: परस्तात् ॥ ९ ॥,"The sage, the ancient one, the ruler, who is subtler than the subtle; the sustainer of all, of inconceivable form, of the color of the sun, beyond the darkness."
10,प्रयाणकाले मनसाचलेनभक्त्य‍ा युक्तो योगबलेन चैव ।भ्रुवोर्मध्ये प्राणमावेश्य सम्य-क्स तं परं पुरुषमुपैति दिव्यम् ॥ १० ॥,"At the time of departure, with a mind unwavering and filled with devotion, by the power of yoga, and fixing the life force between the eyebrows, one attains that supreme, divine Purusha."
