slokas_no,slokas,slokas_translated
1,सन्न्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् ।त्यागस्य च हृषीकेश पृथक्केशिनिषूदन ॥ १ ॥,"O mighty-armed one, I wish to understand the true nature of renunciation and relinquishment, O Hrishikesha, separately, O Kesava, slayer of the Kesi demon."
2,काम्यानां कर्मणां न्यासं सन्न्यासं कवयो विदु: ।सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणा: ॥ २ ॥,"The renunciation of desire-driven actions is known as ""sannyasa"" by the wise, and the relinquishment of the fruits of all actions is called ""tyaga"" by the discerning."
3,त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिण: ।यज्ञदानतप:कर्म न त्याज्यमिति चापरे ॥ ३ ॥,"Some wise people say that action should be abandoned as it is flawed, while others say that acts of sacrifice, charity, and penance should not be abandoned."
4,निश्चयं श‍ृणु मे तत्र त्यागे भरतसत्तम ।त्यागो हि पुरुषव्याघ्र त्रिविध: सम्प्रकीर्तित: ॥ ४ ॥,"Hear from me the definite conclusion about renunciation, O best of the Bharatas. Renunciation, O tiger among men, is indeed declared to be of three kinds."
5,यज्ञदानतप:कर्म न त्याज्यं कार्यमेव तत् ।यज्ञो दानं तपश्चैव पावनानि मनीषिणाम् ॥ ५ ॥,"Sacrifice, charity, and austerity should not be abandoned; they must certainly be performed. Sacrifice, charity, and austerity are indeed purifying for the wise."
6,एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च ।कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम् ॥ ६ ॥,"These acts too, having abandoned attachment and the fruits, should be performed as duty; this is my definite and best opinion, O Partha."
7,नियतस्य तु सन्न्यास: कर्मणो नोपपद्यते ।मोहात्तस्य परित्यागस्तामस: परिकीर्तित: ॥ ७ ॥,Renunciation of prescribed duty is not proper. Abandoning it out of delusion is declared to be in the mode of ignorance.
8,दु:खमित्येव यत्कर्म कायक्ल‍ेशभयात्त्यजेत् ।स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत् ॥ ८ ॥,"He who abandons action because it is troublesome and out of fear of bodily discomfort, thus performing a renunciation in the mode of passion, does not obtain the fruit of renunciation."
9,कार्यमित्येव यत्कर्म नियतं क्रियतेऽर्जुन ।सङ्गं त्यक्त्वा फलं चैव स त्याग: सात्त्विको मत: ॥ ९ ॥,"The action which is performed as a duty, O Arjuna, renouncing attachment and also the fruit, that renunciation is considered as sattvic."
10,न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्ज‍ते ।त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशय: ॥ १० ॥,"The one who neither hates unskilled action nor becomes attached to skilled action, who is endowed with the quality of goodness, wise, and free from doubts, is a renouncer."
