slokas_no,slokas,slokas_translated
1,अर्जुन उवाचज्यायसी चेत्कर्मणस्ते मता बुद्धिर्जनार्दन ।तत्किं कर्मणि घोरे मां नियोजयसि केशव ॥ १ ॥,"Arjuna said: If you consider knowledge superior to action, O Janardana, then why do you engage me in this terrible action, O Keshava?"
2,व्यामिश्रेणेव वाक्येन बुद्धिं मोहयसीव मे ।तदेकं वद निश्चित्य येन श्रेयोऽहमाप्‍नुयाम् ॥ २ ॥,"With seemingly confused words, you seem to bewilder my understanding. Therefore, tell me decisively one thing by which I may attain welfare."
3,श्रीभगवानुवाचलोकेऽस्मिन्द्विविधा निष्ठा पुरा प्रोक्ता मयानघ ।ज्ञानयोगेन सांख्यानां कर्मयोगेन योगिनाम् ॥ ३ ॥,"The Blessed Lord said: In this world, there is a twofold path, as I have declared before, O sinless one: the path of knowledge for the Sankhyas and the path of action for the Yogis."
4,न कर्मणामनारम्भान्नैष्कर्म्य पुरुषोऽश्न‍ुते ।न च सन्न्यसनादेव सिद्धिं समधिगच्छति ॥ ४ ॥,"A person does not attain freedom from action by abstaining from work, nor does he achieve perfection merely by renunciation."
5,न हि कश्चित्क्षणमपि जातु तिष्ठत्यकर्मकृत् ।कार्यते ह्यवशः कर्म सर्वः प्रकृतिजैर्गुणैः ॥ ५ ॥,"Indeed, no one ever remains even for a moment without performing action; everyone is driven to action, helplessly, by the qualities born of nature."
6,कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन् ।इन्द्रियार्थान्विमूढात्मा मिथ्याचारः स उच्यते ॥ ६ ॥,"One who restrains the organs of action but whose mind dwells on sense objects, such a deluded person is called a hypocrite."
7,यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन ।कर्मेन्द्रियैः कर्मयोगमसक्तः स विशिष्यते ॥ ७ ॥,"He who, controlling the senses by the mind, O Arjuna, engages in the yoga of action with the organs of action, without attachment, excels."
8,नियतं कुरु कर्म त्वं कर्म ज्यायो ह्यकर्मणः ।शरीरयात्रापि च ते न प्रसिद्ध्येदकर्मणः ॥ ८ ॥,"Perform your prescribed duties, for action is better than inaction. Even the maintenance of the body would not be possible without action."
9,यज्ञार्थात्कर्मणोऽन्यत्र लोकोऽयं कर्मबन्धनः ।तदर्थं कर्म कौन्तेय मुक्तसङ्गः समाचर ॥ ९ ॥,"Apart from action performed for the sake of sacrifice, this world is bound by action. Therefore, O Kaunteya (Arjuna), perform action for that purpose alone, free from attachment."
10,सहयज्ञाः प्रजाः सृष्ट्वा पुरोवाच प्रजापतिः ।अनेन प्रसविष्यध्वमेष वोऽस्त्विष्टकामधुक् ॥ १० ॥,"Having created mankind along with sacrifices, Prajapati (the Creator) said in the beginning: ""By this (sacrifice) shall you prosper; let this be the milker of your desires."""
11,देवान्भावयतातेन ते देवा भावयन्तु वः ।परस्परं भावयन्तः श्रेयः परमवाप्स्यथ ॥ ११ ॥,"Nourish the gods with this, and may those gods nourish you. By nourishing one another, you shall attain the highest good."
12,इष्टान्भोगान्हि वो देवा दास्यन्ते यज्ञभाविताः ।तैर्दत्तानप्रदायैभ्यो यो भुङ्क्ते स्तेन एव सः ॥ १२ ॥,"The gods, nourished by sacrifices, will indeed grant you desired enjoyments. One who enjoys what is given by them without offering to them is verily a thief."
13,यज्ञशिष्टाशिनः सन्तो मुच्यन्ते सर्वकिल्बिषै ।भुञ्जते ते त्वघं पापा ये पचन्त्यात्मकारणात् ॥ १३ ॥,The virtuous who partake of the remnants of sacrifice are freed from all sins. But those sinful ones who cook only for themselves eat sin.
14,अन्नाद्भ‍वन्ति भूतानि पर्जन्यादन्नसम्भवः ।यज्ञा‍द्भ‍‍वति पर्जन्यो यज्ञः कर्मसमुद्भ‍वः ॥ १४ ॥,"From food, beings are born; from rain, food is produced. From sacrifice, rain arises; sacrifice is born of action."
15,कर्म ब्रह्मोद्भ‍वं विद्धि ब्रह्माक्षरसमुद्भ‍वम् ।तस्मात्सर्वगतं ब्रह्म नित्यं यज्ञे प्रतिष्ठितम् ॥ १५ ॥,"Know that action arises from Brahman, and Brahman arises from the imperishable. Therefore, the all-pervading Brahman is eternally established in sacrifice."
16,एवं प्रवर्तितं चक्रं नानुवर्तयतीह यः ।अघायुरिन्द्रियारामो मोघं पार्थ स जीवति ॥ १६ ॥,"Thus, the one who does not follow the wheel of creation set in motion here, indulging in sense pleasures, lives in vain, O Partha."
17,यस्त्वात्मरतिरेव स्यादात्मतृप्त‍श्च मानवः ।आत्मन्येव च सन्तुष्टस्तस्य कार्यं न विद्यते ॥ १७ ॥,"One who finds joy in the self alone, who is satisfied with the self, and who is content in the self, for him there is no duty."
18,नैव तस्य कृतेनार्थो नाकृतेनेह कश्चन ।न चास्य सर्वभूतेषु कश्चिदर्थव्यपाश्रयः ॥ १८ ॥,"He has no purpose to gain by doing action, nor any purpose to lose by not doing action; nor is there any dependence on any being for him."
19,तस्मादसक्तः सततं कार्यं कर्म समाचर ।असक्तो ह्याचरन्कर्म परमाप्‍नोति पूरूषः ॥ १९ ॥,"Therefore, perform your duty constantly without attachment; for by performing action without attachment, a person attains the Supreme."
20,कर्मणैव हि संसिद्धिमास्थिता जनकादयः ।लोकसङ्ग्रहमेवापि सम्पश्यन्कर्तुमर्हसि ॥ २० ॥,By action alone did Janaka and others attain perfection. You should perform action also with a view to the guidance of the world.
21,यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जनः ।स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते ॥ २१ ॥,"Whatever a great person does, others follow. Whatever standard they set, the world follows."
